sampleNumber,e,m_r,m_g,m_b,n_x,n_y,n_z,l_x,l_y,l_z,i_d,d_r,d_g,d_b,i_a,a_r,a_g,a_b,v_r,v_g,v_b
27,6.323802,0.582610,0.438169,0.433147,0.313025,-0.715415,-0.624657,-0.026008,0.011211,-0.999599,398.134800,0.537880,0.354687,0.587343,198.068500,0.482634,0.360943,0.673360,0.631373,0.400000,0.537255
28,-1.316735,0.055894,0.029162,0.241761,0.092230,0.855901,-0.508848,-0.783907,-0.118587,-0.609448,1.606248,0.381445,0.211368,0.368891,0.311851,0.960013,0.130312,0.508190,0.058824,0.007843,0.137255
29,4.233497,0.148194,0.963389,0.807721,-0.470692,0.370078,-0.800932,-0.720380,-0.335977,-0.606772,71.996100,0.651007,0.547484,0.005372,39.982420,0.257212,0.168324,0.989202,0.125490,0.694118,1.000000
30,0.642584,0.132447,0.614578,0.465859,0.165922,0.669025,-0.724483,-0.430699,0.614170,-0.661281,6.433295,0.025452,0.650774,0.434584,4.422873,0.821617,0.845712,0.213466,0.196078,0.890196,0.376471
31,5.653507,0.222978,0.772901,0.127111,-0.780754,-0.096116,-0.617402,0.469616,0.235127,-0.850986,227.682100,0.170600,0.284134,0.319396,72.235100,0.946815,0.095097,0.395959,0.239216,0.290196,0.086275
32,0.495842,0.883549,0.553846,0.112520,0.549882,0.343829,-0.761191,-0.519126,0.684126,-0.512328,13.121530,0.580164,0.339867,0.250286,3.360785,0.041122,0.935227,0.533828,0.533333,0.741177,0.125490
33,3.961751,0.077698,0.010031,0.528822,0.525231,0.140516,-0.839278,-0.497577,0.422773,-0.757417,35.297560,0.165112,0.946497,0.258399,12.506930,0.413907,0.620963,0.236627,0.023529,0.007843,0.223529
34,2.137166,0.022994,0.542361,0.223842,0.324420,-0.549506,-0.769932,-0.360553,-0.447983,-0.818116,21.231410,0.440660,0.231091,0.111069,1.236452,0.568101,0.344348,0.108556,0.007843,0.192157,0.023529
35,-2.591670,0.312289,0.504822,0.805788,-0.418711,0.176950,-0.890713,-0.180463,-0.697047,-0.693944,0.847710,0.401196,0.655420,0.447721,0.133954,0.853637,0.343086,0.955108,0.258824,0.372549,0.713726
36,6.096738,0.889989,0.438547,0.679131,-0.374091,-0.747624,-0.548739,-0.697656,-0.126004,-0.705265,61.929760,0.373730,0.111030,0.241512,119.863200,0.927559,0.061642,0.139687,1.000000,0.133333,0.329412
37,4.743811,0.912362,0.794249,0.223936,-0.455966,-0.717063,-0.527177,-0.209492,-0.450116,-0.868049,243.155800,0.042972,0.851112,0.444527,54.806770,0.547585,0.748514,0.302638,0.886275,1.000000,0.207843
38,7.319802,0.950920,0.352427,0.867400,-0.277882,-0.677280,-0.681229,-0.289772,0.010147,-0.957042,837.001000,0.721950,0.843488,0.468312,337.628900,0.297155,0.873544,0.525515,0.956863,0.513726,0.905882
39,8.676575,0.918782,0.640519,0.661301,-0.588764,0.378574,-0.714170,-0.088496,0.169541,-0.981542,2994.595000,0.556741,0.729496,0.445453,388.154300,0.219508,0.818003,0.884243,0.737255,0.745098,0.647059
40,-4.517054,0.412452,0.229161,0.731173,0.242746,-0.503825,-0.828996,0.351519,0.574533,-0.739153,0.182721,0.052709,0.921589,0.651827,0.127068,0.300846,0.993220,0.974341,0.356863,0.380392,1.000000
41,7.302091,0.038240,0.106352,0.272938,-0.424266,-0.131339,-0.895962,0.425430,-0.164622,-0.889893,1327.272000,0.489387,0.602467,0.797346,88.990130,0.926142,0.952427,0.302807,0.027451,0.098039,0.270588
42,3.752374,0.968629,0.591383,0.135054,0.257564,0.427819,-0.866390,-0.646040,0.267558,-0.714874,65.261260,0.747226,0.196102,0.923411,18.849100,0.385637,0.683868,0.629403,0.882353,0.537255,0.156863
43,-1.937797,0.053576,0.383593,0.652360,-0.777355,0.063616,-0.625838,-0.732674,-0.331026,-0.594652,0.875993,0.286762,0.807704,0.352303,0.070748,0.404516,0.868778,0.780123,0.011765,0.321569,0.345098
44,-0.045800,0.642910,0.676636,0.603602,0.630035,0.517723,-0.578809,0.186608,-0.644701,-0.741309,3.310283,0.116528,0.608484,0.180644,1.295435,0.776027,0.854652,0.157476,0.596079,0.674510,0.262745
45,4.509293,0.030458,0.389598,0.128130,0.729335,-0.082310,-0.679188,0.376018,0.421098,-0.825401,72.106640,0.377402,0.906360,0.099115,42.135390,0.986136,0.700304,0.111225,0.066667,0.490196,0.039216
46,-0.441905,0.583906,0.512573,0.000369,-0.336449,0.399622,-0.852704,-0.158576,-0.772850,-0.614457,6.577062,0.055359,0.001832,0.631287,0.118025,0.603629,0.681451,0.848076,0.168628,0.152941,0.000000
47,-3.696393,0.713558,0.783518,0.815224,0.299541,0.207011,-0.931355,-0.143205,0.717758,-0.681407,0.546192,0.034679,0.311855,0.748063,0.211063,0.608412,0.525214,0.091033,0.819608,0.878431,0.784314
48,0.036798,0.988382,0.150730,0.699862,0.639430,0.178001,-0.747961,0.343587,0.651978,-0.675923,3.643453,0.726466,0.563110,0.385543,0.077254,0.448114,0.923791,0.632899,0.670588,0.070588,0.274510
49,5.296013,0.089401,0.914176,0.050347,-0.642006,0.065375,-0.763907,0.039960,0.690655,-0.722080,287.371800,0.329715,0.750907,0.450211,71.076520,0.081250,0.314475,0.197999,0.027451,0.933333,0.027451
50,9.041369,0.284517,0.620257,0.739764,-0.195038,0.359604,-0.912494,-0.724910,0.434970,-0.534141,3088.089000,0.049060,0.777477,0.182165,1024.937000,0.746450,0.368544,0.006691,0.309804,0.690196,0.160784
51,3.035860,0.664117,0.738720,0.643811,-0.600816,-0.312370,-0.735829,-0.196037,0.027090,-0.980222,55.867950,0.128620,0.149790,0.048923,13.433750,0.755837,0.484926,0.966881,0.678431,0.623529,0.725490
52,9.400335,0.681937,0.447552,0.450090,0.122262,-0.393680,-0.911081,-0.292085,-0.550632,-0.781979,3111.250000,0.507790,0.527025,0.169511,1557.579000,0.513818,0.596510,0.553826,0.741177,0.521569,0.466667
53,4.552833,0.901404,0.456375,0.201502,-0.189483,0.066508,-0.979629,-0.162020,-0.022219,-0.986537,86.111440,0.510475,0.231819,0.589926,4.502105,0.390315,0.028056,0.793427,0.505882,0.090196,0.125490
54,7.044894,0.444123,0.859191,0.208165,0.657638,-0.009629,-0.753272,0.452341,-0.720259,-0.525942,508.946100,0.279038,0.610203,0.624138,353.118200,0.627721,0.655828,0.982012,0.525490,1.000000,0.329412
55,-4.816969,0.596289,0.694996,0.558892,-0.021881,0.274801,-0.961252,-0.053218,-0.724563,-0.687151,0.145932,0.167710,0.756787,0.301899,0.096637,0.420603,0.812337,0.110391,0.584314,0.968628,0.305882
56,8.533976,0.919629,0.214036,0.664733,0.183267,0.519148,-0.834805,-0.748913,0.187630,-0.635550,2123.609000,0.122398,0.053156,0.512389,190.397500,0.378332,0.110426,0.511957,0.411765,0.027451,0.427451
57,0.434655,0.697519,0.863088,0.810401,0.019025,0.814390,-0.580007,-0.216172,0.391267,-0.894528,1.459102,0.383365,0.045786,0.703071,1.888930,0.502517,0.562085,0.260517,0.552941,0.709804,0.537255
58,5.408412,0.041957,0.229991,0.213932,-0.148290,0.832541,-0.533747,0.133021,0.790533,-0.597798,349.012200,0.451691,0.138922,0.808413,106.279700,0.240337,0.711124,0.625549,0.054902,0.290196,0.349020
59,-3.245505,0.742693,0.778475,0.462962,-0.485363,-0.692400,-0.533859,-0.557006,0.090360,-0.825578,0.457249,0.614799,0.394734,0.105340,0.244754,0.596700,0.382202,0.070377,0.870588,0.717647,0.180392
60,2.522606,0.600239,0.136454,0.566486,-0.682556,-0.324193,-0.654993,0.041473,0.248726,-0.967686,28.458990,0.891594,0.317142,0.240372,15.514600,0.326450,0.662776,0.514285,0.666667,0.176471,0.607843
61,-1.156814,0.837920,0.888261,0.012316,0.585646,0.144187,-0.797640,0.554374,0.511838,-0.656271,2.555967,0.088463,0.767312,0.122911,1.008521,0.919922,0.116166,0.886781,1.000000,0.882353,0.023529
62,9.284887,0.719947,0.464877,0.430055,0.687441,-0.495884,-0.530589,-0.339128,-0.628933,-0.699596,1564.386000,0.026176,0.178815,0.376542,1437.787000,0.958626,0.258546,0.042590,0.941177,0.337255,0.141177
63,8.140564,0.867456,0.522305,0.455446,0.048222,0.711181,-0.701353,0.566590,0.283493,-0.773698,395.141100,0.423803,0.761259,0.304431,176.255200,0.182949,0.686167,0.258717,0.349020,0.380392,0.180392
64,0.221185,0.944443,0.498179,0.094465,0.410980,0.745769,-0.524331,0.597669,0.475087,-0.645820,7.668513,0.828786,0.624926,0.744345,2.390074,0.662614,0.960344,0.633617,1.000000,0.713726,0.152941
65,8.246238,0.563523,0.009241,0.199191,0.541298,-0.296733,-0.786732,-0.439349,0.075835,-0.895110,2401.574000,0.044806,0.770972,0.651418,331.845800,0.980250,0.655469,0.716491,0.533333,0.011765,0.196078
66,7.871977,0.352583,0.689495,0.686880,-0.542060,-0.359241,-0.759682,0.360695,-0.230409,-0.903776,1070.704000,0.678791,0.316180,0.364503,277.684200,0.707838,0.027504,0.010934,0.349020,0.207843,0.211765
67,-3.923004,0.238022,0.679112,0.289519,0.307410,0.687740,-0.657657,-0.381071,0.112338,-0.917696,0.206816,0.640038,0.988354,0.778847,0.059879,0.792873,0.095131,0.352344,0.207843,0.505882,0.207843
68,8.170392,0.940814,0.661483,0.411237,0.665441,0.076477,-0.742522,0.655673,0.295108,-0.694985,170.631200,0.681496,0.973449,0.981087,450.808400,0.867686,0.118580,0.205312,1.000000,0.376471,0.266667
69,7.607990,0.179477,0.646212,0.939342,-0.039489,0.538456,-0.841728,-0.347063,0.481404,-0.804859,1292.914000,0.206941,0.930305,0.003408,163.745300,0.163869,0.195403,0.622460,0.062745,0.784314,0.647059
70,4.530705,0.987002,0.555595,0.142245,0.368313,-0.235422,-0.899401,-0.491764,-0.214509,-0.843892,138.255000,0.470278,0.272755,0.413931,50.012380,0.701223,0.469995,0.933213,1.000000,0.529412,0.196078
71,-0.161037,0.136737,0.520305,0.056556,-0.296337,0.109343,-0.948804,-0.628284,0.411511,-0.660241,4.501710,0.241835,0.398031,0.464348,2.490721,0.100833,0.360654,0.257365,0.062745,0.513726,0.047059
72,1.448357,0.472964,0.774707,0.137067,-0.203691,-0.505303,-0.838557,0.714320,-0.230532,-0.660758,13.126800,0.555249,0.386104,0.453392,2.064236,0.602738,0.528474,0.011803,0.360784,0.521569,0.031373
73,6.503871,0.064975,0.292730,0.827310,0.095306,-0.196656,-0.975830,-0.145282,0.840742,-0.521581,308.115900,0.587946,0.685780,0.964847,169.229500,0.427715,0.512288,0.157764,0.050980,0.278431,0.611765
74,0.824520,0.710380,0.130953,0.526274,-0.358909,-0.706524,-0.609924,-0.519076,-0.603169,-0.605597,4.680374,0.535094,0.616290,0.740718,3.667378,0.709320,0.473281,0.856065,0.819608,0.141177,0.690196
75,2.184473,0.914833,0.768261,0.735359,-0.009912,-0.744224,-0.667856,0.432740,0.158355,-0.887502,17.329790,0.393208,0.025650,0.825437,0.021257,0.388945,0.463838,0.489380,0.250980,0.023529,0.431373
76,9.604885,0.685778,0.094035,0.191380,0.369912,-0.335549,-0.866356,0.055570,0.598495,-0.799197,3150.809000,0.126990,0.447319,0.716243,1385.698000,0.402053,0.700589,0.117409,0.537255,0.098039,0.117647
77,3.992556,0.327031,0.807355,0.747565,0.776889,-0.295707,-0.555879,-0.571703,0.615565,-0.542434,67.284550,0.344509,0.194971,0.107598,46.205360,0.425813,0.169453,0.078746,0.333333,0.537255,0.345098
78,-2.602239,0.430856,0.792432,0.059593,0.465454,-0.291540,-0.835678,0.292187,0.008665,-0.956322,0.115116,0.122859,0.410837,0.922103,0.084375,0.287959,0.373330,0.734355,0.149020,0.360784,0.031373
79,-0.305298,0.969908,0.906358,0.404067,0.135412,-0.376202,-0.916589,-0.238453,-0.283935,-0.928720,4.531197,0.361824,0.099229,0.898545,1.925927,0.320019,0.555112,0.530293,0.870588,0.945098,0.568628
80,7.695569,0.930217,0.336652,0.798893,-0.362281,-0.747486,-0.556793,-0.160418,0.364005,-0.917478,40.140200,0.644730,0.334588,0.238089,363.029700,0.428733,0.557607,0.350476,0.756863,0.305882,0.588235
81,1.682369,0.614542,0.172009,0.347382,-0.143807,0.681923,-0.717148,0.389442,-0.100772,-0.915522,23.593720,0.592348,0.033270,0.834150,7.319027,0.225819,0.254179,0.029378,0.537255,0.113726,0.298039
82,0.188537,0.830376,0.215772,0.013203,0.751353,0.192770,-0.631117,-0.825968,-0.044775,-0.561936,4.940995,0.261024,0.315170,0.633131,2.954775,0.988905,0.448596,0.688135,1.000000,0.211765,0.039216
83,5.345099,0.696316,0.071938,0.187419,-0.057160,-0.723984,-0.687445,-0.307834,-0.673473,-0.672067,90.521670,0.836662,0.610564,0.073947,19.497880,0.074234,0.132040,0.351085,0.462745,0.023529,0.054902
84,9.099244,0.486534,0.518537,0.567538,0.594662,-0.219257,-0.773500,0.314093,-0.767326,-0.559067,2345.616000,0.432857,0.667178,0.731012,1608.171000,0.200562,0.246121,0.891866,0.388235,0.509804,0.866667
85,5.575429,0.279819,0.240303,0.750452,-0.851479,-0.132076,-0.507484,0.813557,0.217643,-0.539218,292.873500,0.567849,0.998261,0.201600,17.494930,0.831496,0.706845,0.416664,0.137255,0.105882,0.286275
86,1.606434,0.629592,0.918514,0.280109,0.481615,-0.537499,-0.692201,0.697051,0.354583,-0.623211,22.605680,0.648362,0.302495,0.577105,2.627254,0.887214,0.643797,0.312217,0.650980,0.701961,0.207843
87,-3.734589,0.955579,0.699875,0.078373,-0.528526,0.629758,-0.569268,0.222890,-0.130832,-0.966024,0.274018,0.744629,0.800106,0.636022,0.078328,0.449106,0.646978,0.760965,0.737255,0.619608,0.078431
88,9.058291,0.220699,0.407762,0.387144,-0.102702,0.827406,-0.552134,-0.648535,0.176413,-0.740459,4271.339000,0.945271,0.531121,0.810301,1392.497000,0.185459,0.028841,0.486110,0.278431,0.258824,0.517647
89,-3.971857,0.526718,0.208977,0.628204,0.008685,0.125627,-0.992040,0.431063,-0.296234,-0.852309,0.488906,0.412112,0.022700,0.460623,0.107222,0.842041,0.314469,0.226542,0.611765,0.133333,0.498039
90,-0.260679,0.249340,0.887466,0.978759,0.020800,0.706042,-0.707865,-0.027030,-0.756873,-0.653003,0.379680,0.536682,0.550588,0.727253,0.268917,0.575075,0.686886,0.510752,0.086275,0.407843,0.392157
91,-1.188069,0.243053,0.382556,0.302910,0.763637,-0.232130,-0.602473,0.640113,-0.502511,-0.581152,3.559930,0.952727,0.337189,0.399122,0.961800,0.473359,0.500617,0.588299,0.396079,0.400000,0.352941
92,6.615244,0.039376,0.912539,0.049730,-0.597556,-0.077982,-0.798026,-0.786941,-0.020212,-0.616698,545.882100,0.909892,0.231236,0.548855,13.419480,0.173960,0.181213,0.238713,0.043137,0.282353,0.023529
93,8.359878,0.183997,0.164581,0.893648,-0.764489,0.147232,-0.627598,0.457232,-0.046293,-0.888142,3067.391000,0.579513,0.584909,0.777984,760.745400,0.071154,0.508578,0.262716,0.090196,0.180392,0.796079
94,-4.939993,0.543321,0.938824,0.134423,0.123329,0.602691,-0.788386,0.090372,0.597574,-0.796705,0.061648,0.080509,0.154723,0.808178,0.038299,0.943065,0.854349,0.838186,0.521569,0.870588,0.141177
95,-1.918203,0.340181,0.657541,0.329973,0.419120,-0.593331,-0.687238,-0.276172,0.226777,-0.933971,2.333715,0.030838,0.168627,0.151923,0.515523,0.903524,0.598172,0.716875,0.407843,0.654902,0.356863
96,-1.577664,0.213921,0.023549,0.004375,-0.218278,0.319073,-0.922251,-0.144351,-0.488252,-0.860682,1.792104,0.033348,0.600548,0.244288,0.951029,0.436242,0.032186,0.414141,0.215686,0.011765,0.007843
97,-1.525543,0.727815,0.973055,0.989766,-0.021657,-0.690337,-0.723163,0.224091,0.253460,-0.941032,1.195149,0.611846,0.733369,0.364931,0.932445,0.072303,0.754116,0.908832,0.427451,1.000000,1.000000
98,-2.965541,0.073701,0.772554,0.936232,-0.655732,-0.272224,-0.704209,-0.337174,0.067787,-0.938999,0.579536,0.701833,0.385446,0.097873,0.136644,0.285193,0.018763,0.015286,0.058824,0.309804,0.149020
99,9.286218,0.263867,0.098963,0.688305,-0.832357,0.215245,-0.510736,-0.218028,-0.641754,-0.735266,3965.201000,0.561464,0.427394,0.489544,1362.138000,0.115871,0.172064,0.286161,0.164706,0.062745,0.568628
100,4.147596,0.101049,0.207408,0.204041,-0.560033,-0.551551,-0.618186,0.356360,0.562948,-0.745719,55.264600,0.712091,0.311489,0.431070,3.978896,0.500069,0.668109,0.281787,0.019608,0.058824,0.027451
