sampleNumber,e,m_r,m_g,m_b,n_x,n_y,n_z,l_x,l_y,l_z,i_d,d_r,d_g,d_b,i_a,a_r,a_g,a_b,v_r,v_g,v_b
12,0.000000,0.736311,0.384437,0.019737,-0.231107,0.593002,-0.771322,0.326409,-0.623323,-0.710581,3.477763,0.870911,0.751440,0.951204,1.793738,0.103139,0.529618,0.919951,0.368628,0.352941,0.039216
13,0.000000,0.074319,0.798550,0.374151,0.450848,-0.090869,-0.887963,0.668523,0.262617,-0.695780,0.240532,0.698339,0.593070,0.695228,1.871697,0.576596,0.222495,0.415346,0.070588,0.501961,0.305882
14,0.000000,0.271874,0.495308,0.069987,0.654967,-0.111752,-0.747349,0.447295,-0.576888,-0.683467,2.133467,0.256673,0.653452,0.784452,1.949875,0.279936,0.025836,0.984651,0.184314,0.243137,0.113726
15,0.000000,0.746505,0.468211,0.226503,0.156381,-0.708895,-0.687760,0.299433,0.330029,-0.895221,4.236241,0.814509,0.856160,0.187407,0.931486,0.821343,0.232094,0.788396,0.725490,0.345098,0.176471
16,0.000000,0.296448,0.903035,0.091715,0.571504,-0.241075,-0.784389,-0.249023,-0.110028,-0.962227,2.706220,0.659408,0.199542,0.970910,0.430804,0.326521,0.526544,0.668104,0.156863,0.435294,0.070588
17,0.000000,0.732526,0.311442,0.396902,-0.341930,0.717870,-0.606422,-0.070330,0.586903,-0.806597,1.285289,0.991779,0.933634,0.419819,1.522649,0.316617,0.176245,0.921829,0.627451,0.219608,0.431373
18,0.000000,0.918534,0.456641,0.253943,0.033478,0.792928,-0.608395,0.181794,-0.643092,-0.743898,4.466662,0.848978,0.513600,0.984879,0.380554,0.149500,0.666126,0.570091,0.219608,0.215686,0.098039
19,0.000000,0.201045,0.371268,0.013377,0.363827,0.557712,-0.746048,-0.671409,0.139381,-0.727862,5.102090,0.712160,0.047448,0.610535,1.176923,0.429984,0.978890,0.664439,0.160784,0.364706,0.023529
20,0.000000,0.786949,0.176403,0.006987,0.041919,0.508616,-0.859972,0.093842,-0.077849,-0.992539,3.383096,0.594071,0.878668,0.699891,0.940670,0.250308,0.439355,0.169353,0.529412,0.164706,0.003922
21,0.000000,0.703443,0.113418,0.309615,0.184514,-0.034693,-0.982217,0.189156,-0.414689,-0.890086,0.268815,0.685876,0.959195,0.178739,1.971667,0.602332,0.036699,0.823812,0.705882,0.023529,0.356863
22,0.000000,0.034965,0.556587,0.444921,-0.285256,0.641971,-0.711690,0.735402,0.186481,-0.651466,4.389916,0.888762,0.174041,0.615048,0.282967,0.441518,0.840533,0.869953,0.015686,0.258824,0.262745
23,0.000000,0.823369,0.315923,0.815093,-0.535851,-0.168485,-0.827331,-0.652788,0.060054,-0.755156,5.299589,0.669115,0.278449,0.683806,1.872054,0.595843,0.829856,0.423142,0.972549,0.364706,0.886275
24,0.000000,0.695430,0.345809,0.056366,0.310369,-0.572224,-0.759099,-0.607563,-0.329255,-0.722813,2.479984,0.496736,0.152093,0.165396,1.923671,0.086636,0.025405,0.250420,0.341177,0.062745,0.031373
25,0.000000,0.096723,0.325221,0.390761,0.041092,0.807370,-0.588613,0.754473,0.251841,-0.606091,5.633852,0.902867,0.118051,0.137180,0.216748,0.194875,0.272287,0.414137,0.078431,0.062745,0.105882
26,0.000000,0.168887,0.920803,0.570841,-0.667810,-0.500117,-0.551283,0.448312,0.143824,-0.882231,0.804652,0.999993,0.298641,0.777380,1.053640,0.466041,0.962567,0.121002,0.105882,0.850981,0.200000
27,0.000000,0.850295,0.398450,0.996692,0.412615,-0.061539,-0.908824,-0.793721,0.272604,-0.543778,0.281353,0.704236,0.749523,0.428034,0.895461,0.663505,0.646743,0.738198,0.615686,0.278431,0.752941
28,0.000000,0.768018,0.700870,0.368959,-0.176918,0.799223,-0.574406,-0.548317,0.603548,-0.578859,3.021961,0.100929,0.812274,0.552745,0.901524,0.169969,0.007686,0.202383,0.301961,0.494118,0.215686
29,0.000000,0.023143,0.095729,0.067792,-0.007420,0.553508,-0.832811,0.529940,-0.464185,-0.709716,4.232056,0.546101,0.729879,0.839039,0.793050,0.049431,0.483700,0.906404,0.003922,0.058824,0.058824
30,0.000000,0.228031,0.324263,0.695906,-0.430754,0.649711,-0.626360,-0.331687,-0.145155,-0.932156,6.146526,0.695520,0.333009,0.059244,0.737479,0.262054,0.151345,0.301158,0.176471,0.129412,0.313726
31,0.000000,0.841597,0.838417,0.108937,-0.023379,0.464571,-0.885227,0.364465,0.551034,-0.750684,5.856561,0.255359,0.838151,0.519572,1.393803,0.899014,0.369686,0.238978,0.882353,0.964706,0.078431
32,0.000000,0.541294,0.448881,0.778490,0.629711,-0.302100,-0.715682,-0.771033,0.352390,-0.530405,2.937278,0.631684,0.208057,0.424492,0.683017,0.995866,0.635151,0.940957,0.415686,0.274510,0.580392
33,0.000000,0.888486,0.196333,0.174303,-0.078737,0.250049,-0.965026,-0.431042,-0.593254,-0.679892,3.894915,0.662605,0.097767,0.026014,0.769844,0.807092,0.003418,0.931482,0.768628,0.003922,0.129412
34,0.000000,0.250818,0.178862,0.418515,0.185626,0.639710,-0.745865,-0.332899,-0.678407,-0.654936,4.677603,0.980095,0.940926,0.871925,1.040933,0.717047,0.748000,0.670117,0.200000,0.145098,0.321569
35,0.000000,0.942702,0.250693,0.276746,0.735493,-0.422655,-0.529541,0.825178,0.146201,-0.545626,5.488367,0.378462,0.487936,0.329137,0.458675,0.228479,0.875090,0.414066,0.490196,0.192157,0.137255
36,0.000000,0.532630,0.407117,0.243360,0.160782,-0.278084,-0.947005,0.465052,-0.545142,-0.697529,3.270698,0.664283,0.228815,0.869440,1.100204,0.929801,0.695111,0.365612,0.564706,0.333333,0.227451
37,0.000000,0.583960,0.342546,0.948103,-0.008691,0.626124,-0.779675,0.688550,-0.466595,-0.555147,5.002182,0.707710,0.961208,0.013555,0.475420,0.328470,0.750640,0.326874,0.278431,0.235294,0.372549
38,0.000000,0.315862,0.598348,0.415719,-0.540051,0.534432,-0.650175,0.263828,-0.184568,-0.946747,5.657290,0.519697,0.598276,0.932510,0.938220,0.103167,0.942068,0.765654,0.133333,0.564706,0.423529
39,0.000000,0.525838,0.391461,0.359718,-0.550210,-0.055333,-0.833191,0.533476,-0.101317,-0.839725,0.968887,0.025991,0.546065,0.103652,1.792076,0.063317,0.899896,0.973451,0.160784,0.447059,0.423529
40,0.000000,0.599767,0.410258,0.165572,0.519382,0.469474,-0.714029,0.247098,0.765553,-0.594030,5.026630,0.649924,0.259076,0.430091,0.335564,0.696165,0.394039,0.458778,0.498039,0.172549,0.082353
41,0.000000,0.521190,0.755724,0.633549,0.720597,0.285938,-0.631648,-0.380764,-0.506297,-0.773746,3.207011,0.084925,0.247286,0.416576,0.874494,0.304120,0.652133,0.731569,0.250980,0.537255,0.474510
42,0.000000,0.821292,0.142460,0.755984,0.585002,-0.051331,-0.809406,0.149248,-0.038181,-0.988062,0.459710,0.457701,0.115689,0.713462,1.902629,0.501448,0.117751,0.128265,0.745098,0.043137,0.400000
43,0.000000,0.676467,0.147496,0.641501,0.094135,-0.495709,-0.863372,0.398232,0.042276,-0.916310,4.612214,0.478271,0.342887,0.245507,1.885950,0.262631,0.471342,0.776539,0.537255,0.129412,0.705882
44,0.000000,0.016245,0.412187,0.049485,0.311093,-0.771644,-0.554786,0.676485,0.201548,-0.708341,0.829903,0.315880,0.350436,0.243930,0.898175,0.311293,0.678740,0.412636,0.011765,0.298039,0.023529
45,0.000000,0.081910,0.129449,0.956764,-0.088953,0.322907,-0.942241,0.539238,0.372582,-0.755251,4.995642,0.265886,0.490621,0.569470,0.004185,0.069414,0.275725,0.528625,0.007843,0.039216,0.552941
46,0.000000,0.127995,0.210078,0.541940,-0.073531,0.201521,-0.976720,0.302612,-0.786319,-0.538636,3.163839,0.876226,0.687662,0.379639,0.790698,0.954150,0.956896,0.897365,0.113726,0.180392,0.431373
47,0.000000,0.768033,0.915584,0.191971,0.054487,-0.434828,-0.898864,-0.215999,0.101785,-0.971074,3.500297,0.406678,0.073413,0.525197,1.095130,0.093139,0.050947,0.790743,0.356863,0.227451,0.180392
48,0.000000,0.679057,0.538690,0.395650,-0.197154,-0.821391,-0.535208,-0.438885,-0.513222,-0.737552,2.628739,0.641150,0.602331,0.643096,0.262979,0.991953,0.431180,0.547960,0.470588,0.301961,0.235294
49,0.000000,0.839928,0.757705,0.482787,-0.755078,0.245709,-0.607852,-0.229192,-0.567757,-0.790647,3.639052,0.607769,0.864994,0.495545,1.901107,0.457145,0.070892,0.893864,0.792157,0.533333,0.580392
50,0.000000,0.154552,0.531262,0.803630,-0.433476,0.427844,-0.793126,-0.239742,-0.733525,-0.635976,5.267265,0.844197,0.151863,0.040622,0.518723,0.708192,0.678170,0.457256,0.113726,0.301961,0.380392
51,0.000000,0.682366,0.677647,0.669679,0.339883,0.736385,-0.584993,-0.448193,0.214826,-0.867740,2.377411,0.619092,0.736873,0.330394,1.895399,0.668051,0.597316,0.507621,0.729412,0.701961,0.607843
52,0.000000,0.406362,0.807384,0.932354,0.227768,-0.389473,-0.892431,0.724333,-0.443806,-0.527615,6.175252,0.267203,0.310449,0.506627,0.540560,0.873606,0.465123,0.452692,0.278431,0.474510,0.682353
53,0.000000,0.104407,0.842987,0.526652,-0.787097,-0.007159,-0.616788,0.462739,0.537665,-0.704833,5.635798,0.222551,0.611213,0.639260,1.856916,0.123967,0.910098,0.079656,0.035294,0.988235,0.215686
54,0.000000,0.793548,0.709928,0.042957,-0.572440,-0.136948,-0.808429,0.597437,0.237598,-0.765909,3.113116,0.544311,0.564591,0.453676,0.364593,0.830923,0.222732,0.503708,0.458824,0.262745,0.007843
55,0.000000,0.853307,0.189551,0.645631,0.053756,0.815634,-0.576065,-0.095526,0.791608,-0.603516,5.582529,0.823911,0.802810,0.656149,0.646564,0.140343,0.771817,0.386661,0.850981,0.215686,0.568628
56,0.000000,0.497077,0.275559,0.224729,0.367670,0.141192,-0.919176,0.812485,0.125004,-0.569423,5.334425,0.099645,0.794461,0.346996,1.182577,0.541253,0.403258,0.238162,0.376471,0.290196,0.129412
57,0.000000,0.917323,0.572761,0.743428,0.524979,0.547547,-0.651605,-0.219255,0.813143,-0.539190,4.727653,0.694378,0.271590,0.465087,1.769176,0.985516,0.800308,0.007873,1.000000,0.627451,0.317647
58,0.000000,0.115316,0.122424,0.486061,0.768149,-0.140681,-0.624625,-0.506683,-0.597568,-0.621438,2.643747,0.376182,0.175887,0.526618,0.360141,0.616694,0.149948,0.746128,0.031373,0.007843,0.239216
59,0.000000,0.337674,0.543707,0.055992,-0.198870,-0.737254,-0.645684,0.343183,-0.320058,-0.883056,2.213265,0.990852,0.380350,0.438721,1.398588,0.076571,0.423780,0.705277,0.239216,0.407843,0.058824
60,0.000000,0.382917,0.278692,0.179547,-0.476103,-0.046786,-0.878144,-0.598119,0.434184,-0.673601,0.214985,0.504381,0.175847,0.246450,1.291087,0.275412,0.756488,0.264318,0.211765,0.250980,0.082353
61,0.000000,0.963434,0.616506,0.641088,-0.048020,-0.775848,-0.629090,0.709853,0.164002,-0.684991,3.254102,0.443289,0.006631,0.150037,0.976624,0.588978,0.157032,0.170838,0.717647,0.227451,0.254902
62,0.000000,0.689547,0.078052,0.387720,0.211541,-0.689221,-0.692982,-0.224514,0.051984,-0.973083,3.799598,0.959946,0.891758,0.995857,0.128074,0.195884,0.829718,0.196549,0.525490,0.047059,0.301961
63,0.000000,0.740456,0.293087,0.268801,-0.518885,0.663969,-0.538428,0.663424,0.547744,-0.509749,2.930839,0.117634,0.809402,0.426978,1.759889,0.120518,0.367910,0.396813,0.333333,0.243137,0.211765
64,0.000000,0.781004,0.006402,0.351115,0.266510,0.134991,-0.954332,-0.140406,-0.153929,-0.978055,6.037967,0.544008,0.894059,0.851181,0.662955,0.724322,0.119919,0.625564,0.686275,0.007843,0.392157
65,0.000000,0.844402,0.274959,0.706006,-0.278331,0.758171,-0.589668,0.527794,0.585671,-0.615161,5.614437,0.447402,0.357155,0.394476,0.369940,0.045119,0.286040,0.345898,0.384314,0.109804,0.356863
66,0.000000,0.874932,0.770897,0.839550,0.567205,0.588724,-0.575919,0.385884,-0.421734,-0.820508,0.233997,0.861615,0.043825,0.901889,0.090551,0.523482,0.835748,0.042334,0.231373,0.207843,0.137255
67,0.000000,0.920219,0.533310,0.433893,0.143945,-0.037185,-0.988887,0.013016,0.224990,-0.974274,3.586125,0.967401,0.815417,0.580601,1.512670,0.201911,0.657360,0.757174,0.956863,0.619608,0.474510
68,0.000000,0.051606,0.429127,0.580463,-0.358237,0.429183,-0.829137,-0.686061,0.278767,-0.672019,4.361574,0.254015,0.969111,0.252495,1.329823,0.378900,0.183467,0.260743,0.023529,0.466667,0.349020
69,0.000000,0.854788,0.203576,0.161254,-0.291608,0.126594,-0.948124,0.411040,-0.599373,-0.686876,0.149715,0.179176,0.203222,0.291034,0.242192,0.775606,0.499990,0.816065,0.364706,0.043137,0.047059
70,0.000000,0.019286,0.905238,0.116324,-0.236519,0.396804,-0.886908,0.582277,-0.571742,-0.577983,1.273069,0.255490,0.964350,0.068166,0.199138,0.726492,0.885302,0.326157,0.000000,0.423529,0.007843
71,0.000000,0.628529,0.430054,0.897555,-0.019090,0.100454,-0.994759,-0.715045,-0.476581,-0.511451,3.529433,0.380715,0.418739,0.524296,1.947109,0.216761,0.697074,0.620403,0.407843,0.458824,0.933333
72,0.000000,0.581145,0.594525,0.014517,-0.159336,0.758348,-0.632076,0.163801,0.685192,-0.709705,4.645623,0.618337,0.661472,0.832974,1.313272,0.860796,0.876763,0.070536,0.662745,0.694118,0.023529
73,0.000000,0.075750,0.399532,0.720610,0.796486,0.315790,-0.515643,-0.626249,0.440550,-0.643217,0.453640,0.866490,0.461473,0.755156,1.795881,0.767186,0.611048,0.308189,0.105882,0.380392,0.498039
74,0.000000,0.759390,0.489888,0.030654,0.194168,0.088099,-0.977004,-0.283868,0.453271,-0.844964,2.756446,0.987162,0.616583,0.276487,0.098328,0.914212,0.676866,0.194150,0.623529,0.254902,0.003922
75,0.000000,0.269448,0.271296,0.918871,0.001965,-0.561187,-0.827687,0.365642,-0.605398,-0.706965,3.584039,0.167545,0.413797,0.195857,1.073435,0.660751,0.770809,0.120822,0.207843,0.243137,0.364706
76,0.000000,0.459309,0.467417,0.523597,0.168145,0.706897,-0.687040,0.790339,-0.272773,-0.548598,5.060021,0.651945,0.618402,0.182852,1.635156,0.690790,0.690161,0.752147,0.482353,0.486275,0.529412
77,0.000000,0.342963,0.095245,0.119386,0.127895,-0.834461,-0.536020,-0.384571,0.533097,-0.753600,2.708287,0.450675,0.834591,0.073249,0.963891,0.217223,0.184116,0.251081,0.137255,0.023529,0.039216
78,0.000000,0.455445,0.798010,0.808903,-0.115688,0.502616,-0.856734,0.394883,-0.637254,-0.661796,0.666447,0.416395,0.047156,0.232679,1.611323,0.847555,0.938306,0.490611,0.482353,0.878431,0.662745
79,0.000000,0.553810,0.768056,0.640119,-0.047474,-0.345310,-0.937287,0.225857,-0.059777,-0.972325,1.194304,0.526434,0.217816,0.979988,1.455092,0.112488,0.743762,0.216133,0.262745,0.733333,0.478431
80,0.000000,0.515742,0.211293,0.017614,-0.292481,0.443001,-0.847470,-0.811937,-0.283893,-0.510062,4.317880,0.835323,0.044258,0.842189,1.668979,0.441235,0.090621,0.260055,0.517647,0.058824,0.015686
81,0.000000,0.728400,0.338037,0.114298,0.114703,0.373782,-0.920397,-0.136603,-0.573435,-0.807782,5.588441,0.055182,0.908667,0.251373,1.379104,0.480393,0.850003,0.892146,0.552941,0.419608,0.117647
82,0.000000,0.379279,0.992837,0.998055,-0.699658,0.098564,-0.707647,-0.349078,0.337823,-0.874083,3.750329,0.923087,0.653059,0.142914,0.705280,0.799238,0.618466,0.979770,0.419608,0.850981,0.788235
83,0.000000,0.802321,0.278054,0.651590,0.195282,0.118161,-0.973603,-0.731467,-0.081945,-0.676936,0.149695,0.491560,0.942303,0.734641,1.345009,0.312600,0.856589,0.316972,0.498039,0.274510,0.407843
84,0.000000,0.085135,0.268693,0.680516,0.772736,-0.298854,-0.559970,-0.392438,-0.616086,-0.682958,4.174223,0.070526,0.501145,0.023787,0.743350,0.068755,0.224529,0.297867,0.007843,0.109804,0.305882
85,0.000000,0.279156,0.677823,0.872877,-0.638552,0.022015,-0.769264,0.002444,0.426218,-0.904617,0.282374,0.978122,0.338526,0.971981,1.835155,0.362101,0.159386,0.717229,0.219608,0.356863,0.913726
86,0.000000,0.203710,0.504966,0.737608,-0.245841,0.028880,-0.968880,-0.572369,0.472988,-0.669833,1.475297,0.613240,0.340425,0.025470,0.046207,0.769064,0.640648,0.353151,0.050980,0.105882,0.074510
87,0.000000,0.072079,0.240822,0.293689,-0.211127,-0.663712,-0.717574,-0.331985,0.585088,-0.739904,5.895219,0.484481,0.545965,0.062473,0.011132,0.802803,0.349519,0.577425,0.003922,0.050980,0.003922
88,0.000000,0.363963,0.469553,0.530072,0.829965,-0.167381,-0.532111,0.337653,-0.040047,-0.940418,3.218107,0.110551,0.357427,0.301360,0.981986,0.749546,0.326662,0.201582,0.294118,0.278431,0.254902
89,0.000000,0.571452,0.835131,0.136916,0.773466,-0.258833,-0.578581,-0.270982,0.271672,-0.923452,0.188519,0.156022,0.172186,0.513553,1.087437,0.432577,0.437870,0.159737,0.368628,0.549020,0.035294
90,0.000000,0.607176,0.389229,0.104528,-0.811996,0.144957,-0.565376,0.173790,-0.347286,-0.921515,6.210428,0.907902,0.341314,0.509985,0.502759,0.261388,0.897260,0.409767,0.454902,0.258824,0.039216
91,0.000000,0.946888,0.380110,0.465086,0.659737,0.029334,-0.750924,0.843597,0.083953,-0.530374,4.790336,0.547304,0.440996,0.675563,1.036712,0.132900,0.809791,0.956157,0.650980,0.360784,0.529412
92,0.000000,0.838087,0.311691,0.321883,-0.691929,-0.057179,-0.719698,-0.010690,-0.598205,-0.801272,2.798670,0.721717,0.662465,0.790167,1.187078,0.974716,0.873944,0.685881,0.901961,0.317647,0.313726
93,0.000000,0.169097,0.990278,0.783607,-0.225277,-0.830727,-0.509060,-0.825106,-0.132073,-0.549324,5.754461,0.358474,0.866666,0.799465,0.168590,0.394088,0.832266,0.853301,0.050980,0.874510,0.647059
94,0.000000,0.538168,0.627295,0.187636,0.475902,0.708982,-0.520444,0.840283,-0.116330,-0.529521,2.331102,0.625818,0.774335,0.632469,0.589214,0.775489,0.231929,0.804693,0.388235,0.368628,0.133333
95,0.000000,0.580273,0.799763,0.151677,0.279737,0.234546,-0.930986,-0.617977,0.016095,-0.786031,4.785223,0.612091,0.704549,0.582697,0.622672,0.847678,0.637237,0.828259,0.482353,0.658824,0.117647
96,0.000000,0.869918,0.258850,0.584743,0.479731,-0.607096,-0.633476,0.664558,0.529572,-0.527178,3.050571,0.154287,0.907580,0.960717,1.064299,0.222837,0.034557,0.452013,0.419608,0.117647,0.474510
97,0.000000,0.068859,0.476715,0.861980,0.014770,0.223402,-0.974615,0.366632,0.153912,-0.917547,4.386125,0.888192,0.046813,0.615574,0.427948,0.029085,0.699202,0.634583,0.058824,0.243137,0.682353
98,0.000000,0.336551,0.474355,0.278964,-0.405599,0.486939,-0.773550,0.022108,0.545116,-0.838069,2.925348,0.117313,0.737986,0.968055,1.539815,0.106386,0.754029,0.961473,0.121569,0.537255,0.380392
99,0.000000,0.383410,0.820681,0.898524,0.729358,-0.030473,-0.683453,-0.361103,0.744975,-0.560907,4.778963,0.409584,0.101762,0.891881,1.073628,0.704285,0.457762,0.729533,0.313726,0.545098,0.784314
100,0.000000,0.627346,0.827906,0.629769,-0.495852,-0.185557,-0.848351,0.248357,0.044715,-0.967636,3.207566,0.980844,0.886408,0.101163,0.386819,0.210269,0.509883,0.585264,0.505882,0.658824,0.290196
101,0.000000,0.570996,0.246837,0.712441,-0.327210,-0.509253,-0.795987,0.123234,0.811150,-0.571707,4.046884,0.158192,0.689728,0.220006,0.471456,0.156965,0.939550,0.651145,0.141177,0.145098,0.376471
102,0.000000,0.561988,0.839338,0.568829,-0.644833,-0.565334,-0.514381,-0.375026,-0.515140,-0.770705,4.110743,0.487740,0.445806,0.539429,0.136039,0.315213,0.455539,0.940055,0.282353,0.419608,0.349020
103,0.000000,0.696128,0.745526,0.586654,-0.836923,0.125649,-0.532703,-0.809574,-0.003457,-0.587008,0.897977,0.662154,0.296289,0.567459,0.735948,0.659725,0.975843,0.516935,0.501961,0.596079,0.368628
104,0.000000,0.501079,0.495224,0.840092,0.255472,0.811318,-0.525829,-0.234059,-0.071212,-0.969611,3.712074,0.880830,0.566098,0.089547,0.530551,0.969007,0.655573,0.811937,0.431373,0.321569,0.533333
105,0.000000,0.004091,0.554739,0.605359,0.644146,-0.328840,-0.690609,0.358993,0.207328,-0.910022,1.365874,0.972372,0.506899,0.631109,1.571034,0.793114,0.275368,0.500872,0.023529,0.368628,0.529412
106,0.000000,0.776056,0.403035,0.140912,-0.163819,-0.136652,-0.976980,0.598403,0.445142,-0.666155,0.878305,0.937304,0.923416,0.331317,0.000947,0.041216,0.778134,0.798802,0.262745,0.117647,0.003922
107,0.000000,0.391436,0.329624,0.397070,-0.428567,-0.305578,-0.850266,-0.013751,0.804697,-0.593527,0.171291,0.613282,0.546331,0.336804,1.867886,0.258970,0.404536,0.634383,0.250980,0.262745,0.388235
108,0.000000,0.603853,0.355181,0.397812,-0.703855,0.406680,-0.582409,-0.048739,-0.847397,-0.528719,3.323639,0.145373,0.128369,0.538291,1.598392,0.117245,0.403982,0.198483,0.247059,0.262745,0.203922
109,0.000000,0.911456,0.738260,0.758773,-0.751787,0.159991,-0.639703,0.030658,-0.292991,-0.955624,0.890686,0.789166,0.615759,0.235188,1.650157,0.413039,0.446920,0.527808,0.745098,0.607843,0.658824
110,0.000000,0.753765,0.992286,0.670332,-0.379515,0.526324,-0.760889,0.619252,-0.295031,-0.727656,0.200197,0.366548,0.280232,0.675546,1.812281,0.098036,0.274889,0.603801,0.309804,0.666667,0.639216
111,0.000000,0.893943,0.577198,0.666669,-0.021895,-0.078357,-0.996685,0.707808,-0.256203,-0.658307,2.965559,0.823395,0.809168,0.476536,0.779986,0.622025,0.364413,0.457845,0.780392,0.439216,0.431373
112,0.000000,0.347199,0.904978,0.248062,-0.407443,0.347222,-0.844646,-0.643169,-0.105940,-0.758361,0.447861,0.198103,0.041314,0.946898,1.406250,0.331295,0.536879,0.880634,0.219608,0.733333,0.262745
113,0.000000,0.795006,0.302583,0.594824,-0.605142,0.304185,-0.735714,-0.113714,0.152248,-0.981779,1.386104,0.681845,0.266301,0.329818,1.108373,0.679013,0.864072,0.698795,0.694118,0.274510,0.490196
114,0.000000,0.617091,0.056439,0.554741,-0.399845,-0.507007,-0.763589,-0.100600,-0.806947,-0.581993,2.127807,0.943734,0.015682,0.601276,0.100792,0.366673,0.743170,0.563406,0.435294,0.007843,0.262745
115,0.000000,0.294246,0.555006,0.831480,-0.208411,0.836498,-0.506791,-0.272079,0.756456,-0.594767,4.187806,0.072851,0.544938,0.543340,0.167330,0.714621,0.868260,0.022490,0.086275,0.364706,0.470588
116,0.000000,0.119734,0.192726,0.447030,-0.415391,-0.628468,-0.657631,0.153578,-0.531423,-0.833069,0.059906,0.373482,0.185320,0.896837,0.431024,0.837456,0.231694,0.322767,0.050980,0.031373,0.152941
117,0.000000,0.683472,0.518345,0.236441,0.086773,0.807372,-0.583628,-0.239870,0.693067,-0.679795,0.681151,0.423383,0.232615,0.113689,0.501184,0.527512,0.028305,0.936101,0.356863,0.058824,0.145098
118,0.000000,0.485016,0.027480,0.830740,0.200957,0.705079,-0.680059,-0.326979,-0.718536,-0.613833,3.870189,0.211039,0.234763,0.391211,0.204446,0.562008,0.714109,0.984515,0.145098,0.003922,0.356863
119,0.000000,0.510145,0.098310,0.762685,-0.514444,0.182685,-0.837839,-0.696444,0.234123,-0.678345,0.080271,0.541716,0.804808,0.492582,1.784144,0.247584,0.375205,0.725429,0.313726,0.062745,0.780392
120,0.000000,0.186929,0.843531,0.643229,0.805114,0.026785,-0.592515,0.296924,0.198075,-0.934132,2.925795,0.551594,0.727559,0.198886,0.615639,0.988912,0.910097,0.604015,0.156863,0.749020,0.384314
121,0.000000,0.065902,0.930607,0.229584,-0.274578,0.509973,-0.815190,-0.029925,0.753779,-0.656446,2.866073,0.158384,0.958446,0.718435,0.778238,0.124262,0.673233,0.736340,0.007843,0.956863,0.200000
122,0.000000,0.743519,0.544230,0.336666,-0.654986,-0.134861,-0.743509,0.050384,0.856170,-0.514232,2.994231,0.707649,0.773878,0.503093,1.485083,0.162080,0.765802,0.329442,0.419608,0.552941,0.223529
123,0.000000,0.414935,0.221891,0.059072,-0.463490,-0.213745,-0.859936,-0.501309,-0.291449,-0.814706,3.460138,0.276934,0.886197,0.596579,0.129656,0.525561,0.935773,0.444594,0.133333,0.192157,0.019608
124,0.000000,0.721946,0.127441,0.669812,0.452340,0.153863,-0.878473,-0.303554,-0.800786,-0.516331,1.133199,0.300190,0.006721,0.693862,0.441275,0.738813,0.380103,0.638696,0.396079,0.023529,0.352941
