sampleNumber,e,m_r,m_g,m_b,n_x,n_y,n_z,l_x,l_y,l_z,i_d,d_r,d_g,d_b,i_a,a_r,a_g,a_b,v_r,v_g,v_b
38,0.000000,0.352981,0.391890,0.188186,-0.485529,0.408573,-0.772871,-0.480216,-0.542193,-0.689507,2.832486,0.987461,0.044189,0.163170,0.407263,0.399309,0.276647,0.536426,0.513726,0.360784,0.298039
39,0.000000,0.167899,0.356413,0.015856,0.839294,-0.154208,-0.521350,0.283478,0.027037,-0.958598,1.109377,0.325274,0.837060,0.212369,0.423161,0.202140,0.541315,0.965652,0.231373,0.462745,0.176471
40,0.000000,0.356614,0.117015,0.209141,0.070331,-0.479839,-0.874533,0.708035,-0.469383,-0.527604,1.583488,0.365622,0.264578,0.527581,1.436251,0.422245,0.846126,0.931979,0.525490,0.372549,0.490196
41,0.000000,0.010318,0.676854,0.998846,0.550110,0.574252,-0.606312,-0.295543,-0.720471,-0.627356,0.700259,0.075576,0.673246,0.731414,0.334345,0.113759,0.983415,0.960911,0.043137,0.611765,0.733333
42,0.000000,0.548207,0.049479,0.927900,0.123150,0.793250,-0.596313,0.188069,0.249201,-0.950015,5.584331,0.836236,0.902515,0.598617,0.508105,0.823155,0.696486,0.785158,0.760784,0.294118,0.878431
43,0.000000,0.245879,0.624465,0.983967,0.249281,-0.086213,-0.964586,0.486894,-0.430823,-0.759820,5.274064,0.355963,0.160767,0.278257,0.103519,0.621779,0.434173,0.584202,0.337255,0.419608,0.619608
44,0.000000,0.530879,0.519378,0.250088,-0.182183,-0.577986,-0.795450,0.066896,-0.561517,-0.824757,3.083040,0.874034,0.041206,0.094365,1.221751,0.400927,0.154123,0.849683,0.725490,0.474510,0.490196
45,0.000000,0.579422,0.540270,0.927137,0.705161,0.036227,-0.708121,0.196586,0.535058,-0.821625,1.155566,0.862415,0.515764,0.334535,1.726398,0.674571,0.030124,0.541617,0.780392,0.427451,0.905882
46,0.000000,0.211770,0.203728,0.485508,0.808655,-0.301895,-0.504912,0.253287,-0.580903,-0.773561,4.510712,0.848068,0.357939,0.382330,1.476717,0.246760,0.833419,0.676223,0.466667,0.482353,0.686275
47,0.000000,0.050361,0.604948,0.451259,0.091678,-0.848295,-0.521528,0.511498,-0.351101,-0.784282,5.594311,0.950240,0.532836,0.886661,1.865085,0.284528,0.217516,0.309821,0.317647,0.698039,0.721569
48,0.000000,0.833149,0.851199,0.744239,0.584215,-0.508634,-0.632443,0.700910,0.202055,-0.684032,3.122054,0.255112,0.375604,0.149225,1.680423,0.778315,0.326451,0.457967,0.929412,0.800000,0.776471
49,0.000000,0.055909,0.916670,0.507689,0.736933,-0.303175,-0.604165,-0.167253,0.140214,-0.975893,1.764342,0.619735,0.650048,0.438208,0.055460,0.878517,0.719123,0.021361,0.113726,0.576471,0.321569
50,0.000000,0.445663,0.394137,0.489957,-0.730379,0.346111,-0.588858,0.416606,-0.286205,-0.862859,4.978534,0.900747,0.063970,0.006615,0.797782,0.979244,0.917909,0.342081,0.631373,0.568628,0.498039
51,0.000000,0.345399,0.827342,0.397066,-0.183396,0.167238,-0.968709,0.543280,0.459577,-0.702592,2.188013,0.981072,0.509640,0.380405,1.056797,0.004517,0.303837,0.121114,0.474510,0.717647,0.407843
52,0.000000,0.303354,0.622538,0.934911,0.409680,0.709126,-0.573849,-0.129340,0.189803,-0.973266,3.839303,0.101038,0.416918,0.089171,1.461225,0.665695,0.746123,0.876659,0.533333,0.788235,0.972549
53,0.000000,0.904795,0.546820,0.517318,-0.647376,0.327072,-0.688425,-0.151880,0.494439,-0.855840,4.411686,0.423653,0.504579,0.178057,0.009475,0.070011,0.042786,0.221966,0.623529,0.525490,0.309804
54,0.000000,0.176126,0.808904,0.182419,-0.688475,0.464114,-0.557315,-0.001671,-0.457816,-0.889045,5.461352,0.810557,0.609183,0.017605,1.280664,0.203270,0.608252,0.943345,0.364706,0.843137,0.447059
55,0.000000,0.342251,0.812227,0.559256,0.418557,0.545511,-0.726105,0.138613,-0.129777,-0.981807,4.455369,0.444624,0.379113,0.068492,0.965664,0.285436,0.173665,0.384354,0.462745,0.647059,0.568628
56,0.000000,0.946520,0.865866,0.870496,-0.628427,-0.444481,-0.638370,-0.258750,-0.773428,-0.578669,5.175180,0.566587,0.637196,0.389715,1.667296,0.623285,0.214505,0.459614,1.000000,0.866667,0.882353
57,0.000000,0.916660,0.734478,0.314219,0.766515,-0.211489,-0.606405,0.369093,0.485710,-0.792374,1.441118,0.108988,0.062819,0.436369,1.861782,0.238063,0.166085,0.070014,0.764706,0.627451,0.364706
58,0.000000,0.881126,0.401777,0.470812,-0.056825,-0.850543,-0.522827,-0.786274,-0.209793,-0.581171,6.131588,0.663782,0.410672,0.402330,1.022535,0.683639,0.636548,0.739404,0.917647,0.580392,0.643137
59,0.000000,0.721440,0.885943,0.079102,0.537863,0.101002,-0.836960,0.191331,0.561662,-0.804940,1.700399,0.804955,0.876124,0.252533,1.905172,0.582679,0.500180,0.303368,0.870588,0.949020,0.266667
60,0.000000,0.556402,0.273033,0.182585,0.574131,-0.303372,-0.760486,-0.422932,-0.596701,-0.681965,3.106936,0.097495,0.619248,0.471454,1.833860,0.775901,0.258249,0.805368,0.772549,0.458824,0.474510
61,0.000000,0.268479,0.663921,0.100244,-0.313979,-0.728578,-0.608763,0.307973,0.013186,-0.951304,3.427240,0.011868,0.469676,0.577078,0.599568,0.152616,0.542860,0.831834,0.290196,0.643137,0.305882
62,0.000000,0.895080,0.065562,0.939588,-0.292610,0.133411,-0.946880,0.317663,-0.450651,-0.834269,3.590248,0.840203,0.545696,0.281868,1.933773,0.638799,0.376845,0.769009,1.000000,0.274510,1.000000
63,0.000000,0.012232,0.003286,0.895194,0.503935,-0.605049,-0.616413,0.431741,0.340363,-0.835316,2.654260,0.371739,0.644410,0.296584,1.929209,0.908455,0.045996,0.480896,0.274510,0.058824,0.890196
64,0.000000,0.929098,0.115300,0.448049,0.817622,0.046111,-0.573906,-0.538696,-0.546628,-0.641096,4.849597,0.799584,0.318310,0.970726,0.814622,0.812494,0.282252,0.938454,0.839216,0.243137,0.607843
65,0.000000,0.980914,0.571793,0.740506,-0.467405,0.572945,-0.673251,-0.278638,-0.015117,-0.960277,3.901669,0.959599,0.138610,0.027949,0.258127,0.606842,0.519085,0.872766,0.952941,0.470588,0.588235
66,0.000000,0.501340,0.680940,0.994329,0.573234,-0.372689,-0.729731,0.259734,-0.170972,-0.950425,1.747416,0.019488,0.872713,0.737163,1.949814,0.064712,0.072433,0.691152,0.427451,0.682353,1.000000
67,0.000000,0.557362,0.068345,0.796938,-0.815263,0.004005,-0.579077,0.381508,-0.049381,-0.923046,2.799198,0.786294,0.201948,0.458321,0.854386,0.010641,0.241758,0.096773,0.447059,0.180392,0.529412
68,0.000000,0.543064,0.606119,0.608217,0.309142,0.488910,-0.815719,-0.490760,0.533631,-0.688762,2.827445,0.896102,0.719218,0.436480,0.065738,0.298801,0.126728,0.976333,0.600000,0.564706,0.490196
69,0.000000,0.927504,0.782800,0.922605,-0.607956,0.477052,-0.634674,0.188013,-0.048429,-0.980972,5.006210,0.599252,0.133680,0.856732,0.581900,0.248154,0.831414,0.843022,0.749020,0.725490,0.921569
70,0.000000,0.350947,0.293186,0.030221,-0.391315,0.580240,-0.714279,0.139297,-0.066509,-0.988015,1.061410,0.333939,0.436236,0.747451,0.285788,0.347061,0.076703,0.021848,0.341177,0.254902,0.062745
71,0.000000,0.844912,0.116462,0.954310,-0.368022,-0.720418,-0.587841,0.389696,-0.590405,-0.706795,0.144603,0.851354,0.677222,0.995983,1.779389,0.544647,0.622397,0.810308,0.878431,0.372549,0.996079
72,0.000000,0.355412,0.704808,0.810886,-0.482491,0.630298,-0.608216,-0.776596,-0.344107,-0.527720,2.488065,0.946644,0.945437,0.891140,0.379509,0.091300,0.634145,0.222685,0.462745,0.713726,0.694118
73,0.000000,0.393133,0.240521,0.964842,0.659294,0.538168,-0.525077,0.184555,0.557895,-0.809131,1.759491,0.317322,0.374869,0.301366,0.748395,0.162459,0.255222,0.505292,0.392157,0.349020,0.764706
74,0.000000,0.482391,0.840475,0.712798,-0.326422,0.744698,-0.582129,0.436378,0.412075,-0.799856,2.306699,0.756029,0.616796,0.595182,1.841071,0.936072,0.376706,0.826281,0.780392,0.843137,0.901961
75,0.000000,0.226036,0.525843,0.012226,-0.188604,0.315426,-0.930019,0.806371,0.261003,-0.530700,0.206623,0.272936,0.415426,0.961523,1.223175,0.286908,0.095729,0.135839,0.360784,0.423529,0.050980
76,0.000000,0.845641,0.457408,0.336919,0.214458,-0.422089,-0.880823,0.439051,-0.582331,-0.684197,3.660700,0.699193,0.689693,0.731667,0.886364,0.074356,0.123231,0.906170,0.772549,0.576471,0.600000
77,0.000000,0.090587,0.304678,0.260597,-0.237064,-0.317423,-0.918174,-0.668778,-0.252531,-0.699259,3.444458,0.240807,0.738768,0.557092,0.189923,0.683034,0.355077,0.928037,0.168628,0.466667,0.411765
78,0.000000,0.654705,0.183283,0.764499,0.135070,0.847669,-0.513044,0.217214,-0.504476,-0.835656,5.149175,0.545817,0.296118,0.964117,1.132581,0.030418,0.046314,0.356511,0.380392,0.180392,0.698039
79,0.000000,0.336767,0.720193,0.049764,-0.519803,0.488235,-0.701022,0.231563,0.247337,-0.940852,5.773039,0.173666,0.683183,0.808125,0.265292,0.318861,0.419509,0.605286,0.337255,0.733333,0.258824
80,0.000000,0.857603,0.689298,0.097490,-0.262531,-0.568179,-0.779904,-0.690689,0.197720,-0.695597,0.786667,0.232961,0.433655,0.272509,1.345612,0.355031,0.694307,0.144832,0.756863,0.788235,0.192157
81,0.000000,0.797012,0.061974,0.369028,-0.304428,-0.693093,-0.653412,-0.489699,-0.485068,-0.724503,3.764639,0.634716,0.364844,0.698307,0.042935,0.164183,0.329963,0.015572,0.705882,0.125490,0.505882
82,0.000000,0.030732,0.452521,0.753786,-0.397743,0.305754,-0.865052,-0.627436,0.093474,-0.773037,3.737470,0.063347,0.327551,0.436741,0.632235,0.033904,0.201180,0.973913,0.047059,0.462745,0.788235
83,0.000000,0.208982,0.136624,0.253898,-0.333881,0.728493,-0.598181,-0.283353,-0.445537,-0.849239,4.936655,0.714020,0.287002,0.925863,0.080437,0.400128,0.754398,0.168676,0.321569,0.176471,0.388235
84,0.000000,0.258169,0.861786,0.965507,-0.635121,-0.283750,-0.718406,0.072263,-0.762459,-0.642989,1.240591,0.411384,0.657672,0.641939,0.128457,0.049513,0.927178,0.708103,0.203922,0.631373,0.639216
85,0.000000,0.572009,0.196763,0.145492,-0.664275,-0.539697,-0.517171,-0.668339,0.341218,-0.660979,5.803806,0.624474,0.184946,0.382301,0.413593,0.082176,0.066173,0.943816,0.600000,0.196078,0.341177
86,0.000000,0.618242,0.107695,0.174587,-0.061029,-0.485884,-0.871890,0.010613,0.711693,-0.702411,4.470727,0.175413,0.667952,0.895382,0.263813,0.394352,0.321380,0.831763,0.454902,0.219608,0.352941
87,0.000000,0.829164,0.333074,0.996624,0.152636,0.371169,-0.915934,-0.654224,0.275462,-0.704352,3.701541,0.615785,0.759910,0.128005,0.594674,0.093300,0.052691,0.175612,0.670588,0.458824,0.584314
88,0.000000,0.720999,0.482826,0.138677,0.134837,-0.148574,-0.979666,0.396126,-0.134518,-0.908289,0.020159,0.017992,0.061264,0.385764,0.827138,0.148094,0.820134,0.649699,0.505882,0.615686,0.325490
89,0.000000,0.125526,0.354710,0.596111,0.463854,0.230798,-0.855319,-0.665258,0.101384,-0.739698,2.227603,0.589445,0.428409,0.971502,0.831268,0.629450,0.503125,0.419567,0.317647,0.478431,0.650980
90,0.000000,0.453473,0.856537,0.114238,0.013719,-0.681511,-0.731680,0.045745,0.448873,-0.892424,4.052865,0.070211,0.195131,0.848028,1.562297,0.726340,0.364277,0.046380,0.666667,0.784314,0.274510
91,0.000000,0.108632,0.358247,0.001758,-0.053201,-0.162694,-0.985241,0.554863,0.407896,-0.725085,4.050195,0.546981,0.326016,0.494704,1.116276,0.883356,0.141706,0.081913,0.356863,0.407843,0.023529
92,0.000000,0.895374,0.469354,0.003549,0.613850,-0.563636,-0.552724,-0.019577,0.748684,-0.662638,2.612041,0.358632,0.840349,0.432181,1.424182,0.068498,0.462140,0.112693,0.537255,0.600000,0.086275
93,0.000000,0.123817,0.602765,0.487123,0.684200,0.525648,-0.505534,-0.257522,0.102877,-0.960780,1.138322,0.026628,0.071579,0.980174,1.193297,0.089950,0.245619,0.586648,0.192157,0.564706,0.639216
94,0.000000,0.805369,0.764981,0.752620,-0.250895,-0.751188,-0.610547,0.165848,-0.332058,-0.928564,5.101684,0.959622,0.036423,0.639682,1.078579,0.496443,0.641005,0.911826,0.964706,0.768628,0.894118
95,0.000000,0.832407,0.393273,0.830108,0.733756,0.454881,-0.504664,-0.522682,0.048549,-0.851144,2.795273,0.693574,0.196706,0.690059,0.873377,0.070489,0.287493,0.615505,0.501961,0.443137,0.756863
96,0.000000,0.710781,0.225004,0.747009,0.102614,-0.259223,-0.960351,0.261742,0.313729,-0.912724,6.000068,0.874759,0.367409,0.382461,1.757385,0.726000,0.959761,0.761192,0.980392,0.537255,0.905882
97,0.000000,0.992980,0.344628,0.253221,-0.112530,-0.813014,-0.571267,-0.349142,0.506537,-0.788365,2.394583,0.939607,0.040086,0.901629,1.492071,0.120112,0.036015,0.110923,0.690196,0.282353,0.341177
98,0.000000,0.547987,0.064494,0.491911,-0.586551,0.330926,-0.739220,-0.728456,0.014390,-0.684941,4.791721,0.907753,0.463402,0.999090,1.183416,0.522090,0.248401,0.552778,0.807843,0.243137,0.796079
99,0.000000,0.296761,0.351198,0.157504,-0.128890,0.567109,-0.813495,0.513480,0.458756,-0.725177,4.938275,0.779516,0.106056,0.797084,1.485323,0.005209,0.959522,0.999625,0.490196,0.623529,0.482353
100,0.000000,0.494104,0.484711,0.452805,0.151556,0.669494,-0.727193,0.556020,0.358460,-0.749899,2.630040,0.635521,0.414623,0.978169,0.327664,0.843263,0.203803,0.698346,0.588235,0.447059,0.631373
101,0.000000,0.655130,0.979048,0.964338,0.828999,-0.008159,-0.559191,0.649915,-0.300903,-0.697902,1.288196,0.194614,0.289402,0.907198,1.707453,0.075742,0.990876,0.087555,0.498039,1.000000,0.784314
102,0.000000,0.081207,0.753328,0.287797,0.167720,0.747843,-0.642340,0.478234,0.648832,-0.591870,6.210399,0.310324,0.575752,0.443876,1.988909,0.306782,0.796051,0.265733,0.286275,0.980392,0.498039
103,0.000000,0.677129,0.151737,0.469709,0.080604,-0.095914,-0.992121,-0.381703,0.528311,-0.758413,3.688141,0.999864,0.495423,0.734617,1.705794,0.776047,0.638836,0.246476,0.929412,0.407843,0.623529
104,0.000000,0.445619,0.092742,0.147941,-0.660179,0.160247,-0.733815,-0.123280,-0.458435,-0.880136,1.610695,0.887856,0.738266,0.520520,1.935218,0.237518,0.099339,0.151048,0.596079,0.250980,0.309804
105,0.000000,0.951527,0.785525,0.345867,-0.122973,-0.012039,-0.992337,-0.048566,-0.565440,-0.823358,2.300612,0.319301,0.357434,0.305661,1.834981,0.043781,0.265185,0.075345,0.588235,0.737255,0.380392
106,0.000000,0.103285,0.593142,0.113238,-0.409075,0.263327,-0.873680,-0.443304,-0.685657,-0.577370,1.690883,0.122651,0.559235,0.156916,1.069228,0.745282,0.089332,0.139991,0.317647,0.490196,0.188235
107,0.000000,0.832664,0.143892,0.703726,-0.262912,0.147506,-0.953478,0.223178,-0.372545,-0.900779,1.265436,0.559849,0.481140,0.496037,0.168642,0.203410,0.575052,0.978300,0.537255,0.227451,0.572549
108,0.000000,0.716009,0.361856,0.353521,0.740258,0.207559,-0.639482,0.183176,0.260479,-0.947944,4.715379,0.339800,0.854308,0.403276,0.612335,0.418488,0.563560,0.685867,0.647059,0.603922,0.505882
109,0.000000,0.683688,0.125881,0.680854,0.206406,-0.334957,-0.919348,0.696223,-0.175190,-0.696119,4.665779,0.349664,0.806612,0.707016,0.986895,0.421486,0.619924,0.251376,0.690196,0.392157,0.756863
110,0.000000,0.996151,0.568574,0.220432,-0.716327,-0.303504,-0.628301,0.165424,-0.801545,-0.574596,6.218894,0.098680,0.502196,0.390075,0.751379,0.162753,0.326301,0.226343,0.607843,0.603922,0.345098
111,0.000000,0.511588,0.384990,0.552489,-0.497003,-0.265551,-0.826118,-0.704154,0.020889,-0.709740,3.534682,0.915397,0.855343,0.608605,1.887037,0.047250,0.185236,0.491595,0.678431,0.611765,0.745098
112,0.000000,0.893190,0.854293,0.119636,-0.727570,0.367602,-0.579233,-0.514628,0.562660,-0.646972,1.772754,0.996833,0.824721,0.306486,1.432124,0.653163,0.095359,0.317390,0.984314,0.756863,0.309804
113,0.000000,0.705353,0.576140,0.102236,0.252282,-0.693321,-0.675026,-0.083072,0.119444,-0.989359,4.858985,0.758440,0.970077,0.044435,0.293757,0.057431,0.141734,0.247880,0.682353,0.701961,0.125490
114,0.000000,0.258503,0.358192,0.398593,0.259338,-0.678096,-0.687699,0.538615,0.644195,-0.543053,3.300883,0.422887,0.734955,0.506342,1.494947,0.666691,0.037046,0.950243,0.501961,0.337255,0.658824
115,0.000000,0.344658,0.557270,0.301359,-0.157806,-0.737849,-0.656260,-0.569729,0.571130,-0.590948,4.613884,0.498470,0.732055,0.740093,1.597960,0.969667,0.558467,0.599256,0.631373,0.705882,0.533333
116,0.000000,0.347916,0.300997,0.269231,-0.043386,0.327663,-0.943798,0.350010,-0.361846,-0.864037,6.264200,0.764867,0.119428,0.779475,0.402465,0.961949,0.917247,0.813636,0.588235,0.427451,0.517647
117,0.000000,0.091641,0.480176,0.324590,0.363900,0.653033,-0.664172,0.518117,0.141573,-0.843512,4.240571,0.049595,0.440426,0.417941,0.256386,0.092946,0.933122,0.191274,0.117647,0.549020,0.388235
118,0.000000,0.676757,0.597262,0.412736,0.685092,0.168035,-0.708811,-0.518057,-0.406946,-0.752338,1.681731,0.883664,0.989181,0.392749,1.356869,0.164511,0.324529,0.649193,0.580392,0.631373,0.596079
119,0.000000,0.973031,0.749037,0.365729,-0.680513,0.265553,-0.682923,-0.774173,0.224171,-0.591949,5.327539,0.663183,0.848489,0.721925,0.045352,0.170969,0.127403,0.957448,0.858824,0.850981,0.556863
120,0.000000,0.454926,0.797291,0.994998,0.315352,-0.561964,-0.764689,-0.750367,0.212101,-0.626070,2.868261,0.325805,0.685908,0.103137,0.134945,0.187444,0.929724,0.983700,0.294118,0.576471,0.611765
121,0.000000,0.661494,0.448820,0.526977,-0.191634,0.346684,-0.918198,-0.362380,0.020825,-0.931798,3.795070,0.494961,0.022049,0.481721,0.636399,0.580984,0.627541,0.250604,0.698039,0.521569,0.549020
122,0.000000,0.246430,0.418019,0.680455,0.290359,-0.470128,-0.833470,-0.102902,-0.321239,-0.941391,0.373244,0.626223,0.430660,0.361490,1.968724,0.510523,0.632058,0.075917,0.490196,0.654902,0.521569
123,0.000000,0.892576,0.152024,0.859111,0.591741,-0.614053,-0.522286,-0.522407,-0.517234,-0.677909,1.794980,0.022112,0.588659,0.674416,1.033352,0.448989,0.956468,0.997041,0.764706,0.407843,0.901961
124,0.000000,0.744006,0.051519,0.007448,-0.343324,-0.481692,-0.806289,0.453786,-0.230196,-0.860865,5.324473,0.036165,0.616302,0.980622,0.591844,0.218100,0.503940,0.194084,0.521569,0.223529,0.113726
