sampleNumber,e,m_r,m_g,m_b,n_x,n_y,n_z,l_x,l_y,l_z,i_d,d_r,d_g,d_b,i_a,a_r,a_g,a_b,v_r,v_g,v_b
25,0.000000,0.606775,0.039772,0.555567,-0.655947,0.197238,-0.728581,0.594770,0.047552,-0.802488,114.167300,0.834513,0.699350,0.311450,11.132650,0.141753,0.640212,0.666575,0.192157,0.007843,0.192157
26,0.000000,0.577720,0.322680,0.617885,-0.702862,0.453789,-0.547779,-0.268354,0.623759,-0.734106,98.478070,0.124507,0.994523,0.438192,108.758800,0.613895,0.085199,0.210655,0.560784,0.227451,0.392157
27,0.000000,0.142624,0.854114,0.211199,0.627194,-0.479309,-0.613914,0.188305,0.249996,-0.949760,130.598300,0.414580,0.221176,0.875008,51.039270,0.965765,0.518922,0.879120,0.125490,0.556863,0.196078
28,0.000000,0.013885,0.348248,0.523898,0.421762,-0.003660,-0.906699,-0.444360,0.704538,-0.553326,359.583300,0.884933,0.729277,0.618031,38.162010,0.224469,0.129765,0.670907,0.007843,0.196078,0.388235
29,0.000000,0.432118,0.982532,0.428106,0.059247,0.584092,-0.809522,-0.587513,0.450287,-0.672362,98.806400,0.997419,0.111570,0.092512,63.359090,0.111461,0.751353,0.462751,0.286275,0.823530,0.274510
30,0.000000,0.260847,0.959502,0.550382,0.612584,0.039571,-0.789414,0.176252,0.609370,-0.773048,58.369590,0.250646,0.510374,0.053060,98.894640,0.936743,0.614473,0.322742,0.298039,0.913726,0.376471
31,0.000000,0.099308,0.140412,0.840413,0.321180,0.370922,-0.871355,-0.614557,-0.589482,-0.524243,15.859890,0.686182,0.449207,0.576310,4.046334,0.240138,0.033335,0.540436,0.003922,0.000000,0.156863
32,0.000000,0.965920,0.240500,0.326250,-0.738215,-0.059102,-0.671972,0.459409,0.692106,-0.556716,151.889400,0.187249,0.374468,0.951063,104.047300,0.278975,0.131645,0.595036,0.643137,0.094118,0.301961
33,0.000000,0.644815,0.767200,0.332162,0.060569,-0.674386,-0.735890,-0.462682,0.440205,-0.769509,284.357100,0.368672,0.551004,0.501819,31.015420,0.579986,0.132449,0.462046,0.360784,0.305882,0.168628
34,0.000000,0.866226,0.502177,0.485488,-0.313476,0.382792,-0.869024,-0.583084,-0.318004,-0.747587,336.719200,0.939159,0.349853,0.947681,27.943690,0.981799,0.551244,0.562763,0.976471,0.294118,0.521569
35,0.000000,0.243644,0.522672,0.492592,-0.480126,0.611326,-0.629094,-0.154741,-0.748625,-0.644683,22.791580,0.044078,0.492400,0.578834,107.813400,0.608430,0.636454,0.986479,0.235294,0.513726,0.588235
36,0.000000,0.352259,0.116240,0.688715,0.621931,0.479830,-0.618842,0.362080,0.549390,-0.753040,346.586500,0.955383,0.846247,0.467540,93.313320,0.027756,0.707311,0.586843,0.411765,0.176471,0.705882
37,0.000000,0.851652,0.643233,0.096668,0.125786,0.808080,-0.575486,0.271709,0.765111,-0.583763,219.452300,0.973118,0.642647,0.093778,29.358620,0.910953,0.534309,0.404566,0.956863,0.501961,0.027451
38,0.000000,0.375803,0.006079,0.477602,-0.505005,-0.029415,-0.862615,-0.194848,-0.491555,-0.848769,316.996400,0.697545,0.093835,0.694222,40.116020,0.003779,0.610307,0.799163,0.274510,0.000000,0.470588
39,0.000000,0.100264,0.839616,0.425046,-0.137438,0.072569,-0.987848,0.478691,-0.136217,-0.867352,99.063240,0.664957,0.537184,0.428708,108.289800,0.035207,0.438497,0.368900,0.023529,0.741177,0.337255
40,0.000000,0.048500,0.258253,0.960498,-0.229483,0.189720,-0.954644,-0.075968,0.375858,-0.923558,6.005231,0.481488,0.641209,0.187529,54.457040,0.479736,0.046707,0.393823,0.015686,0.031373,0.549020
41,0.000000,0.416670,0.387829,0.388477,-0.184183,0.633441,-0.751551,0.635610,0.540111,-0.551616,229.000800,0.988965,0.106752,0.073994,4.535053,0.076266,0.952110,0.646909,0.341177,0.094118,0.070588
42,0.000000,0.887922,0.024560,0.593054,-0.656183,-0.327095,-0.680024,-0.339363,-0.243328,-0.908639,196.661800,0.983325,0.627522,0.882212,97.968660,0.717724,0.888298,0.291967,0.992157,0.050980,0.592157
43,0.000000,0.837276,0.029660,0.051578,-0.416817,0.655659,-0.629583,0.110863,-0.118851,-0.986704,216.303700,0.383558,0.286585,0.999982,13.177530,0.265358,0.424520,0.570517,0.294118,0.003922,0.031373
44,0.000000,0.981555,0.611934,0.348447,0.275933,-0.805259,-0.524804,-0.158649,-0.500665,-0.850979,219.702100,0.058827,0.490321,0.074614,50.957530,0.718525,0.548735,0.088347,0.737255,0.470588,0.078431
45,0.000000,0.864913,0.797950,0.829638,-0.043408,-0.056148,-0.997478,-0.317990,0.345650,-0.882841,165.807200,0.688780,0.869946,0.524643,99.993410,0.864831,0.984172,0.361818,0.996079,0.996079,0.690196
46,0.000000,0.026039,0.252119,0.332128,-0.559073,0.595134,-0.577280,-0.383898,0.222470,-0.896175,86.328910,0.194426,0.664517,0.206528,96.640520,0.071583,0.330092,0.458064,0.007843,0.196078,0.270588
47,0.000000,0.331311,0.392646,0.313462,-0.279898,-0.724253,-0.630171,-0.440235,0.038108,-0.897074,172.855300,0.997362,0.846420,0.166374,95.624450,0.020931,0.079127,0.719845,0.243137,0.270588,0.309804
48,0.000000,0.716201,0.145965,0.293064,-0.849340,-0.031592,-0.526900,-0.534025,0.224797,-0.815036,237.702500,0.734567,0.303973,0.315389,80.681070,0.468150,0.282423,0.392169,0.713726,0.086275,0.207843
49,0.000000,0.259878,0.823480,0.391865,-0.618104,0.262756,-0.740882,0.164126,0.848542,-0.503031,352.451400,0.903379,0.731443,0.037141,24.683600,0.842543,0.064915,0.180763,0.250980,0.552941,0.090196
50,0.000000,0.637333,0.506850,0.508596,-0.327513,-0.372391,-0.868366,-0.319596,-0.262500,-0.910468,304.622300,0.927078,0.507279,0.313352,52.914990,0.683861,0.533802,0.243781,0.796079,0.427451,0.278431
51,0.000000,0.690587,0.024804,0.813317,0.388336,-0.013205,-0.921423,-0.554224,-0.567444,-0.608969,3.284798,0.660656,0.771129,0.841606,99.171000,0.997899,0.572577,0.983650,0.796079,0.019608,0.925490
52,0.000000,0.191682,0.773605,0.417524,0.386695,-0.506641,-0.770573,0.138342,0.805407,-0.576351,56.970860,0.860689,0.141930,0.052789,12.861970,0.620857,0.523090,0.385115,0.050980,0.254902,0.101961
53,0.000000,0.170295,0.426185,0.470697,0.733139,-0.375577,-0.566965,0.313514,0.358056,-0.879491,296.183100,0.114661,0.352147,0.880609,59.101360,0.491486,0.916417,0.885123,0.109804,0.396079,0.533333
54,0.000000,0.708343,0.123344,0.264223,-0.308645,0.128889,-0.942404,-0.832055,-0.029465,-0.553910,14.356720,0.335035,0.906333,0.920541,85.573750,0.004436,0.966802,0.435178,0.054902,0.137255,0.192157
55,0.000000,0.027136,0.306651,0.462995,-0.234346,-0.115413,-0.965278,0.480993,-0.650043,-0.588294,196.062800,0.088805,0.280577,0.268095,12.841160,0.327471,0.886240,0.241204,0.003922,0.129412,0.117647
56,0.000000,0.905517,0.397917,0.898629,-0.120211,0.263584,-0.957117,-0.047445,-0.755442,-0.653495,119.854800,0.064296,0.868377,0.113593,71.489190,0.550095,0.311993,0.070139,0.690196,0.274510,0.262745
57,0.000000,0.618548,0.058701,0.387327,0.400539,-0.027472,-0.915868,-0.098887,0.531430,-0.841311,3.761062,0.197199,0.593215,0.914729,41.004540,0.050424,0.333906,0.491565,0.101961,0.011765,0.211765
58,0.000000,0.919663,0.753948,0.153889,-0.561347,-0.476310,-0.676770,-0.654450,0.019057,-0.755865,271.659300,0.399481,0.531295,0.380592,47.752350,0.206130,0.564504,0.408040,0.513726,0.611765,0.086275
59,0.000000,0.707092,0.889745,0.514919,0.798174,-0.250853,-0.547714,-0.693459,0.263449,-0.670604,122.940700,0.668922,0.293622,0.375833,85.572990,0.855043,0.369366,0.150650,0.717647,0.619608,0.223529
60,0.000000,0.962265,0.334266,0.550948,0.318824,-0.599534,-0.734105,0.740302,-0.262585,-0.618872,269.215900,0.284572,0.225456,0.828985,106.527400,0.824525,0.303912,0.336682,0.996079,0.235294,0.588235
61,0.000000,0.580632,0.797030,0.382192,0.029094,0.563505,-0.825600,-0.668050,0.094808,-0.738052,271.415600,0.355148,0.566932,0.028613,70.789540,0.730347,0.674135,0.788139,0.521569,0.752941,0.337255
62,0.000000,0.946415,0.482864,0.417894,-0.598095,-0.393128,-0.698379,0.841246,-0.159824,-0.516489,272.850200,0.686007,0.868451,0.271741,85.413740,0.639063,0.150949,0.922340,0.839216,0.211765,0.439216
63,0.000000,0.739621,0.045054,0.058001,0.302521,-0.401168,-0.864607,0.686488,-0.218615,-0.693500,98.714170,0.531777,0.011873,0.238876,103.250400,0.160785,0.292801,0.228660,0.443137,0.019608,0.023529
64,0.000000,0.746109,0.989431,0.233443,-0.750431,-0.295383,-0.591272,-0.776881,0.136342,-0.614709,179.888400,0.692128,0.177217,0.237389,82.278720,0.239301,0.130966,0.594397,0.584314,0.443137,0.196078
65,0.000000,0.659600,0.226868,0.856705,0.447163,0.366777,-0.815794,0.016427,-0.349930,-0.936632,46.137880,0.230139,0.952942,0.306216,78.201570,0.086488,0.502421,0.866246,0.219608,0.184314,0.831373
66,0.000000,0.184688,0.165244,0.215628,-0.615591,-0.500785,-0.608492,0.099281,0.275899,-0.956046,203.516200,0.165317,0.726889,0.293140,3.264054,0.142627,0.433724,0.593569,0.007843,0.058824,0.027451
67,0.000000,0.614938,0.491994,0.321108,0.526874,0.333859,-0.781628,-0.095895,0.480355,-0.871816,80.600110,0.854283,0.115814,0.927715,63.172780,0.129123,0.055769,0.850768,0.356863,0.105882,0.317647
68,0.000000,0.121640,0.185018,0.957203,-0.064001,0.359412,-0.930982,-0.725258,0.305562,-0.616954,113.912500,0.715713,0.555960,0.838929,104.391800,0.328456,0.548262,0.165930,0.094118,0.176471,0.698039
69,0.000000,0.117942,0.729115,0.020119,0.155555,-0.259881,-0.953029,0.055151,-0.506721,-0.860345,85.648210,0.720475,0.588618,0.162401,22.166940,0.440818,0.262652,0.674373,0.054902,0.341177,0.007843
70,0.000000,0.187651,0.165466,0.733815,0.144125,-0.024231,-0.989263,0.256079,0.650575,-0.714966,134.219600,0.044893,0.889477,0.120350,3.823311,0.254502,0.920294,0.451295,0.003922,0.094118,0.125490
71,0.000000,0.581087,0.745811,0.880967,-0.074884,-0.773392,-0.629489,-0.141832,-0.121640,-0.982389,107.629600,0.642576,0.005565,0.444977,113.998000,0.966644,0.549383,0.997466,0.737255,0.709804,0.992157
72,0.000000,0.154035,0.018457,0.747295,-0.009331,-0.379772,-0.925033,-0.103608,-0.188664,-0.976561,200.993800,0.168121,0.818338,0.943920,25.541620,0.035032,0.602539,0.517625,0.007843,0.011765,0.729412
73,0.000000,0.562437,0.809592,0.352289,-0.291682,-0.690003,-0.662433,0.141861,0.498097,-0.855439,342.203500,0.884304,0.443489,0.346289,92.554580,0.775682,0.469790,0.104474,0.619608,0.670588,0.137255
74,0.000000,0.832518,0.718595,0.244408,0.486512,0.085718,-0.869459,-0.250390,-0.456092,-0.853982,91.915420,0.677954,0.772081,0.910682,72.637570,0.071385,0.856759,0.741485,0.368628,0.721569,0.235294
75,0.000000,0.393620,0.303255,0.816309,-0.754963,-0.228169,-0.614792,-0.445250,0.246270,-0.860874,192.928600,0.750153,0.246707,0.702463,94.860710,0.500951,0.898081,0.723174,0.400000,0.341177,0.905882
76,0.000000,0.038921,0.268690,0.315542,-0.483926,0.192433,-0.853689,-0.293473,-0.626192,-0.722328,182.014200,0.370959,0.162300,0.864495,114.118100,0.644936,0.894286,0.392929,0.043137,0.321569,0.313726
77,0.000000,0.480184,0.709297,0.175869,0.003349,-0.270938,-0.962591,-0.712739,0.157391,-0.683543,64.963260,0.685414,0.778669,0.841247,25.147170,0.221320,0.549793,0.895609,0.188235,0.403922,0.105882
78,0.000000,0.247668,0.917182,0.811196,-0.251231,-0.384103,-0.888452,-0.102899,0.783041,-0.613399,330.217600,0.558596,0.113523,0.108600,21.175620,0.191671,0.493668,0.891982,0.090196,0.388235,0.443137
79,0.000000,0.428405,0.888454,0.209380,0.795319,0.221186,-0.564397,0.257115,-0.775681,-0.576378,271.706800,0.550407,0.054873,0.160760,45.888570,0.483354,0.862754,0.815143,0.282353,0.686275,0.152941
80,0.000000,0.577939,0.105527,0.533941,-0.728243,-0.281082,-0.625024,-0.554568,-0.186874,-0.810884,172.438800,0.940385,0.944720,0.065609,36.590270,0.674381,0.375628,0.709269,0.576471,0.094118,0.329412
81,0.000000,0.232910,0.365148,0.149125,-0.712403,-0.220981,-0.666070,-0.424396,-0.422056,-0.801098,2.808926,0.712459,0.626656,0.833974,7.694634,0.094878,0.842680,0.760510,0.007843,0.105882,0.023529
82,0.000000,0.813934,0.464194,0.335565,-0.110185,-0.575722,-0.810188,0.552673,-0.334177,-0.763464,128.619100,0.571322,0.154004,0.340458,75.943270,0.368797,0.232289,0.310194,0.607843,0.239216,0.200000
83,0.000000,0.590787,0.681300,0.036559,-0.133808,0.367623,-0.920299,0.819295,-0.209575,-0.533699,287.779700,0.182695,0.032067,0.380492,52.132850,0.568280,0.744108,0.036805,0.396079,0.517647,0.003922
84,0.000000,0.831902,0.936700,0.947491,-0.184564,0.487945,-0.853139,0.712626,0.418165,-0.563296,162.729200,0.121109,0.021236,0.310115,44.442130,0.211979,0.496142,0.789224,0.333333,0.556863,0.709804
85,0.000000,0.315511,0.398185,0.149967,0.270300,-0.515474,-0.813157,0.464613,-0.728501,-0.503409,268.282300,0.707235,0.908525,0.564461,41.458830,0.996956,0.175523,0.866360,0.329412,0.396079,0.133333
86,0.000000,0.050862,0.246336,0.043507,-0.419592,0.076658,-0.904470,0.202785,-0.604862,-0.770079,91.937450,0.185840,0.979479,0.109546,83.953980,0.081903,0.500608,0.810792,0.003922,0.219608,0.039216
87,0.000000,0.126371,0.777673,0.772430,0.162031,0.473384,-0.865825,-0.247728,-0.781184,-0.573047,176.176800,0.142744,0.975262,0.450695,103.719600,0.443660,0.423497,0.260757,0.098039,0.650980,0.501961
88,0.000000,0.175888,0.567787,0.876466,-0.023226,-0.677804,-0.734876,-0.079850,0.352682,-0.932330,90.795530,0.949304,0.698731,0.107422,92.095860,0.546826,0.009517,0.973826,0.164706,0.176471,0.960784
89,0.000000,0.951327,0.813577,0.925474,-0.395268,-0.749524,-0.531014,-0.409705,0.328894,-0.850865,339.557900,0.294181,0.006815,0.998022,16.830780,0.059431,0.751794,0.655230,0.247059,0.372549,0.796079
90,0.000000,0.510038,0.746446,0.959630,0.015832,0.217744,-0.975878,0.672706,0.035635,-0.739052,234.600500,0.659428,0.110600,0.920396,12.727420,0.004047,0.169594,0.211065,0.286275,0.149020,0.800000
91,0.000000,0.995122,0.646416,0.121728,0.770722,-0.175936,-0.612400,-0.493697,0.173805,-0.852089,197.030100,0.505560,0.285096,0.948493,102.388600,0.931713,0.837157,0.613550,0.992157,0.705882,0.125490
92,0.000000,0.404865,0.562589,0.528543,0.641671,-0.216467,-0.735800,-0.042787,-0.021252,-0.998858,33.481550,0.356610,0.656974,0.134427,80.130470,0.843033,0.404969,0.952749,0.400000,0.407843,0.545098
93,0.000000,0.121353,0.600685,0.513625,-0.704467,0.371616,-0.604672,0.227097,-0.293643,-0.928548,297.342100,0.155692,0.960760,0.477395,78.277450,0.342874,0.903724,0.999682,0.070588,0.686275,0.549020
94,0.000000,0.488165,0.671376,0.821212,0.390387,0.623871,-0.677039,0.302794,0.594772,-0.744690,107.556300,0.057750,0.591639,0.075033,15.765230,0.046895,0.193058,0.648969,0.035294,0.309804,0.341177
95,0.000000,0.450077,0.254214,0.225793,0.336887,0.527195,-0.780111,0.283965,0.778119,-0.560264,157.214800,0.410261,0.261323,0.318179,10.192850,0.237831,0.427003,0.690372,0.160784,0.062745,0.074510
96,0.000000,0.505294,0.344748,0.853224,0.129864,-0.737434,-0.662817,0.690243,-0.117121,-0.714036,191.034900,0.514951,0.233866,0.240712,107.129800,0.931750,0.724464,0.700264,0.615686,0.364706,0.878431
97,0.000000,0.460103,0.886336,0.705040,-0.480611,-0.310203,-0.820236,0.009767,-0.257841,-0.966138,316.602400,0.758813,0.155073,0.416431,60.376990,0.166827,0.446730,0.942571,0.411765,0.588235,0.698039
98,0.000000,0.897515,0.562350,0.384610,0.230866,0.214366,-0.949078,0.270195,0.476963,-0.836362,306.778200,0.443367,0.535541,0.630879,84.472720,0.930375,0.152414,0.247572,0.996079,0.411765,0.341177
99,0.000000,0.475104,0.442292,0.129164,0.539451,-0.208857,-0.815703,0.502734,0.503603,-0.702597,353.172400,0.374880,0.336025,0.082523,50.196930,0.147788,0.766227,0.478243,0.235294,0.360784,0.062745
100,0.000000,0.451547,0.744479,0.390478,-0.684100,0.117826,-0.719809,-0.579909,-0.374119,-0.723699,73.906960,0.436073,0.359467,0.249194,108.979100,0.973887,0.896540,0.015098,0.552941,0.866667,0.058824
101,0.000000,0.168386,0.390055,0.131424,-0.461760,0.667243,-0.584435,-0.210134,-0.787547,-0.579322,243.036100,0.974407,0.313120,0.737401,94.215140,0.170168,0.806804,0.648226,0.070588,0.407843,0.129412
102,0.000000,0.844620,0.898852,0.174062,0.364730,-0.653574,-0.663184,-0.544965,-0.135105,-0.827502,185.834000,0.059616,0.129120,0.938566,21.296410,0.835312,0.687039,0.216367,0.450980,0.443137,0.094118
103,0.000000,0.210786,0.274702,0.044016,0.352059,-0.325081,-0.877711,-0.553998,0.584901,-0.592434,9.095448,0.448575,0.235935,0.161968,80.880260,0.601533,0.892673,0.388610,0.172549,0.278431,0.019608
104,0.000000,0.692576,0.078624,0.929935,0.214340,0.729845,-0.649142,0.720882,-0.336610,-0.605824,286.823700,0.759020,0.988054,0.202010,55.919430,0.521510,0.362326,0.918683,0.552941,0.058824,0.800000
105,0.000000,0.507393,0.800671,0.260949,-0.715186,0.180627,-0.675191,-0.419860,0.617627,-0.665022,315.246300,0.393580,0.317705,0.823532,63.677210,0.495188,0.631543,0.920436,0.400000,0.670588,0.329412
106,0.000000,0.130398,0.458596,0.505279,0.041286,0.342987,-0.938432,0.139109,-0.068526,-0.987903,270.123400,0.269375,0.221295,0.112104,28.955060,0.847390,0.309990,0.246556,0.070588,0.188235,0.168628
107,0.000000,0.147848,0.716970,0.253278,0.213373,0.833299,-0.509985,0.329362,-0.330890,-0.884326,175.050500,0.981148,0.104616,0.646379,41.810910,0.012591,0.190237,0.759292,0.047059,0.254902,0.184314
108,0.000000,0.849853,0.714296,0.179647,-0.543297,-0.668080,-0.508426,0.002940,-0.622491,-0.782622,256.577100,0.523229,0.576089,0.147427,21.768280,0.957003,0.201365,0.230020,0.635294,0.431373,0.035294
109,0.000000,0.816367,0.256990,0.339435,0.511836,-0.586858,-0.627393,0.709979,-0.272058,-0.649549,234.199700,0.753147,0.131509,0.072592,114.581100,0.634435,0.804712,0.129441,0.980392,0.294118,0.149020
110,0.000000,0.128807,0.848700,0.987581,0.283159,0.778205,-0.560551,0.282508,0.551607,-0.784805,123.348500,0.164375,0.950335,0.609940,100.991200,0.401968,0.017000,0.410635,0.101961,0.623529,0.874510
111,0.000000,0.111713,0.042729,0.215452,0.306796,0.360362,-0.880918,0.682403,-0.061949,-0.728347,44.597570,0.283909,0.043965,0.071853,17.440730,0.565942,0.312574,0.266852,0.023529,0.003922,0.035294
112,0.000000,0.023655,0.628711,0.775134,-0.012796,-0.399885,-0.916476,0.497847,0.342716,-0.796677,111.491100,0.647194,0.251213,0.271165,107.860300,0.502324,0.311319,0.511712,0.019608,0.447059,0.694118
113,0.000000,0.487030,0.463508,0.820828,0.703558,-0.225710,-0.673841,-0.743888,-0.379539,-0.550074,270.881800,0.934049,0.060576,0.504189,106.655500,0.671074,0.209532,0.234622,0.486275,0.266667,0.505882
114,0.000000,0.104625,0.422362,0.777181,-0.347388,0.059045,-0.935861,0.447600,-0.261580,-0.855120,40.449430,0.781381,0.827588,0.422039,65.390780,0.980398,0.386547,0.581223,0.105882,0.282353,0.588235
115,0.000000,0.607006,0.657496,0.944506,0.046889,-0.451503,-0.891037,-0.154497,-0.282550,-0.946729,60.607380,0.229309,0.390506,0.606322,93.464330,0.593305,0.866123,0.178666,0.545098,0.705882,0.564706
116,0.000000,0.603431,0.233170,0.971148,0.428213,0.602855,-0.673201,0.699492,0.203849,-0.684951,95.410960,0.716770,0.431764,0.947197,21.337170,0.391827,0.297617,0.183407,0.345098,0.078431,0.639216
117,0.000000,0.866647,0.267222,0.809531,-0.288020,-0.729176,-0.620764,0.340652,-0.781153,-0.523217,346.167000,0.430814,0.270728,0.511958,13.222350,0.566909,0.104726,0.883422,0.501961,0.066667,0.560784
118,0.000000,0.184004,0.278337,0.930623,-0.222597,-0.737816,-0.637243,-0.176279,-0.780587,-0.599675,59.944180,0.954056,0.526064,0.864501,70.019330,0.680983,0.776374,0.456531,0.176471,0.254902,0.752941
119,0.000000,0.410194,0.861440,0.943136,-0.689150,-0.090746,-0.718914,-0.106581,0.307910,-0.945427,299.462800,0.548372,0.602726,0.647110,26.396980,0.967590,0.919901,0.703716,0.325490,0.713726,0.756863
120,0.000000,0.738873,0.824303,0.768543,0.612200,0.548441,-0.569582,0.757475,-0.315245,-0.571710,3.433590,0.968473,0.545378,0.912677,85.502050,0.694931,0.054534,0.991116,0.682353,0.227451,0.819608
121,0.000000,0.731589,0.769180,0.363927,-0.153114,0.054741,-0.986691,-0.334651,0.586329,-0.737718,88.139740,0.693125,0.582888,0.742511,18.155550,0.240078,0.813385,0.271983,0.352941,0.447059,0.176471
122,0.000000,0.246444,0.037750,0.396414,0.729425,-0.391947,-0.560639,-0.156080,0.013796,-0.987648,125.746700,0.904431,0.482678,0.633335,35.384630,0.883409,0.986798,0.244006,0.196078,0.031373,0.176471
123,0.000000,0.822354,0.160182,0.402037,-0.166068,0.296955,-0.940340,0.416665,0.021886,-0.908797,89.280030,0.175247,0.778787,0.132119,55.433740,0.455407,0.104088,0.642127,0.517647,0.070588,0.286275
124,0.000000,0.479171,0.668806,0.741311,-0.357598,0.498261,-0.789848,-0.085986,0.431934,-0.897797,295.754800,0.510297,0.860390,0.749834,96.863780,0.210457,0.168028,0.548949,0.368628,0.713726,0.866667
