sampleNumber,e,m_r,m_g,m_b,n_x,n_y,n_z,l_x,l_y,l_z,i_d,d_r,d_g,d_b,i_a,a_r,a_g,a_b,v_r,v_g,v_b
30,0.000000,0.947916,0.767231,0.018839,-0.329414,0.124949,-0.935882,-0.325935,0.205367,-0.922817,4.105969,0.800723,0.208711,0.544137,1.246652,0.641137,0.398999,0.932214,1.000000,0.729412,0.223529
31,0.000000,0.451746,0.021071,0.268546,-0.325755,-0.751703,-0.573434,-0.813660,-0.262527,-0.518688,2.350714,0.814206,0.972006,0.797874,1.286289,0.633715,0.906488,0.974564,0.670588,0.274510,0.556863
32,0.000000,0.425501,0.553126,0.021490,0.215802,0.674747,-0.705794,-0.122439,0.224533,-0.966744,2.463313,0.535688,0.440282,0.668965,0.908427,0.229572,0.368157,0.964716,0.498039,0.588235,0.223529
33,0.000000,0.213970,0.623709,0.820619,0.396168,-0.468476,-0.789672,-0.769990,-0.133290,-0.623978,0.274114,0.699538,0.449144,0.903556,0.810115,0.516608,0.863191,0.776735,0.372549,0.701961,0.784314
34,0.000000,0.503044,0.999097,0.595194,0.091227,-0.302188,-0.948873,-0.498927,0.310388,-0.809155,1.930956,0.161350,0.651358,0.220365,0.667613,0.938920,0.472202,0.860072,0.615686,0.803922,0.658824
35,0.000000,0.519562,0.984685,0.790069,0.699975,-0.062261,-0.711448,-0.219924,-0.606880,-0.763760,4.836486,0.217049,0.649606,0.420249,1.875405,0.109005,0.188162,0.703463,0.494118,0.847059,0.913726
36,0.000000,0.240202,0.153487,0.671945,-0.137290,-0.371485,-0.918232,0.346050,-0.741293,-0.575096,5.440232,0.866672,0.711603,0.075202,0.698679,0.666702,0.506335,0.140789,0.517647,0.388235,0.470588
37,0.000000,0.043095,0.323109,0.123067,0.765976,-0.183145,-0.616230,-0.126996,0.587562,-0.799151,2.808933,0.696069,0.988116,0.365850,1.190168,0.054950,0.941739,0.682077,0.121569,0.592157,0.352941
38,0.000000,0.699521,0.020109,0.919115,0.782812,-0.146864,-0.604679,0.177914,0.183402,-0.966804,1.841560,0.701213,0.174733,0.861501,1.186530,0.645106,0.391718,0.106893,0.788235,0.176471,0.752941
39,0.000000,0.838893,0.421653,0.092146,-0.056491,0.518626,-0.853133,0.320476,-0.102403,-0.941705,6.013301,0.857821,0.623953,0.224888,1.731024,0.473234,0.485756,0.341742,0.992157,0.662745,0.282353
40,0.000000,0.560029,0.443718,0.673148,0.847017,-0.084622,-0.524787,0.699047,0.287756,-0.654622,5.106043,0.957588,0.774544,0.081566,0.497454,0.764822,0.116336,0.827689,0.811765,0.623529,0.647059
41,0.000000,0.143329,0.326592,0.455249,-0.244079,-0.219753,-0.944529,-0.034910,0.673251,-0.738590,5.058655,0.718760,0.246366,0.102672,0.266144,0.862042,0.071257,0.575793,0.349020,0.282353,0.427451
42,0.000000,0.486687,0.370487,0.295710,0.017351,-0.638924,-0.769074,0.715354,-0.339466,-0.610763,6.095045,0.018396,0.570887,0.743319,1.966921,0.061857,0.750174,0.999267,0.411765,0.674510,0.658824
43,0.000000,0.610677,0.348703,0.896539,-0.660442,0.439118,-0.609091,0.351570,-0.335357,-0.874034,4.504083,0.307360,0.263811,0.352451,1.143441,0.254610,0.752194,0.086344,0.576471,0.556863,0.560784
44,0.000000,0.239982,0.862160,0.292911,0.035725,0.276406,-0.960377,0.054970,0.476996,-0.877185,2.020768,0.221343,0.368042,0.196845,1.164042,0.169023,0.619436,0.509373,0.337255,0.843137,0.470588
45,0.000000,0.372278,0.470305,0.465202,0.555527,0.531343,-0.639582,-0.337917,0.453238,-0.824856,6.219519,0.842192,0.681987,0.990535,1.169162,0.142410,0.281715,0.670491,0.576471,0.623529,0.752941
46,0.000000,0.644404,0.847035,0.238419,0.591523,0.333626,-0.734026,-0.643350,0.510452,-0.570561,2.181359,0.442697,0.578683,0.725113,0.434800,0.734199,0.929227,0.869636,0.603922,0.733333,0.392157
47,0.000000,0.956069,0.642043,0.905392,0.365668,-0.060843,-0.928755,0.220947,0.590281,-0.776370,5.183436,0.253928,0.727041,0.765506,0.870586,0.757042,0.235424,0.140139,0.870588,0.733333,0.862745
48,0.000000,0.465790,0.768607,0.961038,-0.764613,0.121896,-0.632858,-0.367261,0.039060,-0.929297,2.351620,0.193566,0.343882,0.081100,0.468542,0.864671,0.063896,0.677015,0.533333,0.486275,0.721569
49,0.000000,0.188564,0.519724,0.114764,0.530010,-0.297936,-0.793929,0.783318,0.342716,-0.518613,0.081317,0.138264,0.106425,0.472891,1.066161,0.102050,0.562826,0.224621,0.239216,0.619608,0.231373
50,0.000000,0.022345,0.085485,0.383838,-0.442694,-0.274585,-0.853596,0.689920,0.023387,-0.723507,3.299759,0.973265,0.494620,0.528548,0.611289,0.509812,0.685138,0.162321,0.141177,0.258824,0.392157
51,0.000000,0.157743,0.204527,0.730377,-0.735876,-0.432296,-0.521158,0.306827,-0.609161,-0.731286,4.044546,0.884935,0.519859,0.825860,0.581535,0.462219,0.475616,0.616287,0.368628,0.364706,0.756863
52,0.000000,0.970108,0.523413,0.409195,0.425820,0.121828,-0.896569,0.514089,-0.445474,-0.732984,1.841022,0.411214,0.323377,0.622467,0.242774,0.201523,0.674717,0.845560,0.580392,0.482353,0.490196
53,0.000000,0.583783,0.483409,0.581866,0.495403,-0.581634,-0.645196,0.101382,-0.671670,-0.733881,0.413414,0.338577,0.246783,0.812405,0.655760,0.719052,0.512647,0.115591,0.619608,0.521569,0.474510
54,0.000000,0.702771,0.907086,0.186021,-0.536018,0.336042,-0.774442,-0.527173,0.275545,-0.803843,3.917363,0.876085,0.819176,0.472603,1.433721,0.654215,0.442485,0.453317,0.917647,0.984314,0.411765
55,0.000000,0.323892,0.634258,0.649202,-0.693065,0.346494,-0.632142,-0.640010,0.399795,-0.656164,3.598067,0.346485,0.720649,0.892572,0.204832,0.126066,0.757605,0.716127,0.345098,0.701961,0.772549
56,0.000000,0.228792,0.954512,0.590468,0.186391,-0.825029,-0.533466,0.222232,0.374515,-0.900195,4.484910,0.932341,0.242811,0.569305,1.103651,0.337413,0.258179,0.088789,0.427451,0.713726,0.501961
57,0.000000,0.686758,0.392595,0.359418,0.635025,0.294868,-0.714000,0.377574,0.569474,-0.730162,2.247390,0.970394,0.141777,0.618229,1.808648,0.508429,0.519752,0.859917,0.874510,0.600000,0.658824
58,0.000000,0.924782,0.259602,0.558645,0.651747,-0.497710,-0.572286,-0.135716,-0.582725,-0.801257,2.225943,0.048380,0.821311,0.778791,0.514812,0.801385,0.744761,0.931182,0.752941,0.454902,0.670588
59,0.000000,0.557267,0.318860,0.772437,0.242604,-0.296152,-0.923817,0.037152,0.267409,-0.962867,4.616485,0.553374,0.634788,0.325603,1.625281,0.194310,0.174904,0.524105,0.647059,0.509804,0.831373
60,0.000000,0.066508,0.825618,0.168020,-0.481666,-0.059541,-0.874330,0.534931,-0.462213,-0.707254,1.281365,0.645654,0.272673,0.257571,1.034993,0.954400,0.785346,0.159474,0.290196,0.831373,0.274510
61,0.000000,0.876029,0.165838,0.718104,-0.065827,-0.847692,-0.526389,-0.377729,0.586106,-0.716799,5.516203,0.899747,0.553421,0.993939,0.068955,0.830436,0.940826,0.532121,0.466667,0.176471,0.376471
62,0.000000,0.869606,0.023953,0.240552,-0.227916,-0.794436,-0.562962,0.164312,-0.716766,-0.677678,5.847946,0.802973,0.293797,0.350917,1.415710,0.659266,0.465440,0.203454,1.000000,0.223529,0.396079
63,0.000000,0.940543,0.511746,0.199215,-0.306382,0.728351,-0.612890,-0.570117,0.648750,-0.504073,1.385202,0.386026,0.461335,0.354633,0.694455,0.445108,0.608300,0.354660,0.741177,0.588235,0.325490
64,0.000000,0.126359,0.579339,0.312271,0.181872,-0.106024,-0.977590,-0.111407,0.471647,-0.874721,2.673835,0.951808,0.579407,0.913190,1.358324,0.321328,0.148824,0.233393,0.364706,0.592157,0.517647
65,0.000000,0.812264,0.646498,0.396378,-0.793571,-0.300299,-0.529211,0.405684,-0.549169,-0.730640,1.500516,0.596972,0.860686,0.648004,0.011872,0.405333,0.570654,0.318223,0.411765,0.439216,0.286275
66,0.000000,0.530124,0.666877,0.555056,0.157174,0.038813,-0.986808,-0.168774,-0.223359,-0.960014,5.597158,0.982111,0.039872,0.771579,0.108210,0.584883,0.067265,0.746898,0.776471,0.274510,0.709804
67,0.000000,0.129306,0.665337,0.887412,0.496439,0.147031,-0.855529,-0.369835,-0.095606,-0.924165,1.993466,0.030067,0.446897,0.190226,1.999953,0.000316,0.293011,0.743137,0.078431,0.709804,0.980392
68,0.000000,0.119259,0.305295,0.919567,-0.305861,-0.545595,-0.780241,0.162127,0.161428,-0.973476,3.555108,0.381607,0.709869,0.368298,1.828716,0.339805,0.018370,0.022613,0.329412,0.423529,0.564706
69,0.000000,0.433233,0.394449,0.912642,-0.453075,0.520120,-0.724015,0.382677,0.634848,-0.671213,4.218944,0.815973,0.487410,0.526105,0.889554,0.614004,0.949399,0.362574,0.647059,0.607843,0.792157
70,0.000000,0.057808,0.854988,0.054371,0.529193,0.629848,-0.568548,0.389700,0.702131,-0.595941,0.380923,0.210861,0.732922,0.704451,1.998982,0.865943,0.120083,0.672546,0.341177,0.674510,0.317647
71,0.000000,0.537891,0.163749,0.168014,0.080700,-0.108980,-0.990763,-0.609527,-0.403026,-0.682677,1.522402,0.921325,0.469698,0.638975,1.466617,0.104826,0.042599,0.595341,0.576471,0.223529,0.403922
72,0.000000,0.075987,0.659310,0.223590,0.084969,-0.126014,-0.988383,-0.632342,-0.130242,-0.763663,3.145941,0.023347,0.131699,0.817955,1.100663,0.116410,0.888048,0.363253,0.133333,0.772549,0.447059
73,0.000000,0.347529,0.522912,0.335170,0.145839,-0.093786,-0.984853,0.014973,-0.597372,-0.801824,2.378655,0.984623,0.927533,0.355830,0.458818,0.398830,0.678474,0.173135,0.541177,0.670588,0.356863
74,0.000000,0.584602,0.785863,0.910018,0.095940,0.383020,-0.918745,0.363262,0.599089,-0.713535,5.437385,0.352817,0.814453,0.953970,1.950779,0.282186,0.763641,0.700105,0.678431,1.000000,1.000000
75,0.000000,0.801877,0.224985,0.930775,-0.697093,0.359623,-0.620269,0.127616,0.527336,-0.840018,0.948361,0.324515,0.071611,0.861885,0.487789,0.845739,0.004326,0.579882,0.709804,0.050980,0.756863
76,0.000000,0.854602,0.490484,0.820426,0.565228,0.249933,-0.786162,0.189499,-0.714312,-0.673683,4.198862,0.613524,0.570027,0.268058,1.644163,0.316810,0.220531,0.822264,0.823530,0.588235,0.929412
77,0.000000,0.157674,0.587232,0.745984,0.437486,-0.515428,-0.736845,0.701615,0.063307,-0.709739,3.106479,0.297672,0.582153,0.699568,1.367540,0.178242,0.587903,0.185694,0.298039,0.737255,0.733333
78,0.000000,0.684717,0.478800,0.601908,0.307515,0.012120,-0.951466,0.679722,-0.077498,-0.729364,2.263267,0.083792,0.810308,0.351225,1.194381,0.114515,0.145882,0.414070,0.505882,0.584314,0.650980
79,0.000000,0.782203,0.127066,0.764291,0.384817,0.429438,-0.817006,-0.085912,0.569968,-0.817163,2.349007,0.781179,0.822313,0.771353,1.353540,0.660752,0.727469,0.110326,0.890196,0.392157,0.717647
80,0.000000,0.356284,0.188851,0.649041,-0.662029,-0.479866,-0.575714,0.509494,0.539588,-0.670269,1.231325,0.264193,0.396348,0.276915,0.296701,0.141278,0.893680,0.356955,0.266667,0.313726,0.458824
81,0.000000,0.476846,0.918111,0.351000,-0.221542,-0.450385,-0.864912,0.099886,0.170956,-0.980202,2.290581,0.664733,0.166279,0.867888,0.489709,0.478056,0.097723,0.016549,0.552941,0.486275,0.462745
82,0.000000,0.857109,0.620701,0.459500,0.372664,0.363026,-0.854011,-0.735741,-0.123073,-0.665986,2.335512,0.737968,0.922432,0.086527,0.754797,0.019431,0.808713,0.013187,0.533333,0.709804,0.192157
83,0.000000,0.839448,0.738792,0.762157,0.341977,0.444896,-0.827719,-0.508271,-0.403683,-0.760724,5.158173,0.263563,0.353964,0.476208,0.202498,0.369935,0.548509,0.229414,0.521569,0.541177,0.525490
84,0.000000,0.514078,0.487707,0.210352,0.206154,-0.749516,-0.629068,-0.241450,-0.628439,-0.739436,5.769146,0.852816,0.454208,0.813016,1.495145,0.624728,0.157611,0.110351,0.811765,0.576471,0.470588
85,0.000000,0.190212,0.959368,0.773177,0.238915,-0.769660,-0.592066,0.380919,-0.741897,-0.551806,4.132848,0.264398,0.455832,0.851921,1.939310,0.180618,0.468372,0.463158,0.356863,0.964706,0.956863
86,0.000000,0.849309,0.035226,0.573001,-0.620478,-0.027322,-0.783748,0.502549,-0.138706,-0.853349,5.845348,0.743146,0.648637,0.816168,0.216372,0.720411,0.755890,0.529793,0.752941,0.152941,0.623529
87,0.000000,0.018745,0.947681,0.880859,-0.262419,0.374218,-0.889437,0.200553,-0.673904,-0.711078,4.005695,0.823258,0.153853,0.238182,1.603439,0.401126,0.614653,0.731036,0.156863,0.929412,0.925490
88,0.000000,0.770659,0.608318,0.460567,-0.020170,0.781998,-0.622955,0.286368,-0.541109,-0.790693,0.495374,0.743584,0.368430,0.393735,0.038162,0.795722,0.296898,0.147404,0.388235,0.262745,0.149020
89,0.000000,0.737010,0.862903,0.613510,-0.326400,0.510738,-0.795368,0.449201,0.352799,-0.820824,4.071354,0.805668,0.290948,0.640862,0.221040,0.058120,0.515863,0.811644,0.721569,0.603922,0.647059
90,0.000000,0.318266,0.106410,0.508847,-0.654856,-0.155423,-0.739600,-0.635452,-0.065929,-0.769321,3.783035,0.031518,0.092662,0.999721,0.699260,0.679310,0.876703,0.691703,0.458824,0.309804,0.764706
91,0.000000,0.132705,0.013786,0.355397,-0.701178,-0.371013,-0.608851,0.365706,-0.715295,-0.595494,1.365232,0.319902,0.427793,0.193591,1.795337,0.524930,0.484056,0.038063,0.380392,0.223529,0.309804
92,0.000000,0.772546,0.017684,0.171484,-0.488129,-0.153499,-0.859167,-0.251433,-0.287895,-0.924066,1.028506,0.378993,0.999314,0.658947,0.020559,0.973213,0.259011,0.745011,0.443137,0.090196,0.250980
93,0.000000,0.533690,0.980489,0.904106,-0.176850,0.606847,-0.774894,0.034843,-0.619579,-0.784161,2.588684,0.331242,0.082096,0.784126,0.412707,0.946546,0.394786,0.446356,0.568628,0.627451,0.682353
94,0.000000,0.982816,0.647998,0.728689,-0.518091,0.359498,-0.776108,-0.189856,-0.284444,-0.939706,1.829711,0.072258,0.397181,0.287595,0.446518,0.402754,0.798058,0.870930,0.647059,0.627451,0.666667
95,0.000000,0.116270,0.919365,0.594979,-0.385887,-0.265142,-0.883624,-0.297447,0.394004,-0.869647,3.728455,0.608872,0.835801,0.133784,1.394992,0.462185,0.100048,0.097461,0.349020,0.862745,0.478431
96,0.000000,0.369026,0.346676,0.348110,-0.114099,-0.636691,-0.762631,-0.201143,0.203881,-0.958110,0.413901,0.201435,0.722259,0.156536,0.304494,0.088359,0.640347,0.808804,0.243137,0.403922,0.407843
97,0.000000,0.611489,0.832946,0.391596,-0.536646,-0.634338,-0.556441,-0.276618,-0.070436,-0.958395,2.434689,0.772068,0.694481,0.782878,0.455607,0.810305,0.258468,0.995405,0.690196,0.701961,0.568628
98,0.000000,0.260760,0.822411,0.822274,-0.144262,0.646352,-0.749278,-0.190329,0.417792,-0.888383,0.688166,0.877090,0.223741,0.081643,1.022713,0.217208,0.511540,0.057136,0.396079,0.756863,0.454902
99,0.000000,0.888550,0.266505,0.175708,-0.459277,0.487135,-0.742809,-0.118905,0.197292,-0.973107,0.271851,0.391744,0.514859,0.522187,0.207799,0.728519,0.091861,0.416094,0.600000,0.200000,0.223529
100,0.000000,0.712878,0.404051,0.148172,0.496686,0.059483,-0.865890,0.625894,0.136307,-0.767905,1.989821,0.281930,0.798606,0.249752,1.682798,0.584236,0.757962,0.627385,0.811765,0.682353,0.392157
101,0.000000,0.377247,0.508204,0.267556,0.595895,0.504843,-0.624534,0.608212,-0.515313,-0.603764,4.808472,0.121753,0.057727,0.801378,1.269083,0.735794,0.814042,0.237577,0.584314,0.690196,0.470588
102,0.000000,0.595332,0.377067,0.556974,0.235160,-0.115838,-0.965029,0.381214,-0.662579,-0.644721,2.699661,0.619327,0.401195,0.785546,0.174529,0.941934,0.512159,0.869831,0.600000,0.396079,0.619608
103,0.000000,0.041552,0.552168,0.526842,0.699437,-0.255186,-0.667584,0.588810,-0.486675,-0.645329,2.408800,0.712013,0.276530,0.672633,0.562236,0.493578,0.202716,0.408483,0.207843,0.466667,0.600000
104,0.000000,0.873168,0.095216,0.197679,0.576114,0.229680,-0.784436,0.495433,0.397326,-0.772450,0.449070,0.958921,0.654893,0.598654,1.391361,0.500399,0.094588,0.321208,0.854902,0.180392,0.368628
105,0.000000,0.152947,0.788754,0.812760,0.394513,0.044286,-0.917823,0.255658,-0.174697,-0.950852,5.274902,0.590503,0.496146,0.653122,1.413088,0.739132,0.249831,0.002123,0.439216,0.784314,0.776471
106,0.000000,0.906974,0.789418,0.052847,-0.182950,-0.007562,-0.983093,0.381290,-0.605744,-0.698350,3.505256,0.038178,0.231700,0.566880,1.679499,0.750680,0.264736,0.316108,0.956863,0.717647,0.239216
107,0.000000,0.693804,0.781686,0.749229,0.703153,-0.383701,-0.598624,-0.089135,-0.323213,-0.942119,6.191569,0.094458,0.983020,0.905548,1.292025,0.217045,0.553765,0.626068,0.607843,0.976471,0.945098
108,0.000000,0.846174,0.021546,0.235198,-0.338254,0.698628,-0.630479,0.671761,0.051796,-0.738955,3.181733,0.887552,0.132709,0.420163,0.082078,0.976938,0.789535,0.898720,0.670588,0.058824,0.278431
109,0.000000,0.151367,0.095330,0.144662,-0.531790,0.358613,-0.767200,0.019701,-0.821083,-0.570469,4.086941,0.858898,0.441817,0.075102,0.732341,0.152884,0.156871,0.364843,0.266667,0.160784,0.274510
110,0.000000,0.366060,0.567581,0.077817,-0.034522,-0.370297,-0.928272,0.415988,-0.516148,-0.748696,2.448358,0.385155,0.552305,0.275189,1.952847,0.234040,0.367877,0.712562,0.505882,0.705882,0.325490
111,0.000000,0.642162,0.278787,0.525440,-0.023064,0.803231,-0.595221,0.264828,0.170735,-0.949060,2.831964,0.421916,0.268496,0.366352,1.872507,0.222783,0.377977,0.718178,0.658824,0.482353,0.745098
112,0.000000,0.944184,0.175654,0.662077,0.341157,-0.758217,-0.555624,0.156426,-0.352783,-0.922537,5.897599,0.326258,0.990426,0.198368,0.712880,0.680645,0.479097,0.192315,0.831373,0.482353,0.529412
113,0.000000,0.884501,0.198410,0.044510,-0.067240,-0.057581,-0.996074,-0.262561,-0.640544,-0.721641,1.017691,0.850153,0.063434,0.191001,0.910805,0.144460,0.009357,0.178333,0.690196,0.074510,0.105882
114,0.000000,0.957908,0.595670,0.984342,-0.679879,-0.377036,-0.628974,0.716893,-0.122332,-0.686367,3.298353,0.806390,0.242250,0.560620,1.636390,0.200065,0.704384,0.298881,0.733333,0.760784,0.811765
115,0.000000,0.230558,0.535808,0.419687,0.703727,0.167507,-0.690442,-0.092892,-0.230190,-0.968702,5.838359,0.706114,0.759409,0.457644,1.375422,0.692017,0.551522,0.299569,0.513726,0.745098,0.552941
116,0.000000,0.984456,0.968328,0.327064,-0.655378,-0.076863,-0.751380,0.582089,0.503522,-0.638465,5.058250,0.106307,0.264017,0.629137,0.025067,0.357255,0.912101,0.592750,0.329412,0.419608,0.266667
117,0.000000,0.831481,0.577550,0.192008,0.688585,0.477000,-0.546188,-0.059251,0.364594,-0.929280,5.784466,0.282402,0.386719,0.933072,0.978689,0.298671,0.773109,0.353700,0.698039,0.713726,0.466667
118,0.000000,0.345347,0.442282,0.309942,-0.706627,0.090710,-0.701748,0.149839,0.656609,-0.739197,1.136752,0.520343,0.975705,0.850025,0.110447,0.796403,0.476525,0.551506,0.349020,0.447059,0.360784
119,0.000000,0.354597,0.817099,0.007320,-0.306372,-0.118145,-0.944552,-0.180118,-0.796900,-0.576635,1.252047,0.490436,0.645941,0.095421,1.693878,0.031208,0.780329,0.584206,0.341177,0.933333,0.098039
120,0.000000,0.697415,0.094360,0.178019,0.166718,0.595639,-0.785760,0.665107,-0.124345,-0.736323,1.865893,0.962414,0.259239,0.990809,0.445720,0.059057,0.500566,0.150900,0.635294,0.203922,0.341177
121,0.000000,0.243328,0.089013,0.801770,0.572337,0.112370,-0.812283,0.747452,0.389152,-0.538403,0.429855,0.465168,0.580285,0.278733,1.010669,0.014271,0.937832,0.533781,0.188235,0.317647,0.745098
122,0.000000,0.528136,0.625964,0.144287,0.429261,-0.187897,-0.883420,0.384956,0.701433,-0.599834,6.165156,0.088208,0.593452,0.844599,0.786166,0.743323,0.003557,0.263185,0.615686,0.596079,0.376471
123,0.000000,0.438375,0.499175,0.928460,0.577959,-0.533022,-0.617942,-0.569868,0.206155,-0.795457,5.879315,0.347842,0.123036,0.015895,1.472403,0.282249,0.032519,0.605241,0.525490,0.337255,0.890196
124,0.000000,0.956203,0.576627,0.165946,-0.122682,-0.200696,-0.971942,0.112384,0.008020,-0.993632,6.018432,0.136825,0.257770,0.812428,0.484058,0.231483,0.753844,0.323185,0.607843,0.611765,0.435294
