sampleNumber,e,m_r,m_g,m_b,n_x,n_y,n_z,l_x,l_y,l_z,i_d,d_r,d_g,d_b,i_a,a_r,a_g,a_b,v_r,v_g,v_b
46,0.000000,0.283544,0.171142,0.987919,-0.515977,0.622291,-0.588661,-0.190234,-0.772742,-0.605542,2.969026,0.936243,0.269662,0.754245,1.884683,0.467572,0.892315,0.155853,0.278431,0.168628,0.984314
47,0.000000,0.464269,0.305216,0.015850,0.174120,-0.674645,-0.717312,0.479667,-0.652352,-0.586819,4.962217,0.866976,0.103940,0.564873,1.476638,0.872516,0.096879,0.570552,0.462745,0.305882,0.019608
48,0.000000,0.233937,0.559843,0.373799,-0.248688,0.019244,-0.968393,0.382227,-0.645022,-0.661702,6.124673,0.639177,0.218203,0.310191,0.306786,0.293232,0.386887,0.875560,0.231373,0.552941,0.368628
49,0.000000,0.380267,0.793614,0.856015,-0.451588,-0.166207,-0.876609,0.615276,-0.436755,-0.656263,0.914734,0.514403,0.367376,0.767475,1.702202,0.824890,0.666297,0.564699,0.380392,0.792157,0.847059
50,0.000000,0.093639,0.205875,0.300642,-0.094899,0.796493,-0.597154,0.115049,0.751168,-0.650008,0.445784,0.167301,0.089875,0.677601,0.928999,0.616030,0.159951,0.203631,0.094118,0.207843,0.298039
51,0.000000,0.608216,0.261007,0.797163,-0.590103,0.609269,-0.529688,0.330454,0.668368,-0.666396,4.145350,0.509725,0.769208,0.471348,1.670796,0.992834,0.851546,0.764796,0.603922,0.262745,0.796079
52,0.000000,0.094624,0.777708,0.983729,-0.192393,0.679643,-0.707863,-0.016491,-0.656160,-0.754442,1.523494,0.284548,0.896405,0.723277,1.858372,0.577774,0.674071,0.145212,0.098039,0.776471,0.980392
53,0.000000,0.002970,0.794091,0.606062,0.711531,-0.363185,-0.601516,-0.462612,-0.300897,-0.833937,1.728681,0.662507,0.617405,0.123057,1.897737,0.148854,0.916478,0.435147,0.003922,0.788235,0.600000
54,0.000000,0.063813,0.378246,0.398360,0.684253,0.134977,-0.716644,0.206167,0.823567,-0.528425,0.390578,0.842991,0.979698,0.816744,0.439012,0.949906,0.056359,0.279099,0.062745,0.376471,0.392157
55,0.000000,0.505214,0.749895,0.442580,-0.487056,0.706983,-0.512789,-0.416003,0.015514,-0.909231,5.546707,0.086713,0.383608,0.169340,1.085182,0.997156,0.949489,0.149537,0.501961,0.741177,0.439216
56,0.000000,0.777839,0.290778,0.680865,0.651834,0.161471,-0.740972,0.279136,0.589161,-0.758270,2.379904,0.519533,0.367273,0.266644,1.000610,0.117704,0.738302,0.945368,0.772549,0.290196,0.674510
57,0.000000,0.184060,0.042442,0.271828,0.813521,0.132673,-0.566200,-0.146666,0.236477,-0.960504,0.790530,0.846184,0.128369,0.891733,0.233440,0.496638,0.140860,0.349357,0.184314,0.043137,0.270588
58,0.000000,0.248766,0.324515,0.939980,-0.794203,0.125807,-0.594487,0.679954,0.436374,-0.589272,0.720458,0.860909,0.817038,0.366294,1.236804,0.939464,0.399613,0.251200,0.247059,0.321569,0.933333
59,0.000000,0.688267,0.360643,0.491462,0.683486,0.500600,-0.531268,-0.031752,0.335711,-0.941430,4.418149,0.269237,0.191555,0.034528,1.590515,0.225146,0.244767,0.407053,0.690196,0.364706,0.490196
60,0.000000,0.389735,0.425681,0.792066,0.639091,0.142035,-0.755902,-0.797692,0.168782,-0.578966,3.174510,0.358815,0.009961,0.250677,1.228399,0.925401,0.527308,0.579085,0.392157,0.427451,0.788235
61,0.000000,0.150566,0.431851,0.595213,0.700684,0.043606,-0.712138,0.367615,0.727892,-0.578820,3.126393,0.072647,0.556015,0.018916,1.726624,0.820721,0.784714,0.225323,0.149020,0.427451,0.592157
62,0.000000,0.816023,0.534291,0.407763,-0.856762,-0.121675,-0.501154,0.508871,0.555033,-0.658019,2.980454,0.021391,0.673681,0.270049,1.829288,0.395845,0.149176,0.838059,0.811765,0.529412,0.403922
63,0.000000,0.109146,0.713566,0.163277,-0.246123,-0.733480,-0.633585,0.127124,0.338511,-0.932336,5.777843,0.740573,0.266990,0.633133,0.217110,0.788870,0.725860,0.452289,0.113726,0.709804,0.160784
64,0.000000,0.459892,0.358973,0.709478,-0.543508,-0.348090,-0.763827,-0.518677,-0.536490,-0.665697,1.878858,0.157641,0.526048,0.860453,0.706617,0.877933,0.177519,0.588312,0.454902,0.356863,0.705882
65,0.000000,0.274669,0.962006,0.771334,-0.436913,0.545079,-0.715539,0.533893,0.669333,-0.516674,5.764364,0.140713,0.679097,0.588748,0.918052,0.974746,0.257237,0.591903,0.278431,0.964706,0.764706
66,0.000000,0.917355,0.560741,0.592714,0.046037,0.550103,-0.833827,-0.363207,0.188053,-0.912533,4.506955,0.428641,0.095498,0.484577,0.960782,0.982755,0.024259,0.626510,0.917647,0.560784,0.588235
67,0.000000,0.307370,0.854515,0.500028,0.040784,0.364435,-0.930335,-0.142597,0.425900,-0.893463,5.923420,0.353026,0.310078,0.558619,1.436054,0.614493,0.648504,0.707058,0.309804,0.854902,0.498039
68,0.000000,0.945227,0.001022,0.216599,0.699703,-0.410229,-0.584916,-0.600726,0.208544,-0.771776,2.178035,0.095380,0.686884,0.487009,1.082073,0.539958,0.976894,0.459308,0.941177,0.003922,0.215686
69,0.000000,0.723322,0.592145,0.181219,-0.025776,-0.760266,-0.649101,-0.737109,0.387128,-0.553897,5.831872,0.990157,0.363937,0.175574,1.271731,0.889393,0.898372,0.814401,0.725490,0.592157,0.180392
70,0.000000,0.776907,0.017214,0.940700,-0.042621,0.757976,-0.650889,0.222065,0.690013,-0.688890,3.544388,0.224603,0.827023,0.550382,1.328585,0.353965,0.968770,0.303872,0.772549,0.019608,0.933333
71,0.000000,0.774527,0.916206,0.895780,-0.065689,-0.445221,-0.893008,-0.444733,-0.320265,-0.836447,5.842807,0.611225,0.499459,0.483411,1.764434,0.761071,0.417587,0.711597,0.768628,0.909804,0.886275
72,0.000000,0.287144,0.613678,0.116525,0.026104,0.814333,-0.579811,-0.248264,-0.255650,-0.934349,1.186357,0.658770,0.130377,0.743646,1.284642,0.491181,0.590790,0.496719,0.286275,0.611765,0.117647
73,0.000000,0.225639,0.169295,0.487330,0.232631,-0.648369,-0.724914,-0.317020,-0.802172,-0.505982,3.587715,0.787746,0.039449,0.775660,0.592677,0.354854,0.345227,0.473343,0.227451,0.168628,0.482353
74,0.000000,0.463940,0.798865,0.674729,-0.715518,0.403328,-0.570404,0.176762,0.090412,-0.980092,5.700283,0.616269,0.919474,0.395278,0.475210,0.845416,0.190847,0.695882,0.462745,0.792157,0.670588
75,0.000000,0.987308,0.825125,0.520560,-0.527758,0.666951,-0.525973,-0.438849,0.095837,-0.893435,5.535014,0.404830,0.406466,0.116961,0.238208,0.947728,0.041360,0.656602,0.992157,0.823530,0.517647
76,0.000000,0.952600,0.602919,0.431436,-0.381449,-0.674356,-0.632250,-0.185251,0.397390,-0.898757,3.374131,0.861098,0.551816,0.648274,1.598667,0.726958,0.362047,0.430989,0.956863,0.603922,0.427451
77,0.000000,0.018433,0.966170,0.874331,-0.576829,0.260698,-0.774148,0.855425,-0.052872,-0.515221,4.345781,0.260830,0.388199,0.037507,1.052203,0.648432,0.698555,0.338468,0.019608,0.964706,0.870588
78,0.000000,0.556881,0.207119,0.257973,0.189753,0.240925,-0.951814,0.340154,0.580477,-0.739825,4.702263,0.814601,0.917048,0.799218,1.391524,0.743184,0.811300,0.220238,0.552941,0.203922,0.254902
79,0.000000,0.689215,0.606018,0.096629,0.299632,0.237359,-0.924057,-0.730623,0.069463,-0.679239,2.626575,0.837279,0.950299,0.168021,1.594568,0.131477,0.058878,0.695276,0.686275,0.603922,0.098039
80,0.000000,0.971165,0.147571,0.565687,-0.663806,-0.159136,-0.730779,0.142244,-0.239654,-0.960381,2.457933,0.964041,0.831893,0.070147,1.029903,0.247502,0.101710,0.114202,0.968628,0.145098,0.556863
81,0.000000,0.349819,0.350575,0.037745,0.624965,0.215702,-0.750261,0.444544,0.395784,-0.803577,4.047107,0.397338,0.021410,0.278231,0.835873,0.218955,0.131269,0.705900,0.352941,0.352941,0.039216
82,0.000000,0.263503,0.737884,0.626235,-0.291547,0.457981,-0.839794,-0.475339,-0.578424,-0.662932,3.119412,0.226110,0.610231,0.275602,0.505678,0.473395,0.278875,0.570881,0.262745,0.733333,0.619608
83,0.000000,0.020689,0.539813,0.549577,-0.423953,-0.296567,-0.855753,0.204045,0.778247,-0.593883,3.419275,0.556588,0.775235,0.760260,0.772878,0.230297,0.166035,0.447196,0.023529,0.537255,0.545098
84,0.000000,0.403394,0.172276,0.299859,0.193938,0.086604,-0.977184,0.209246,-0.543163,-0.813136,2.190004,0.086531,0.795253,0.060750,0.735468,0.910057,0.299520,0.177361,0.403922,0.172549,0.298039
85,0.000000,0.743152,0.070907,0.808979,0.017784,-0.243397,-0.969764,-0.500768,-0.556743,-0.662773,3.420323,0.486606,0.583942,0.368891,0.104255,0.571857,0.402530,0.902988,0.741177,0.074510,0.803922
86,0.000000,0.289430,0.638284,0.275225,0.199342,0.619074,-0.759612,-0.328283,-0.011911,-0.944505,3.408599,0.232754,0.620924,0.503612,1.845593,0.301387,0.416040,0.174792,0.286275,0.639216,0.270588
87,0.000000,0.387008,0.484323,0.986279,0.412297,-0.575577,-0.706203,-0.292675,0.539089,-0.789762,0.944400,0.725128,0.148626,0.877528,1.120060,0.861291,0.321939,0.732498,0.384314,0.482353,0.976471
88,0.000000,0.134896,0.970208,0.442983,-0.491990,-0.563118,-0.663961,-0.532140,0.589139,-0.608065,4.861135,0.317000,0.838213,0.484131,1.647443,0.706722,0.155442,0.312023,0.133333,0.972549,0.443137
89,0.000000,0.372172,0.883292,0.977790,0.175208,0.345403,-0.921954,-0.053990,0.650507,-0.757579,3.868066,0.263815,0.128254,0.625686,1.825086,0.755719,0.402045,0.795168,0.372549,0.882353,0.972549
90,0.000000,0.698756,0.870206,0.750272,0.586702,0.613125,-0.529016,0.036687,-0.140956,-0.989336,4.740172,0.158982,0.943786,0.523537,0.382343,0.044285,0.344353,0.448275,0.698039,0.870588,0.745098
91,0.000000,0.381658,0.497620,0.296461,0.037043,-0.668360,-0.742915,0.308357,0.591124,-0.745311,1.031071,0.835652,0.935342,0.004018,1.962786,0.414088,0.592311,0.977397,0.384314,0.501961,0.294118
92,0.000000,0.986225,0.271204,0.425381,-0.531677,0.634905,-0.560549,0.002618,-0.418175,-0.908363,4.282324,0.495103,0.836848,0.938801,1.565078,0.887779,0.060782,0.860416,0.988235,0.274510,0.423529
93,0.000000,0.753566,0.779692,0.830709,-0.069208,0.187185,-0.979884,0.200126,-0.609291,-0.767277,2.897594,0.042751,0.420094,0.571606,0.265020,0.562103,0.396553,0.761434,0.749020,0.772549,0.827451
94,0.000000,0.112891,0.934148,0.894914,0.253445,-0.169013,-0.952471,0.560929,-0.480075,-0.674453,6.251145,0.804729,0.676928,0.389689,1.862656,0.597610,0.230682,0.497724,0.113726,0.929412,0.886275
95,0.000000,0.120947,0.332365,0.119751,-0.378421,0.058605,-0.923777,-0.616626,0.571979,-0.540936,3.503376,0.071158,0.898064,0.209891,1.355182,0.023498,0.111196,0.317665,0.121569,0.329412,0.117647
96,0.000000,0.090838,0.692200,0.181673,0.761254,-0.336397,-0.554373,-0.380613,-0.292648,-0.877206,1.840386,0.711963,0.792870,0.929162,1.746967,0.579930,0.586803,0.787165,0.090196,0.686275,0.176471
97,0.000000,0.185402,0.777179,0.249413,-0.717857,0.283154,-0.636007,0.247633,0.560788,-0.790060,3.781768,0.958202,0.509662,0.944551,0.007091,0.784101,0.711883,0.412330,0.188235,0.776471,0.247059
98,0.000000,0.843343,0.233542,0.077556,0.559611,0.448347,-0.697009,-0.064871,-0.111625,-0.991631,0.309648,0.003588,0.458401,0.994950,1.727566,0.343316,0.047679,0.626192,0.843137,0.231373,0.078431
99,0.000000,0.239190,0.661043,0.517597,-0.851149,-0.093536,-0.516524,0.497720,0.533601,-0.683773,6.219595,0.969952,0.635422,0.503244,1.518292,0.334383,0.400520,0.056494,0.239216,0.662745,0.517647
100,0.000000,0.824650,0.000092,0.348073,-0.752321,-0.037259,-0.657743,-0.336202,-0.721972,-0.604751,4.148626,0.458932,0.208490,0.186692,0.518583,0.207697,0.096222,0.864729,0.819608,0.000000,0.345098
101,0.000000,0.995344,0.842168,0.679344,0.291438,-0.312582,-0.904078,-0.131954,0.031751,-0.990747,5.697960,0.043037,0.995290,0.024607,0.785504,0.275055,0.721453,0.496515,0.996079,0.839216,0.674510
102,0.000000,0.729834,0.452392,0.012024,-0.384616,0.051668,-0.921629,-0.738721,0.050164,-0.672142,6.075846,0.359993,0.599426,0.283459,0.364629,0.090682,0.193896,0.938995,0.729412,0.447059,0.011765
103,0.000000,0.627429,0.675745,0.703356,0.222358,-0.595619,-0.771878,0.228301,0.284051,-0.931233,1.161673,0.274550,0.728479,0.822195,0.384041,0.638802,0.929294,0.546032,0.623529,0.670588,0.694118
104,0.000000,0.131086,0.017534,0.418388,0.166239,-0.035647,-0.985441,-0.225821,-0.126416,-0.965932,4.240217,0.532594,0.769812,0.899086,1.271744,0.110938,0.105492,0.142216,0.133333,0.019608,0.415686
105,0.000000,0.117077,0.844335,0.601667,0.566214,-0.631709,-0.529477,-0.403023,-0.214776,-0.889631,0.791039,0.386582,0.315454,0.724966,1.783070,0.109088,0.169034,0.846531,0.117647,0.843137,0.596079
106,0.000000,0.875542,0.929561,0.416256,-0.175786,-0.668863,-0.722303,0.541732,-0.361781,-0.758710,2.174981,0.065543,0.505798,0.584054,0.303374,0.579532,0.660590,0.704937,0.874510,0.925490,0.415686
107,0.000000,0.007624,0.397398,0.087651,-0.289292,-0.504906,-0.813253,-0.601143,-0.551393,-0.578440,2.865730,0.782955,0.167909,0.279463,1.846646,0.500706,0.787741,0.369618,0.011765,0.400000,0.090196
108,0.000000,0.069243,0.546151,0.810407,-0.481950,0.531464,-0.696614,-0.532773,-0.667028,-0.520794,4.095273,0.386137,0.927179,0.325481,0.989444,0.701813,0.023360,0.983836,0.074510,0.545098,0.803922
109,0.000000,0.332725,0.294977,0.655934,-0.630876,-0.045412,-0.774554,-0.138398,-0.107877,-0.984484,4.900146,0.117724,0.161023,0.305415,1.167717,0.006253,0.416128,0.040558,0.329412,0.290196,0.650980
110,0.000000,0.347966,0.927177,0.624190,0.136753,0.742431,-0.655817,-0.616766,-0.087732,-0.782242,3.081560,0.971567,0.361954,0.124206,0.092058,0.930629,0.957131,0.098499,0.345098,0.921569,0.619608
111,0.000000,0.238679,0.423433,0.310502,0.730233,-0.175117,-0.660374,0.400008,0.332641,-0.854016,2.613132,0.239047,0.499665,0.106992,1.439931,0.426622,0.623240,0.875927,0.235294,0.419608,0.309804
112,0.000000,0.152890,0.772157,0.591859,-0.070872,0.849291,-0.523147,-0.299590,0.284418,-0.910688,0.147053,0.175391,0.941952,0.297065,0.696726,0.088410,0.856877,0.680741,0.149020,0.768628,0.584314
113,0.000000,0.712027,0.179485,0.825950,-0.327342,0.750194,-0.574506,0.150014,-0.268893,-0.951416,1.638034,0.645791,0.847673,0.012564,1.784770,0.948105,0.192007,0.126076,0.713726,0.180392,0.823530
114,0.000000,0.391602,0.415251,0.292794,-0.662009,0.482762,-0.573310,0.581579,0.592888,-0.557001,2.356753,0.428989,0.739788,0.452842,0.018859,0.796943,0.178164,0.483306,0.392157,0.411765,0.290196
115,0.000000,0.715807,0.619562,0.931550,0.481347,0.033428,-0.875893,-0.134362,-0.133898,-0.981844,0.072384,0.874358,0.979782,0.742597,1.538038,0.689143,0.959424,0.375028,0.713726,0.619608,0.929412
116,0.000000,0.993875,0.438900,0.143965,0.136186,-0.577998,-0.804594,-0.274298,-0.772296,-0.572992,6.193960,0.492847,0.371672,0.619642,0.005350,0.248910,0.353262,0.609238,0.996079,0.435294,0.145098
117,0.000000,0.956790,0.746325,0.277135,0.157768,0.455876,-0.875949,-0.774634,0.371677,-0.511662,3.160068,0.715808,0.048672,0.611763,0.951878,0.206435,0.393774,0.316776,0.956863,0.745098,0.274510
118,0.000000,0.792520,0.142345,0.263727,-0.385294,-0.438341,-0.812038,-0.229165,-0.183275,-0.955978,3.249331,0.828623,0.264681,0.963110,0.811019,0.430526,0.546472,0.090185,0.788235,0.141177,0.258824
119,0.000000,0.704737,0.394061,0.769729,0.106486,-0.785779,-0.609272,0.084038,0.171948,-0.981515,5.638742,0.629627,0.199949,0.246240,1.562990,0.101077,0.469566,0.712611,0.701961,0.388235,0.764706
120,0.000000,0.199321,0.514727,0.558463,-0.416743,-0.081753,-0.905341,0.272992,-0.008944,-0.961975,1.243224,0.780707,0.872807,0.374439,0.298101,0.430277,0.919188,0.391844,0.196078,0.513726,0.552941
121,0.000000,0.843407,0.953061,0.965177,-0.815477,0.180935,-0.549782,-0.397051,0.309516,-0.864031,5.361368,0.843872,0.726248,0.771423,1.130066,0.162525,0.528393,0.152848,0.839216,0.952941,0.956863
122,0.000000,0.286511,0.957047,0.545764,0.218948,-0.064271,-0.973618,-0.430870,-0.580911,-0.690575,2.971380,0.965466,0.105156,0.880640,1.463014,0.895466,0.559266,0.675884,0.282353,0.956863,0.545098
123,0.000000,0.812140,0.651037,0.151204,0.169556,0.162166,-0.972087,0.642818,-0.513396,-0.568515,4.125111,0.862526,0.041412,0.610741,1.093667,0.376744,0.789819,0.396961,0.807843,0.654902,0.152941
124,0.000000,0.704824,0.202242,0.197126,-0.175950,-0.260079,-0.949421,-0.459526,-0.400940,-0.792517,4.951621,0.297841,0.660540,0.085976,0.568597,0.010313,0.788852,0.671305,0.705882,0.203922,0.196078
