sampleNumber,e,m_r,m_g,m_b,n_x,n_y,n_z,l_x,l_y,l_z,i_d,d_r,d_g,d_b,i_a,a_r,a_g,a_b,v_r,v_g,v_b
63,0.000000,0.406413,0.250202,0.997550,0.574553,-0.476516,-0.665449,0.186010,0.189424,-0.964116,94.664950,0.658802,0.357183,0.303641,78.480020,0.013530,0.309364,0.724002,0.003922,0.003922,0.819608
64,0.000000,0.574650,0.569331,0.218494,0.038777,0.802838,-0.594936,0.232888,-0.169660,-0.957590,177.395900,0.303571,0.490403,0.988438,87.652180,0.774828,0.382813,0.431573,0.317647,0.164706,0.011765
65,0.000000,0.183503,0.170290,0.326785,-0.752071,0.053522,-0.656905,0.175103,-0.817476,-0.548701,192.812200,0.960351,0.140935,0.258476,15.652360,0.229860,0.516286,0.053854,0.003922,0.003922,0.000000
66,0.000000,0.968295,0.439207,0.829746,0.104980,-0.679910,-0.725742,-0.739193,0.206683,-0.640996,184.816700,0.824650,0.445536,0.988074,62.041890,0.437235,0.057863,0.303517,0.521569,0.003922,0.329412
67,0.000000,0.930048,0.813914,0.227545,0.467349,-0.479841,-0.742521,0.671192,-0.326229,-0.665640,108.341900,0.640312,0.291601,0.398972,41.604260,0.965513,0.525769,0.085646,0.662745,0.235294,0.000000
68,0.000000,0.176747,0.026395,0.098654,-0.007451,-0.156628,-0.987630,0.654244,0.451029,-0.607073,365.873800,0.406196,0.149716,0.515802,51.687450,0.480441,0.154853,0.832427,0.003922,0.000000,0.000000
69,0.000000,0.099445,0.703515,0.515160,0.200331,0.739679,-0.642451,-0.080003,0.674673,-0.733769,105.511200,0.130785,0.668498,0.124569,90.071230,0.334567,0.850561,0.855304,0.000000,0.600000,0.278431
70,0.000000,0.898894,0.738109,0.399897,0.551927,-0.487940,-0.676234,-0.019152,0.807551,-0.589486,76.127540,0.049587,0.372735,0.160765,116.331700,0.582236,0.911611,0.874218,0.756863,0.768628,0.203922
71,0.000000,0.342174,0.157005,0.480152,-0.542589,0.535902,-0.646844,0.746784,-0.128862,-0.652463,369.874800,0.413577,0.303066,0.488236,20.699940,0.332287,0.106153,0.927234,0.000000,0.000000,0.035294
72,0.000000,0.986503,0.704950,0.824187,0.141617,-0.429293,-0.891993,0.023171,0.820379,-0.571351,266.562500,0.472218,0.986010,0.815659,76.264440,0.393408,0.561724,0.957362,0.486275,0.396079,0.752941
73,0.000000,0.615735,0.268305,0.304504,-0.523772,-0.581643,-0.622379,0.515204,-0.133406,-0.846621,201.527800,0.281775,0.767699,0.575315,10.142730,0.432434,0.370528,0.446725,0.007843,0.003922,0.003922
74,0.000000,0.815587,0.872611,0.374492,0.338535,0.682008,-0.648275,0.225985,0.413459,-0.882033,28.748210,0.557965,0.106095,0.199998,69.818910,0.817372,0.319392,0.400917,0.560784,0.258824,0.023529
75,0.000000,0.347349,0.996012,0.765568,-0.141640,0.332753,-0.932316,-0.034657,0.219296,-0.975043,303.579100,0.623163,0.752857,0.784179,29.039610,0.475236,0.087171,0.997216,0.054902,0.768628,0.690196
76,0.000000,0.288925,0.930507,0.544773,0.623979,-0.309593,-0.717497,-0.254705,-0.071816,-0.964348,30.627280,0.483185,0.344655,0.720887,59.146050,0.901071,0.631892,0.222922,0.039216,0.498039,0.043137
77,0.000000,0.561527,0.212291,0.121506,0.441564,-0.206124,-0.873232,0.846178,0.067186,-0.528648,19.530840,0.330656,0.383978,0.700079,35.176070,0.247220,0.566314,0.826191,0.011765,0.000000,0.000000
78,0.000000,0.500666,0.267427,0.202260,-0.097784,0.473836,-0.875167,-0.657362,0.130232,-0.742237,317.264200,0.371030,0.110668,0.939145,85.699950,0.124053,0.022050,0.173866,0.043137,0.000000,0.019608
79,0.000000,0.549166,0.988101,0.528506,0.527107,-0.155053,-0.835534,0.108965,0.263904,-0.958374,158.379700,0.347041,0.086631,0.206372,93.706870,0.466093,0.520665,0.355688,0.196078,0.705882,0.121569
80,0.000000,0.710022,0.483994,0.301684,0.092905,-0.550948,-0.829352,-0.489293,-0.553842,-0.673685,16.573190,0.725409,0.056175,0.784003,70.346630,0.131551,0.551659,0.346814,0.062745,0.109804,0.007843
81,0.000000,0.634601,0.205607,0.259046,0.700717,0.165238,-0.694041,-0.136013,0.327488,-0.935015,64.057600,0.109642,0.727629,0.732979,75.000340,0.011036,0.343397,0.613865,0.003922,0.007843,0.023529
82,0.000000,0.754638,0.622759,0.702911,-0.543721,-0.601047,-0.585756,-0.600186,0.038005,-0.798957,106.928100,0.915941,0.508934,0.016744,66.322020,0.583360,0.736460,0.123264,0.498039,0.301961,0.035294
83,0.000000,0.710134,0.739132,0.510775,-0.010603,-0.068222,-0.997614,-0.334028,-0.536367,-0.775072,361.698400,0.455299,0.975356,0.420647,58.023300,0.656045,0.114424,0.470877,0.396079,0.713726,0.137255
84,0.000000,0.956717,0.511856,0.092002,-0.425412,0.201330,-0.882322,-0.591669,0.416755,-0.690104,138.065100,0.923521,0.675285,0.525005,39.577680,0.728626,0.514065,0.308841,0.839216,0.121569,0.000000
85,0.000000,0.818852,0.885698,0.021548,-0.111745,0.244879,-0.963093,0.501576,-0.559330,-0.659979,228.946800,0.937321,0.714300,0.763457,72.077830,0.438949,0.704646,0.445111,0.564706,0.729412,0.000000
86,0.000000,0.111020,0.649875,0.032807,0.435454,-0.731768,-0.524305,0.295040,-0.147554,-0.944023,12.154250,0.300817,0.098708,0.869349,79.518080,0.264063,0.296412,0.917705,0.000000,0.133333,0.000000
87,0.000000,0.220045,0.927971,0.042785,-0.608453,0.248961,-0.753527,-0.295325,-0.506549,-0.810057,370.847700,0.612999,0.683356,0.000552,99.535770,0.254292,0.634181,0.198790,0.007843,0.992157,0.000000
88,0.000000,0.777655,0.851580,0.326206,0.226133,0.739709,-0.633793,0.286894,0.394563,-0.872933,32.506210,0.361442,0.715946,0.426522,26.894200,0.262404,0.185659,0.805456,0.050980,0.090196,0.007843
89,0.000000,0.779196,0.656731,0.208533,-0.610875,-0.566395,-0.553199,0.234830,0.109833,-0.965811,111.869700,0.557981,0.378837,0.700959,114.132800,0.137735,0.907975,0.761801,0.168628,0.611765,0.031373
90,0.000000,0.676309,0.512480,0.387227,0.386360,0.251422,-0.887419,-0.261219,-0.569837,-0.779134,155.654600,0.080891,0.303555,0.618282,86.652570,0.043656,0.389769,0.281566,0.007843,0.113726,0.039216
91,0.000000,0.847928,0.215797,0.241762,-0.404909,-0.263528,-0.875558,0.464486,-0.264683,-0.845101,46.586940,0.467810,0.269356,0.425415,82.285770,0.848618,0.048353,0.451792,0.725490,0.003922,0.007843
92,0.000000,0.097730,0.831929,0.067348,0.187584,0.804381,-0.563722,0.340016,0.013360,-0.940325,135.356800,0.514101,0.865254,0.972279,119.162800,0.901605,0.381033,0.979611,0.007843,0.635294,0.007843
93,0.000000,0.516973,0.552209,0.576176,0.147592,-0.161324,-0.975803,-0.162661,0.380292,-0.910450,307.651900,0.491699,0.112979,0.861885,63.392350,0.659838,0.212831,0.254243,0.207843,0.035294,0.325490
94,0.000000,0.384755,0.507678,0.915777,-0.174717,0.024299,-0.984319,0.413022,0.752650,-0.512768,162.564300,0.830747,0.936240,0.251852,9.858327,0.684054,0.663445,0.378234,0.019608,0.078431,0.039216
95,0.000000,0.620406,0.240390,0.122796,-0.500235,-0.703438,-0.504915,0.824018,0.034838,-0.565492,164.122900,0.516709,0.535944,0.612609,32.373930,0.678374,0.339323,0.246748,0.109804,0.000000,0.000000
96,0.000000,0.092357,0.464755,0.233697,0.490887,-0.574496,-0.654969,-0.573061,0.163985,-0.802939,298.537400,0.291254,0.385589,0.312765,2.798209,0.254657,0.441081,0.279814,0.000000,0.000000,0.000000
97,0.000000,0.258293,0.713904,0.645985,0.650914,0.145283,-0.745120,-0.769604,0.258956,-0.583654,306.309800,0.031282,0.942352,0.806529,63.218260,0.109264,0.600616,0.438634,0.003922,0.282353,0.160784
98,0.000000,0.000746,0.816655,0.846442,-0.123696,0.234302,-0.964262,0.144986,0.599207,-0.787356,79.969410,0.985939,0.535461,0.108969,57.105470,0.423494,0.283899,0.776951,0.000000,0.215686,0.466667
99,0.000000,0.112011,0.993711,0.338778,-0.164121,0.721804,-0.672357,-0.544495,-0.657893,-0.520291,245.544600,0.820008,0.464304,0.761122,70.559780,0.594167,0.882084,0.314339,0.000000,0.890196,0.011765
100,0.000000,0.217927,0.355529,0.726457,-0.200010,0.745166,-0.636178,-0.456874,-0.315540,-0.831686,172.085600,0.966427,0.216432,0.449052,58.870200,0.593044,0.627619,0.888331,0.011765,0.039216,0.419608
101,0.000000,0.773269,0.907222,0.824320,0.417778,-0.755540,-0.504600,0.513610,-0.455977,-0.726836,14.927600,0.310087,0.259686,0.180154,15.326410,0.704598,0.737599,0.672318,0.086275,0.141177,0.094118
102,0.000000,0.044028,0.426261,0.629047,0.584588,0.045232,-0.810069,-0.139048,0.339471,-0.930282,63.272980,0.644063,0.628604,0.396252,98.518390,0.925240,0.755826,0.111711,0.000000,0.184314,0.047059
103,0.000000,0.686753,0.887836,0.866548,0.128504,-0.031915,-0.991195,-0.769814,0.382115,-0.511248,2.695507,0.463557,0.599882,0.554283,48.385640,0.670076,0.672386,0.257208,0.215686,0.388235,0.133333
104,0.000000,0.754408,0.494210,0.692596,0.591117,-0.593143,-0.546592,-0.212287,0.309868,-0.926777,359.705000,0.511366,0.476532,0.279535,35.712070,0.906329,0.958844,0.423375,0.309804,0.117647,0.105882
105,0.000000,0.730667,0.744876,0.694556,0.293953,-0.451533,-0.842443,-0.614015,-0.512938,-0.599900,57.894550,0.389272,0.233054,0.043059,50.039150,0.931825,0.889085,0.653711,0.372549,0.364706,0.223529
106,0.000000,0.827792,0.071565,0.619034,-0.451744,0.140433,-0.881025,0.030276,-0.191650,-0.980996,131.445300,0.829241,0.681737,0.835046,37.862370,0.199317,0.487683,0.992093,0.309804,0.000000,0.317647
107,0.000000,0.170527,0.526938,0.054304,0.646177,-0.137866,-0.750632,0.031535,0.095230,-0.994956,189.341000,0.724933,0.439034,0.368966,77.684540,0.795305,0.494751,0.850596,0.011765,0.168628,0.003922
108,0.000000,0.355630,0.172256,0.657566,-0.007727,0.836215,-0.548347,-0.419187,0.235898,-0.876718,24.784830,0.715141,0.642898,0.193821,96.015370,0.832233,0.500881,0.005252,0.129412,0.007843,0.003922
109,0.000000,0.867389,0.304245,0.992669,0.643385,0.531606,-0.550863,0.422975,-0.352565,-0.834739,86.073270,0.236724,0.144044,0.625183,52.310060,0.928812,0.101666,0.364218,0.537255,0.000000,0.368628
110,0.000000,0.275972,0.914450,0.740007,0.092827,-0.391397,-0.915528,0.445651,0.027259,-0.894792,288.734400,0.881957,0.493891,0.515217,89.467490,0.534746,0.631993,0.578112,0.090196,0.862745,0.533333
111,0.000000,0.370710,0.435349,0.284772,-0.590597,0.072255,-0.803726,-0.784785,-0.210534,-0.582913,232.973900,0.203100,0.723237,0.616340,41.645240,0.377185,0.665561,0.384320,0.007843,0.145098,0.015686
112,0.000000,0.493166,0.980399,0.614543,0.209758,-0.720421,-0.661056,-0.217217,-0.298112,-0.929487,280.396500,0.257283,0.878965,0.865403,26.110080,0.360473,0.078738,0.904518,0.015686,0.749020,0.384314
113,0.000000,0.029484,0.993291,0.050258,0.360186,0.141763,-0.922046,-0.184274,-0.817092,-0.546264,78.652550,0.459772,0.888373,0.086450,34.274650,0.120212,0.105620,0.804156,0.000000,0.149020,0.000000
114,0.000000,0.495708,0.364841,0.488360,0.367082,0.419415,-0.830266,-0.105284,0.821259,-0.560758,277.779300,0.117279,0.242311,0.871178,95.760930,0.497097,0.061405,0.380075,0.156863,0.003922,0.278431
115,0.000000,0.022524,0.832853,0.271273,-0.755242,0.123674,-0.643673,-0.837114,0.013734,-0.546856,297.702700,0.460227,0.743407,0.505474,8.201423,0.011122,0.229180,0.325068,0.000000,0.513726,0.007843
116,0.000000,0.151048,0.394805,0.928252,0.131637,-0.694654,-0.707197,-0.581774,0.319607,-0.747924,29.997610,0.889078,0.873072,0.370599,99.409380,0.692092,0.716837,0.382198,0.007843,0.145098,0.498039
117,0.000000,0.941036,0.891727,0.089016,-0.183538,0.422061,-0.887794,0.624679,-0.382382,-0.680853,214.079800,0.329679,0.253031,0.845099,8.193126,0.057688,0.452826,0.088040,0.011765,0.039216,0.000000
118,0.000000,0.143203,0.044006,0.191739,0.328910,0.072935,-0.941541,-0.812422,-0.244510,-0.529326,168.650600,0.465912,0.075874,0.950670,92.060790,0.382631,0.266354,0.479706,0.000000,0.000000,0.003922
119,0.000000,0.536502,0.998943,0.605812,-0.325971,-0.164123,-0.931024,-0.550429,0.536840,-0.639399,179.269500,0.227035,0.141356,0.157404,7.066941,0.214222,0.389894,0.605194,0.000000,0.027451,0.007843
120,0.000000,0.617067,0.357037,0.708044,0.563828,0.440985,-0.698306,0.570803,-0.429461,-0.699820,283.801300,0.175999,0.343552,0.506726,62.498600,0.498317,0.215452,0.499323,0.168628,0.007843,0.313726
121,0.000000,0.445264,0.270109,0.725813,-0.554402,-0.028547,-0.831759,-0.798752,0.143765,-0.584232,60.233000,0.055731,0.591706,0.261002,31.995180,0.552405,0.408272,0.401763,0.023529,0.003922,0.094118
122,0.000000,0.709664,0.314189,0.072701,0.304532,-0.706489,-0.638854,-0.294317,0.538498,-0.789556,182.188900,0.277672,0.130647,0.364718,16.776290,0.674663,0.613770,0.896908,0.066667,0.000000,0.000000
123,0.000000,0.935508,0.396928,0.929114,-0.350867,0.666707,-0.657567,-0.506963,-0.191947,-0.840324,115.431500,0.237464,0.063053,0.535719,15.926990,0.644922,0.165885,0.449192,0.149020,0.003922,0.164706
124,0.000000,0.927555,0.851947,0.713692,0.424031,0.090365,-0.901128,-0.741180,0.227921,-0.631430,267.610900,0.346951,0.401291,0.531788,18.732680,0.760647,0.449615,0.052569,0.223529,0.117647,0.027451
