sampleNumber,e,m_r,m_g,m_b,n_x,n_y,n_z,l_x,l_y,l_z,i_d,d_r,d_g,d_b,i_a,a_r,a_g,a_b,v_r,v_g,v_b
19,0.000000,0.309542,0.490084,0.516991,0.173872,0.801143,-0.572660,0.626531,0.297511,-0.720379,4.611640,0.838306,0.960912,0.605906,1.898136,0.419181,0.559288,0.997990,0.564706,0.701961,0.713726
20,0.000000,0.937987,0.422938,0.758683,-0.297400,-0.571317,-0.764951,-0.369426,-0.360313,-0.856562,2.065335,0.504864,0.489390,0.961211,1.059336,0.765637,0.978243,0.338621,0.964706,0.650980,0.862745
21,0.000000,0.662143,0.612792,0.243985,0.104810,0.276246,-0.955355,-0.143063,-0.156247,-0.977302,4.246356,0.360782,0.213242,0.001516,1.815957,0.244898,0.883917,0.727831,0.815686,0.780392,0.505882
22,0.000000,0.623880,0.039353,0.341661,0.640067,0.000709,-0.768319,0.042383,0.764881,-0.642775,1.095290,0.633255,0.035398,0.618082,1.994718,0.110989,0.971032,0.631994,0.784314,0.254902,0.584314
23,0.000000,0.628073,0.011634,0.113365,-0.351084,0.497658,-0.793143,0.193668,0.276067,-0.941424,5.443628,0.135186,0.254915,0.011009,1.887202,0.765324,0.501806,0.867441,0.788235,0.141177,0.360784
24,0.000000,0.597716,0.545321,0.668923,-0.707291,0.319996,-0.630351,-0.241123,-0.155207,-0.958003,0.999074,0.433342,0.099896,0.728123,1.134392,0.600818,0.262024,0.002112,0.772549,0.741177,0.815686
25,0.000000,0.562986,0.736059,0.217051,-0.363431,-0.557712,-0.746241,0.238323,0.269568,-0.933025,3.201640,0.084247,0.647542,0.637264,1.359775,0.689284,0.294660,0.264712,0.749020,0.854902,0.478431
26,0.000000,0.203450,0.597606,0.988412,0.681917,0.435801,-0.587424,-0.026485,0.583852,-0.811428,3.807816,0.363436,0.299856,0.833379,1.029451,0.238258,0.222520,0.652541,0.466667,0.768628,0.984314
27,0.000000,0.902956,0.147739,0.273388,0.436327,0.526638,-0.729569,-0.857136,0.032904,-0.514039,5.395103,0.144388,0.256341,0.135851,0.060430,0.745025,0.494383,0.224859,0.945098,0.403922,0.533333
28,0.000000,0.437560,0.760129,0.881181,0.148219,0.715860,-0.682332,-0.102605,0.045754,-0.993669,2.084958,0.719097,0.943824,0.205574,0.390222,0.179002,0.619443,0.195402,0.662745,0.866667,0.933333
29,0.000000,0.996543,0.799337,0.615979,-0.282660,0.649847,-0.705551,0.066398,-0.735410,-0.674362,0.137781,0.188768,0.319120,0.758458,1.689582,0.750850,0.049223,0.370721,0.992157,0.894118,0.784314
30,0.000000,0.514779,0.139792,0.981770,-0.654848,0.107282,-0.748108,-0.642373,-0.303753,-0.703627,1.678564,0.079034,0.285438,0.269883,0.012214,0.404500,0.714989,0.751535,0.713726,0.396079,0.984314
31,0.000000,0.102770,0.727274,0.349239,0.120319,0.662505,-0.739331,0.718785,-0.055442,-0.693018,3.174014,0.825808,0.701996,0.067813,0.258392,0.433546,0.570483,0.240859,0.352941,0.850981,0.596079
32,0.000000,0.161416,0.342899,0.889683,0.380308,-0.469736,-0.796690,-0.032220,-0.860757,-0.507995,0.133474,0.505043,0.533844,0.189472,1.622134,0.093913,0.440331,0.013446,0.419608,0.592157,0.941177
33,0.000000,0.886514,0.405744,0.377628,0.386523,-0.202458,-0.899784,-0.144727,0.302546,-0.942083,2.270407,0.178852,0.104201,0.306443,1.371309,0.766469,0.077999,0.623580,0.937255,0.639216,0.615686
34,0.000000,0.190973,0.345967,0.065454,-0.551669,-0.207361,-0.807875,-0.447866,0.078416,-0.890655,6.248296,0.820856,0.950386,0.544440,0.689681,0.066186,0.161350,0.613154,0.454902,0.596079,0.294118
35,0.000000,0.267513,0.761668,0.611380,0.742143,-0.242472,-0.624845,0.330575,0.354615,-0.874625,1.997768,0.873025,0.571723,0.794004,1.510258,0.846388,0.588008,0.609060,0.529412,0.874510,0.776471
36,0.000000,0.687490,0.512672,0.261589,0.696530,0.464512,-0.546877,-0.055707,0.312633,-0.948239,3.957569,0.720315,0.857585,0.367905,1.209012,0.757258,0.725702,0.065845,0.823530,0.717647,0.521569
37,0.000000,0.653805,0.041618,0.123441,0.106545,0.686842,-0.718954,-0.763856,-0.352863,-0.540382,3.858229,0.358759,0.520865,0.931578,1.015345,0.701111,0.223085,0.221613,0.807843,0.262745,0.376471
38,0.000000,0.753395,0.178680,0.831191,-0.480202,-0.077658,-0.873714,0.104412,0.332459,-0.937320,5.614657,0.042603,0.214881,0.671051,0.052942,0.115829,0.255914,0.265722,0.858824,0.435294,0.901961
39,0.000000,0.834377,0.969870,0.416562,0.415037,-0.372499,-0.830053,-0.414434,0.585966,-0.696339,5.452222,0.491652,0.400102,0.506109,0.832874,0.493332,0.231019,0.819011,0.905882,0.980392,0.643137
40,0.000000,0.504088,0.709057,0.865664,0.010991,-0.307740,-0.951407,0.273349,-0.287101,-0.918071,1.932496,0.601651,0.404158,0.533867,1.229074,0.568106,0.846696,0.405700,0.713726,0.843137,0.929412
41,0.000000,0.636467,0.429407,0.432212,-0.689672,0.291687,-0.662775,-0.151182,0.446924,-0.881705,3.832393,0.748486,0.351913,0.030791,0.390041,0.460716,0.565056,0.580568,0.792157,0.658824,0.658824
42,0.000000,0.059027,0.207397,0.835436,0.185391,-0.119250,-0.975402,-0.502233,0.682303,-0.531248,1.343473,0.940065,0.977667,0.102017,0.953730,0.132083,0.099934,0.806410,0.286275,0.470588,0.901961
43,0.000000,0.159732,0.375530,0.484397,0.553941,-0.622408,-0.552954,0.209026,0.184852,-0.960280,4.878046,0.903044,0.792667,0.032724,0.370048,0.046176,0.705236,0.343776,0.415686,0.615686,0.698039
44,0.000000,0.952727,0.047650,0.313523,0.171000,-0.676363,-0.716444,0.845716,0.131549,-0.517164,2.123457,0.847770,0.770615,0.399618,1.566332,0.682680,0.752333,0.409114,0.972549,0.270588,0.564706
45,0.000000,0.808159,0.849804,0.519169,-0.449318,0.196611,-0.871469,-0.546826,-0.605428,-0.578306,2.736001,0.121221,0.980216,0.659458,1.079942,0.441102,0.310685,0.068964,0.898039,0.921569,0.721569
46,0.000000,0.517911,0.239001,0.089458,0.251845,0.157632,-0.954844,0.004015,0.783774,-0.621033,0.701538,0.128309,0.655007,0.042475,0.938671,0.579254,0.496863,0.465094,0.717647,0.498039,0.329412
47,0.000000,0.451677,0.262708,0.981176,0.066155,0.621549,-0.780577,0.555355,-0.412004,-0.722381,5.350507,0.277202,0.443677,0.040579,0.128625,0.769711,0.650246,0.880615,0.674510,0.525490,0.988235
48,0.000000,0.222927,0.957581,0.822311,-0.660390,0.365062,-0.656213,-0.230187,-0.729930,-0.643597,2.361456,0.225666,0.614161,0.126696,1.301708,0.716066,0.891592,0.664614,0.486275,0.976471,0.905882
49,0.000000,0.846180,0.821244,0.491239,-0.612287,-0.363948,-0.701888,-0.058442,0.702893,-0.708890,4.618698,0.358482,0.836792,0.561928,0.099797,0.704082,0.080169,0.517015,0.917647,0.901961,0.698039
50,0.000000,0.225605,0.216048,0.638801,-0.039489,-0.186012,-0.981754,0.861065,-0.079463,-0.502248,1.543196,0.875307,0.318916,0.910580,1.685552,0.077555,0.628181,0.825373,0.490196,0.482353,0.796079
51,0.000000,0.780190,0.412374,0.764230,0.625026,-0.440602,-0.644369,-0.443610,-0.198018,-0.874070,2.786617,0.279667,0.465927,0.268919,1.314736,0.018468,0.407515,0.826781,0.882353,0.647059,0.866667
52,0.000000,0.663962,0.589113,0.264087,-0.401063,-0.157097,-0.902480,-0.244851,-0.782182,-0.572921,4.852696,0.820125,0.970092,0.127470,1.447315,0.277223,0.552732,0.550405,0.811765,0.764706,0.525490
53,0.000000,0.534339,0.872384,0.786107,0.592483,0.135245,-0.794150,0.313114,0.385472,-0.867970,1.079074,0.953826,0.946583,0.581118,0.742599,0.850445,0.886444,0.606483,0.733333,0.933333,0.882353
54,0.000000,0.616419,0.436014,0.229702,-0.710932,0.194829,-0.675735,-0.253140,-0.101109,-0.962132,5.337466,0.968365,0.029543,0.005967,1.011415,0.922878,0.243970,0.909343,0.780392,0.658824,0.490196
55,0.000000,0.855661,0.581628,0.705655,-0.043030,-0.397249,-0.916702,-0.400356,-0.363800,-0.841050,2.217101,0.190207,0.300299,0.513547,1.574582,0.436137,0.998944,0.293487,0.917647,0.760784,0.827451
56,0.000000,0.020798,0.251739,0.462162,-0.817232,0.285107,-0.500845,-0.370513,0.421379,-0.827744,2.424817,0.037607,0.692081,0.665945,0.590653,0.036418,0.867047,0.040126,0.196078,0.517647,0.682353
57,0.000000,0.580788,0.149961,0.459373,-0.504284,0.054547,-0.861813,0.380352,-0.531633,-0.756769,2.775538,0.626019,0.190062,0.397318,1.615597,0.786432,0.773198,0.703871,0.760784,0.407843,0.674510
58,0.000000,0.852923,0.963441,0.875052,-0.308860,-0.632287,-0.710506,0.042434,0.734684,-0.677081,1.159525,0.067160,0.769416,0.084127,0.636169,0.129186,0.931103,0.289739,0.917647,0.976471,0.925490
59,0.000000,0.487568,0.970135,0.804003,0.336052,0.415258,-0.845358,-0.669294,-0.186517,-0.719206,0.570648,0.458851,0.440624,0.632903,0.037280,0.175206,0.293758,0.974122,0.698039,0.980392,0.886275
60,0.000000,0.916209,0.087870,0.217328,-0.471874,0.671880,-0.570887,-0.484850,-0.044418,-0.873469,6.149260,0.836142,0.132439,0.001656,1.815566,0.293165,0.872446,0.537202,0.952941,0.333333,0.478431
61,0.000000,0.624494,0.931485,0.416039,0.127777,0.285283,-0.949888,0.381419,0.200534,-0.902389,3.149890,0.260715,0.247948,0.104721,0.995986,0.652799,0.208494,0.019029,0.788235,0.960784,0.647059
62,0.000000,0.436546,0.133327,0.898542,0.053673,-0.484961,-0.872887,-0.481051,0.279014,-0.831109,5.331606,0.316079,0.433523,0.019855,1.327590,0.772520,0.323651,0.350547,0.662745,0.388235,0.941177
63,0.000000,0.023336,0.045573,0.683222,0.790740,-0.316462,-0.524007,0.291102,0.574034,-0.765340,4.144674,0.682710,0.737633,0.342854,0.740773,0.702706,0.734429,0.120972,0.203922,0.266667,0.823530
64,0.000000,0.571082,0.746723,0.272103,0.530534,-0.487015,-0.693794,0.528625,0.661142,-0.532398,0.489053,0.550518,0.093953,0.835562,0.632127,0.615889,0.868868,0.683846,0.756863,0.862745,0.529412
65,0.000000,0.769482,0.174895,0.423487,0.503911,-0.619632,-0.601772,0.565831,-0.581321,-0.584724,1.552869,0.477733,0.839805,0.115317,0.002253,0.085250,0.117478,0.344787,0.870588,0.435294,0.650980
66,0.000000,0.349968,0.948787,0.482615,0.717239,-0.313563,-0.622292,0.068118,-0.219814,-0.973161,1.385577,0.324745,0.894093,0.457863,1.788977,0.400189,0.413435,0.246772,0.600000,0.972549,0.694118
67,0.000000,0.641035,0.718857,0.746801,0.446382,-0.343428,-0.826318,0.739365,0.204774,-0.641411,1.866382,0.716536,0.699795,0.358785,1.015489,0.738461,0.695237,0.869999,0.800000,0.843137,0.866667
68,0.000000,0.239331,0.969801,0.312119,0.429194,-0.162866,-0.888407,0.259748,0.052682,-0.964238,1.503169,0.778668,0.557803,0.614768,1.055411,0.891083,0.862193,0.316082,0.501961,0.980392,0.560784
69,0.000000,0.358402,0.277868,0.995511,0.214426,-0.745880,-0.630623,-0.094068,0.381297,-0.919654,3.285791,0.226068,0.404231,0.373196,0.804877,0.672938,0.537807,0.759500,0.607843,0.537255,0.996079
70,0.000000,0.978782,0.748184,0.510293,0.349296,0.239397,-0.905915,-0.208490,-0.824246,-0.526452,1.852661,0.292258,0.056395,0.035811,0.070044,0.947170,0.185318,0.077907,0.980392,0.858824,0.709804
71,0.000000,0.717928,0.427034,0.453156,0.427910,0.675015,-0.601039,0.530971,0.609530,-0.588679,3.686007,0.637821,0.075920,0.199732,1.474795,0.990028,0.345096,0.989436,0.839216,0.654902,0.670588
72,0.000000,0.823420,0.254190,0.692593,0.046959,0.442614,-0.895482,0.028793,-0.597979,-0.800994,2.094581,0.800090,0.660936,0.957048,1.736310,0.239794,0.634391,0.071427,0.905882,0.517647,0.823530
73,0.000000,0.450611,0.261787,0.990922,-0.414463,0.034562,-0.909410,-0.166850,-0.377723,-0.910762,4.307945,0.361415,0.498533,0.970377,1.880825,0.938136,0.144320,0.330210,0.670588,0.521569,0.984314
74,0.000000,0.475016,0.390474,0.398714,0.765360,-0.086094,-0.637819,-0.776468,-0.272938,-0.567982,5.562186,0.366229,0.202767,0.363266,0.085784,0.275878,0.563334,0.827153,0.690196,0.627451,0.631373
75,0.000000,0.713385,0.013851,0.576384,0.285474,-0.599223,-0.747955,-0.444932,-0.132891,-0.885650,3.453403,0.953637,0.172325,0.626238,1.508034,0.341781,0.023158,0.974765,0.843137,0.156863,0.752941
76,0.000000,0.668012,0.055908,0.666919,-0.485477,0.609493,-0.626762,-0.642784,-0.065639,-0.763230,4.840028,0.308319,0.931895,0.871064,0.498399,0.124897,0.907286,0.391972,0.815686,0.282353,0.811765
77,0.000000,0.505821,0.178592,0.395736,0.699666,-0.397914,-0.593407,0.393810,-0.632457,-0.667017,1.326056,0.002317,0.497605,0.103052,1.725280,0.609452,0.056732,0.779110,0.713726,0.439216,0.635294
78,0.000000,0.697897,0.451203,0.819023,0.598033,0.068768,-0.798516,0.111944,-0.844679,-0.523437,4.130999,0.061676,0.214817,0.844098,0.292791,0.245615,0.569338,0.691307,0.827451,0.670588,0.894118
79,0.000000,0.728076,0.817524,0.249933,0.310753,0.655770,-0.688039,-0.348074,-0.144685,-0.926235,4.528395,0.364395,0.666639,0.141950,1.205103,0.801758,0.305245,0.914834,0.850981,0.901961,0.509804
80,0.000000,0.910665,0.989287,0.935763,0.157829,-0.225993,-0.961258,0.627759,-0.440497,-0.641780,5.511195,0.000286,0.269695,0.881615,1.731967,0.569208,0.139146,0.011271,0.949020,0.988235,0.964706
81,0.000000,0.368764,0.299973,0.954454,-0.460161,0.482374,-0.745364,0.096143,0.802065,-0.589447,4.725245,0.748317,0.097387,0.348435,0.748998,0.697738,0.218832,0.344246,0.611765,0.556863,0.972549
82,0.000000,0.538832,0.317540,0.198197,0.474303,0.699291,-0.534817,0.077643,0.079992,-0.993767,0.741960,0.422002,0.731234,0.214890,1.943310,0.566715,0.439019,0.395524,0.737255,0.572549,0.462745
83,0.000000,0.525809,0.742417,0.025612,-0.563466,-0.511429,-0.648804,0.048729,-0.383090,-0.922425,4.304473,0.579941,0.701518,0.080607,0.751146,0.540201,0.108915,0.882876,0.725490,0.862745,0.211765
84,0.000000,0.470029,0.475952,0.629530,0.782842,-0.092479,-0.615310,-0.316890,0.394203,-0.862661,1.058688,0.080001,0.369562,0.389696,0.302294,0.881310,0.249576,0.987303,0.686275,0.690196,0.792157
85,0.000000,0.435922,0.039752,0.953944,0.795536,-0.273415,-0.540709,0.594589,-0.597653,-0.537843,0.951896,0.441537,0.876309,0.356042,0.205281,0.905577,0.368634,0.434018,0.666667,0.258824,0.972549
86,0.000000,0.960662,0.308151,0.196497,-0.517163,-0.579908,-0.629484,0.237819,0.173010,-0.955777,4.977736,0.698961,0.253291,0.935895,1.532494,0.072848,0.359357,0.040565,0.972549,0.560784,0.458824
87,0.000000,0.124944,0.703827,0.250636,0.444981,-0.551999,-0.705187,-0.635385,-0.038755,-0.771223,4.416853,0.059469,0.736159,0.223151,0.882166,0.468966,0.022303,0.378151,0.380392,0.831373,0.505882
88,0.000000,0.725680,0.866799,0.623423,0.110637,0.285213,-0.952057,0.734052,0.435668,-0.520923,3.737428,0.027001,0.886625,0.991028,1.506239,0.923603,0.052174,0.878919,0.854902,0.929412,0.788235
89,0.000000,0.625883,0.986109,0.885758,0.709630,0.143448,-0.689817,0.102120,0.075103,-0.991933,0.198346,0.308976,0.254374,0.689292,1.151338,0.745144,0.856033,0.960936,0.788235,0.988235,0.933333
90,0.000000,0.079477,0.585650,0.675154,-0.374531,-0.404552,-0.834304,-0.301174,-0.507757,-0.807142,5.737828,0.046829,0.923567,0.192438,1.356856,0.111058,0.801645,0.255196,0.317647,0.764706,0.811765
91,0.000000,0.969049,0.489275,0.699135,-0.667061,0.490491,-0.560757,-0.181106,-0.613234,-0.768859,3.710824,0.227127,0.575659,0.870077,1.141430,0.272436,0.187583,0.372371,0.980392,0.698039,0.827451
92,0.000000,0.841581,0.556625,0.203369,-0.131970,0.548970,-0.825358,-0.771955,0.303632,-0.558475,1.901506,0.233318,0.121988,0.053037,1.828289,0.120616,0.563616,0.742712,0.913726,0.745098,0.466667
93,0.000000,0.905841,0.411874,0.233909,-0.360736,-0.593672,-0.719322,-0.001366,0.688628,-0.725113,1.350785,0.865173,0.075656,0.503093,1.288112,0.182265,0.106060,0.993806,0.949020,0.647059,0.494118
94,0.000000,0.249219,0.048733,0.057326,-0.201081,-0.686361,-0.698910,0.113238,0.242796,-0.963446,2.751213,0.186093,0.357310,0.151999,1.270052,0.228470,0.873345,0.156490,0.505882,0.270588,0.278431
95,0.000000,0.277453,0.068847,0.572337,0.386632,0.355574,-0.850931,0.510884,0.355060,-0.782898,3.224574,0.224460,0.242734,0.060434,1.411403,0.233584,0.493539,0.428693,0.537255,0.301961,0.756863
96,0.000000,0.756724,0.965436,0.112885,-0.390021,0.570565,-0.722730,0.302769,0.760577,-0.574329,3.034733,0.521480,0.359167,0.074898,0.026472,0.527811,0.255667,0.265144,0.866667,0.980392,0.364706
97,0.000000,0.316163,0.237724,0.907230,-0.080811,-0.435427,-0.896590,0.357055,0.216977,-0.908533,2.672687,0.762004,0.103118,0.451409,1.334865,0.560397,0.642917,0.528677,0.568628,0.498039,0.949020
98,0.000000,0.241959,0.330394,0.469488,-0.668693,-0.387801,-0.634397,-0.107165,-0.401317,-0.909649,5.948307,0.809498,0.735338,0.151860,0.970605,0.960120,0.857889,0.638268,0.505882,0.584314,0.682353
99,0.000000,0.012012,0.152309,0.266073,0.283169,-0.794315,-0.537475,-0.112676,0.140958,-0.983583,1.524331,0.094416,0.841108,0.719068,0.930520,0.271105,0.064682,0.350026,0.149020,0.411765,0.525490
100,0.000000,0.754624,0.021739,0.791505,0.275995,0.727969,-0.627605,0.443901,-0.697539,-0.562487,2.348574,0.421091,0.652504,0.979402,0.650062,0.297078,0.367494,0.632088,0.862745,0.196078,0.878431
101,0.000000,0.182195,0.891266,0.189325,-0.712797,-0.203082,-0.671325,0.780340,0.363921,-0.508557,6.048852,0.534371,0.236815,0.430125,1.948733,0.644213,0.524750,0.418508,0.447059,0.945098,0.454902
102,0.000000,0.500168,0.082697,0.900366,-0.732837,-0.282270,-0.619091,0.249398,-0.824548,-0.507860,0.567467,0.321912,0.621417,0.289710,1.647734,0.358595,0.939148,0.298486,0.705882,0.321569,0.937255
103,0.000000,0.421474,0.343626,0.246175,0.421767,-0.118561,-0.898919,0.255803,-0.468157,-0.845810,1.115054,0.530661,0.004714,0.794542,0.199555,0.608441,0.858566,0.567936,0.647059,0.588235,0.501961
104,0.000000,0.621094,0.063356,0.947567,0.243431,0.109415,-0.963727,-0.089707,-0.585439,-0.805738,2.522373,0.100613,0.024154,0.453301,1.321874,0.322489,0.405317,0.564111,0.788235,0.298039,0.968628
105,0.000000,0.524945,0.525121,0.518156,-0.066660,0.033962,-0.997198,0.255874,-0.163738,-0.952743,3.940735,0.832439,0.030733,0.876504,0.202348,0.937787,0.772945,0.660544,0.725490,0.725490,0.717647
106,0.000000,0.565793,0.826605,0.890835,0.115681,0.318638,-0.940791,-0.319516,0.360215,-0.876444,4.895969,0.078794,0.962136,0.527596,0.850564,0.925671,0.059334,0.627638,0.749020,0.905882,0.941177
107,0.000000,0.618214,0.183847,0.227256,-0.762815,0.210938,-0.611244,0.248961,-0.636936,-0.729610,3.394778,0.646169,0.564540,0.194036,1.522731,0.278161,0.656889,0.239740,0.784314,0.447059,0.486275
108,0.000000,0.264731,0.403885,0.561435,0.226246,0.047009,-0.972935,0.489766,-0.305725,-0.816493,5.581868,0.875436,0.687969,0.300534,0.425327,0.147301,0.984723,0.732981,0.525490,0.639216,0.745098
109,0.000000,0.024533,0.416155,0.483310,-0.103274,-0.136940,-0.985181,-0.547414,0.303158,-0.780022,5.526605,0.169588,0.576616,0.842817,1.291057,0.747787,0.421197,0.870945,0.215686,0.647059,0.694118
110,0.000000,0.432857,0.434946,0.247827,0.723433,-0.406371,-0.558129,0.008308,0.712227,-0.701900,2.214389,0.196189,0.681195,0.622765,0.384749,0.700313,0.679301,0.932370,0.658824,0.662745,0.505882
111,0.000000,0.332328,0.422881,0.834668,-0.216826,-0.042547,-0.975283,-0.127754,-0.422599,-0.897267,0.278250,0.281288,0.213362,0.373514,1.884706,0.093330,0.817869,0.762178,0.580392,0.654902,0.905882
112,0.000000,0.286347,0.590089,0.718290,0.265052,0.775117,-0.573534,0.032261,-0.827680,-0.560272,5.504396,0.015276,0.919667,0.741952,1.063013,0.056007,0.008473,0.806096,0.545098,0.764706,0.839216
113,0.000000,0.320906,0.132615,0.097877,-0.353209,0.014042,-0.935439,0.369143,0.563766,-0.738851,4.999652,0.383541,0.791982,0.159681,1.339030,0.503297,0.100379,0.852309,0.568628,0.388235,0.341177
114,0.000000,0.488048,0.514580,0.978346,-0.185355,0.561042,-0.806768,-0.132365,0.759671,-0.636694,2.107822,0.706059,0.725896,0.160635,0.054190,0.821899,0.157453,0.470773,0.701961,0.717647,0.980392
115,0.000000,0.118845,0.687243,0.970076,-0.300489,-0.577720,-0.758911,-0.022363,-0.559803,-0.828324,5.071384,0.380598,0.338258,0.655451,0.148055,0.970568,0.278774,0.429740,0.372549,0.827451,0.980392
116,0.000000,0.596232,0.926861,0.990861,0.366481,-0.577450,-0.729550,-0.100066,0.502094,-0.859004,4.802191,0.187297,0.743989,0.910716,0.759633,0.328686,0.888229,0.186628,0.768628,0.956863,0.984314
117,0.000000,0.524930,0.449466,0.356652,-0.473069,-0.180615,-0.862313,-0.245647,-0.823398,-0.511541,0.186196,0.699453,0.434914,0.179855,0.124088,0.657768,0.484120,0.877461,0.725490,0.674510,0.603922
118,0.000000,0.512928,0.433938,0.253744,0.010116,0.528104,-0.849120,0.110317,0.316642,-0.942108,4.003540,0.476830,0.605224,0.944967,0.877926,0.173603,0.561302,0.548084,0.713726,0.658824,0.509804
119,0.000000,0.011327,0.072409,0.944309,0.524370,0.531016,-0.665626,-0.294914,-0.381250,-0.876170,1.407209,0.184110,0.357734,0.815161,1.664845,0.687370,0.604893,0.152419,0.137255,0.305882,0.960784
120,0.000000,0.358326,0.058954,0.157057,0.049571,0.033132,-0.998221,-0.141339,-0.341305,-0.929265,2.002559,0.850085,0.712825,0.922038,1.086424,0.397850,0.422636,0.623952,0.607843,0.290196,0.419608
121,0.000000,0.887659,0.955368,0.422913,-0.142228,0.554384,-0.820018,-0.662984,-0.490106,-0.565905,6.019638,0.781073,0.788326,0.977269,0.192414,0.478773,0.871310,0.004075,0.937255,0.972549,0.650980
122,0.000000,0.653527,0.154816,0.592452,-0.461183,-0.567840,-0.681812,-0.723992,-0.294134,-0.623956,2.322961,0.596004,0.587780,0.916631,1.639635,0.375454,0.678429,0.172846,0.807843,0.411765,0.764706
123,0.000000,0.108055,0.041955,0.869371,0.422410,0.750133,-0.508793,-0.083344,0.558755,-0.825134,0.448453,0.831910,0.728583,0.975291,1.881661,0.444706,0.976372,0.667113,0.356863,0.258824,0.925490
124,0.000000,0.575221,0.810282,0.365013,-0.753543,-0.417009,-0.508210,0.310558,-0.673916,-0.670366,1.933385,0.594200,0.665830,0.748936,1.972589,0.903185,0.120520,0.129817,0.760784,0.898039,0.607843
