sampleNumber,e,m_r,m_g,m_b,n_x,n_y,n_z,l_x,l_y,l_z,i_d,d_r,d_g,d_b,i_a,a_r,a_g,a_b,v_r,v_g,v_b
18,0.000000,0.504369,0.191637,0.313729,-0.682152,-0.139689,-0.717744,-0.715734,-0.274979,-0.641959,6.147527,0.973584,0.945154,0.295761,1.793314,0.340804,0.180826,0.768971,0.505882,0.192157,0.313726
19,0.000000,0.380134,0.249290,0.721052,0.443754,-0.156052,-0.882457,0.461893,0.714283,-0.525789,3.789297,0.070235,0.034431,0.546586,0.494293,0.731326,0.205666,0.401516,0.380392,0.250980,0.721569
20,0.000000,0.940371,0.107790,0.906760,-0.579689,0.024729,-0.814463,-0.627079,0.133297,-0.767466,2.596363,0.174474,0.552663,0.597043,0.533084,0.077394,0.851642,0.755219,0.937255,0.109804,0.905882
21,0.000000,0.660819,0.790016,0.087994,-0.317923,-0.317042,-0.893538,0.446730,0.208390,-0.870061,4.130683,0.368724,0.217681,0.044586,1.100066,0.583311,0.217258,0.436516,0.662745,0.792157,0.090196
22,0.000000,0.578754,0.078141,0.289903,0.345382,0.537033,-0.769615,0.337163,-0.669342,-0.662044,3.638938,0.980210,0.975584,0.094961,0.660529,0.740139,0.730460,0.347908,0.572549,0.074510,0.282353
23,0.000000,0.985881,0.994177,0.877321,0.663461,-0.224440,-0.713755,0.649102,0.235756,-0.723247,0.780855,0.245853,0.244402,0.964232,0.253476,0.142821,0.649563,0.204493,0.980392,0.992157,0.866667
24,0.000000,0.449374,0.693666,0.492524,0.599690,0.538062,-0.592335,0.812230,-0.140624,-0.566133,5.749079,0.002367,0.155957,0.366276,0.182960,0.698059,0.039077,0.698324,0.450980,0.694118,0.494118
25,0.000000,0.784253,0.106467,0.050526,-0.589482,0.314365,-0.744101,-0.018452,-0.370492,-0.928652,0.372920,0.269570,0.300648,0.222389,0.450111,0.166806,0.433051,0.112396,0.776471,0.105882,0.050980
26,0.000000,0.103878,0.124752,0.249094,-0.854793,0.118287,-0.505309,0.308910,-0.510149,-0.802697,5.404998,0.625964,0.151551,0.328382,0.210889,0.383032,0.262770,0.192441,0.105882,0.125490,0.247059
27,0.000000,0.312701,0.116317,0.650760,0.237242,0.058282,-0.969701,-0.380671,-0.707438,-0.595501,0.961224,0.092771,0.245709,0.755685,1.480340,0.312434,0.173404,0.740792,0.313726,0.117647,0.643137
28,0.000000,0.634893,0.542682,0.007364,-0.378214,0.494726,-0.782432,-0.221787,-0.025444,-0.974763,5.071129,0.670968,0.136110,0.776399,0.561750,0.239848,0.405757,0.263851,0.631373,0.541177,0.011765
29,0.000000,0.018649,0.473864,0.560811,0.148532,-0.069083,-0.986492,-0.531099,0.576771,-0.620701,1.662582,0.341640,0.385659,0.716358,0.329259,0.549032,0.338098,0.124083,0.023529,0.470588,0.560784
30,0.000000,0.232185,0.865551,0.450863,-0.173322,-0.582241,-0.794327,0.062302,-0.644483,-0.762076,2.783146,0.642316,0.308146,0.442396,0.522472,0.852373,0.573979,0.151400,0.231373,0.866667,0.443137
31,0.000000,0.414948,0.857946,0.112080,0.528576,0.476095,-0.702810,-0.016967,0.383747,-0.923282,5.165459,0.393606,0.390188,0.350981,0.152954,0.937146,0.763259,0.333658,0.415686,0.854902,0.113726
32,0.000000,0.252825,0.966699,0.606171,-0.443844,0.535066,-0.718823,0.067620,0.708935,-0.702025,0.988311,0.899392,0.181810,0.671692,0.692991,0.245969,0.620863,0.139888,0.250980,0.968628,0.600000
33,0.000000,0.141675,0.461544,0.249439,0.215868,-0.608438,-0.763678,-0.258607,-0.476325,-0.840379,6.281015,0.099790,0.850517,0.707651,1.909243,0.796359,0.280924,0.102284,0.141177,0.458824,0.247059
34,0.000000,0.794226,0.492207,0.295590,-0.029636,0.365832,-0.930209,-0.071996,-0.253157,-0.964742,5.754163,0.065713,0.430792,0.709980,1.099800,0.510556,0.621386,0.813544,0.792157,0.494118,0.294118
35,0.000000,0.737656,0.337685,0.655454,0.494566,-0.558927,-0.665586,0.576671,-0.094883,-0.811448,3.291727,0.338358,0.590301,0.469381,0.570219,0.087493,0.491556,0.902085,0.737255,0.337255,0.654902
36,0.000000,0.447035,0.486515,0.802368,0.103056,0.750209,-0.653120,0.685434,-0.255086,-0.681991,3.509733,0.205492,0.038774,0.612995,0.951864,0.346061,0.688558,0.877594,0.447059,0.486275,0.792157
37,0.000000,0.675629,0.707615,0.364647,-0.387356,-0.473549,-0.791016,-0.075934,-0.318914,-0.944737,6.175165,0.271526,0.641855,0.031597,1.718331,0.720765,0.430227,0.652610,0.674510,0.709804,0.364706
38,0.000000,0.789632,0.481996,0.158742,-0.116507,-0.598729,-0.792433,0.370724,-0.256340,-0.892667,5.836687,0.084584,0.993355,0.599940,0.977571,0.832644,0.139845,0.108655,0.780392,0.478431,0.152941
39,0.000000,0.283600,0.455238,0.613627,0.620982,0.416785,-0.663831,0.537241,-0.056214,-0.841553,6.145598,0.904047,0.614017,0.636396,1.568053,0.987543,0.797789,0.221530,0.278431,0.450980,0.603922
40,0.000000,0.166833,0.984806,0.023081,-0.116719,0.097838,-0.988334,-0.333758,0.640403,-0.691729,3.787306,0.071494,0.698025,0.620201,1.932570,0.943311,0.644084,0.897358,0.168628,0.988235,0.031373
41,0.000000,0.442275,0.919168,0.057469,0.552173,0.536496,-0.638182,-0.503920,0.070137,-0.860898,5.461743,0.320632,0.700031,0.143032,0.382511,0.756018,0.934828,0.558251,0.439216,0.913726,0.054902
42,0.000000,0.710077,0.376845,0.746711,-0.592241,0.218076,-0.775689,0.115634,-0.672870,-0.730668,4.525377,0.891138,0.571619,0.322841,0.390801,0.160794,0.496942,0.419050,0.705882,0.376471,0.745098
43,0.000000,0.517428,0.643373,0.529065,-0.156793,-0.587094,-0.794190,0.286717,0.422594,-0.859772,3.159909,0.992242,0.885937,0.104110,0.000540,0.733145,0.560657,0.265249,0.517647,0.643137,0.525490
44,0.000000,0.311404,0.966823,0.559476,-0.028878,0.189380,-0.981479,0.582860,0.188703,-0.790358,3.809980,0.199208,0.466560,0.421769,1.711936,0.097776,0.818007,0.202441,0.313726,0.968628,0.552941
45,0.000000,0.011110,0.073704,0.854646,0.449810,-0.231777,-0.862525,-0.824175,-0.120418,-0.553385,5.892685,0.957346,0.890257,0.134469,0.648452,0.138450,0.706195,0.422181,0.011765,0.074510,0.847059
46,0.000000,0.782391,0.687755,0.550864,-0.212891,-0.838559,-0.501494,0.389737,0.453305,-0.801636,5.157270,0.408290,0.992403,0.126930,0.301952,0.425077,0.330841,0.074880,0.776471,0.686275,0.541177
47,0.000000,0.866571,0.480804,0.593396,0.159848,0.050134,-0.985868,-0.709166,-0.292384,-0.641557,1.031085,0.376639,0.348670,0.882767,1.542987,0.874618,0.543658,0.828851,0.870588,0.482353,0.588235
48,0.000000,0.855768,0.816033,0.852485,-0.282160,0.472707,-0.834826,-0.068135,0.478537,-0.875420,0.469900,0.010663,0.888309,0.224526,1.401729,0.896762,0.282149,0.082559,0.854902,0.811765,0.847059
49,0.000000,0.834170,0.767366,0.626995,0.061331,-0.446419,-0.892720,-0.611861,0.328083,-0.719714,2.439835,0.731552,0.686391,0.918471,1.592626,0.959093,0.325728,0.227680,0.831373,0.764706,0.619608
50,0.000000,0.588507,0.146306,0.836716,0.186957,0.809153,-0.557062,-0.559108,-0.568509,-0.603486,0.968319,0.227801,0.424855,0.274492,0.164100,0.780193,0.404594,0.798465,0.588235,0.149020,0.831373
51,0.000000,0.025638,0.523543,0.333734,-0.711258,-0.307268,-0.632217,-0.127310,-0.290474,-0.948376,4.437181,0.682750,0.829278,0.041049,0.184425,0.293702,0.855469,0.903813,0.027451,0.525490,0.333333
52,0.000000,0.373612,0.958392,0.889888,-0.150856,-0.624405,-0.766395,-0.602262,-0.300614,-0.739535,2.070910,0.896821,0.536289,0.253960,1.134769,0.540856,0.525350,0.254785,0.372549,0.960784,0.886275
53,0.000000,0.180401,0.969469,0.070901,0.821122,-0.224692,-0.524665,0.426777,-0.566823,-0.704680,5.740001,0.777299,0.723750,0.669147,1.777981,0.829453,0.337164,0.392490,0.184314,0.972549,0.074510
54,0.000000,0.004100,0.630508,0.470786,0.184070,-0.622731,-0.760476,-0.625386,-0.352661,-0.696077,0.623147,0.368790,0.761276,0.018155,0.660048,0.485599,0.967122,0.879529,0.003922,0.623529,0.466667
55,0.000000,0.276870,0.769324,0.604686,-0.299596,-0.705818,-0.641922,-0.231560,-0.394833,-0.889093,0.648072,0.552650,0.703332,0.860892,0.125969,0.126884,0.545189,0.566040,0.274510,0.760784,0.596079
56,0.000000,0.825812,0.788061,0.983746,-0.389414,-0.428206,-0.815473,-0.320657,0.315684,-0.893041,1.743101,0.411114,0.677587,0.576832,1.881299,0.286873,0.980779,0.549573,0.823530,0.788235,0.980392
57,0.000000,0.231110,0.516283,0.898407,-0.351884,-0.698510,-0.623107,0.139936,0.831689,-0.537319,0.172434,0.338785,0.092302,0.588877,1.188169,0.905170,0.636655,0.217872,0.227451,0.513726,0.894118
58,0.000000,0.660158,0.311176,0.906181,0.774110,0.052118,-0.630902,0.028561,0.857542,-0.513621,5.165772,0.479145,0.370271,0.331964,1.761840,0.226679,0.807506,0.999335,0.658824,0.309804,0.901961
59,0.000000,0.025827,0.086994,0.764175,-0.110287,0.182827,-0.976940,0.685700,0.172006,-0.707270,5.084764,0.254612,0.620577,0.969701,0.496560,0.694224,0.101765,0.693079,0.027451,0.086275,0.752941
60,0.000000,0.217498,0.460653,0.357136,-0.471834,-0.460803,-0.751687,0.145121,-0.655201,-0.741385,1.026207,0.333321,0.655911,0.484088,1.367896,0.516659,0.971859,0.069412,0.215686,0.458824,0.352941
61,0.000000,0.611985,0.346337,0.796572,0.092839,0.248260,-0.964234,0.658578,0.146520,-0.738111,5.317362,0.201737,0.939736,0.796383,1.049442,0.031022,0.363631,0.837154,0.611765,0.345098,0.792157
62,0.000000,0.018044,0.269313,0.044095,-0.332027,-0.651165,-0.682453,-0.774405,-0.362734,-0.518384,2.113064,0.484871,0.954644,0.396931,1.671808,0.554835,0.434041,0.030853,0.019608,0.266667,0.043137
63,0.000000,0.468298,0.066410,0.300412,0.289209,-0.241761,-0.926234,0.501882,0.439873,-0.744732,3.863796,0.942176,0.387348,0.509844,0.206089,0.155228,0.009719,0.379844,0.466667,0.070588,0.298039
64,0.000000,0.088118,0.505890,0.413296,0.579555,0.401992,-0.708885,-0.605683,-0.290696,-0.740705,0.087724,0.302066,0.322940,0.062901,0.062793,0.667042,0.562847,0.252318,0.090196,0.505882,0.411765
65,0.000000,0.733500,0.811285,0.110978,0.822208,-0.085812,-0.562682,0.711405,-0.394031,-0.581930,1.910349,0.066694,0.122706,0.233986,0.594199,0.086147,0.420621,0.098460,0.733333,0.807843,0.113726
66,0.000000,0.672670,0.846472,0.745859,-0.598098,0.174395,-0.782218,0.591593,-0.173092,-0.787437,1.176221,0.372364,0.669634,0.199481,1.385179,0.615787,0.747661,0.443233,0.670588,0.843137,0.737255
67,0.000000,0.586859,0.520987,0.470890,0.040349,-0.508836,-0.859918,0.319189,0.343259,-0.883341,1.259772,0.554667,0.485748,0.146815,1.700118,0.548995,0.624955,0.319485,0.584314,0.521569,0.470588
68,0.000000,0.617414,0.972285,0.707891,0.591053,0.003359,-0.806626,-0.532289,0.069590,-0.843698,1.766093,0.384004,0.370437,0.876616,0.504284,0.245398,0.587632,0.419107,0.615686,0.976471,0.701961
69,0.000000,0.279281,0.370442,0.722503,0.859641,0.072820,-0.505683,-0.106649,0.168971,-0.979834,3.845803,0.672229,0.153330,0.461177,1.090965,0.649562,0.444402,0.113104,0.278431,0.372549,0.721569
70,0.000000,0.268492,0.695002,0.996306,-0.150235,0.389583,-0.908656,0.093629,0.397246,-0.912924,5.001921,0.847269,0.497518,0.378577,1.455055,0.266057,0.818534,0.136645,0.266667,0.690196,0.988235
71,0.000000,0.923503,0.099210,0.642408,-0.354165,-0.235247,-0.905111,0.739641,-0.152673,-0.655455,3.537852,0.748795,0.767191,0.867055,1.188851,0.591466,0.498115,0.265602,0.917647,0.098039,0.635294
72,0.000000,0.751394,0.988494,0.451408,0.167268,0.525431,-0.834232,0.517400,-0.608250,-0.601938,3.150242,0.854499,0.554507,0.838930,0.365792,0.809556,0.166281,0.666680,0.752941,0.992157,0.454902
73,0.000000,0.163353,0.608083,0.309557,-0.628139,-0.502604,-0.593996,-0.694725,-0.401871,-0.596538,3.653605,0.184953,0.594622,0.241971,0.197353,0.597161,0.784549,0.573653,0.164706,0.603922,0.305882
74,0.000000,0.602469,0.733605,0.767882,-0.048819,0.316826,-0.947227,0.201289,0.522517,-0.828528,3.484078,0.727192,0.392724,0.918831,1.753285,0.596904,0.211775,0.611057,0.600000,0.733333,0.764706
75,0.000000,0.066432,0.376709,0.256257,0.226260,0.220635,-0.948750,-0.279080,0.524219,-0.804555,6.095377,0.955841,0.418821,0.540512,0.711625,0.066411,0.862610,0.684532,0.066667,0.376471,0.254902
76,0.000000,0.287671,0.660554,0.245607,0.330672,-0.376360,-0.865454,-0.389235,0.674025,-0.627843,2.122625,0.417366,0.104567,0.432789,0.481612,0.057007,0.282436,0.392205,0.286275,0.658824,0.243137
77,0.000000,0.523655,0.919206,0.069899,0.715589,-0.258524,-0.648921,-0.507550,0.616867,-0.601556,0.096715,0.228557,0.250941,0.958633,1.726942,0.280149,0.764630,0.583047,0.521569,0.917647,0.070588
78,0.000000,0.846217,0.737830,0.205740,-0.257827,0.420884,-0.869702,0.241018,0.444046,-0.862980,4.728119,0.920990,0.800022,0.245321,1.023427,0.140057,0.742047,0.984211,0.839216,0.733333,0.200000
79,0.000000,0.021009,0.429565,0.184437,-0.454818,0.695612,-0.556115,0.227296,0.428753,-0.874361,2.261193,0.978636,0.064125,0.270585,0.199563,0.510699,0.484168,0.219797,0.023529,0.431373,0.184314
80,0.000000,0.507459,0.509639,0.327987,-0.500353,-0.322956,-0.803335,-0.125265,-0.520358,-0.844711,4.333515,0.428158,0.714316,0.432134,0.547189,0.742641,0.125903,0.421532,0.505882,0.509804,0.325490
81,0.000000,0.100472,0.771280,0.318003,0.726010,-0.296072,-0.620686,-0.298726,-0.598084,-0.743679,2.834530,0.382607,0.509110,0.949482,1.059164,0.594775,0.066133,0.540662,0.101961,0.768628,0.317647
82,0.000000,0.143548,0.790776,0.144909,-0.408372,-0.171067,-0.896643,-0.764455,0.100670,-0.636769,0.922638,0.330472,0.567592,0.398226,1.117998,0.085743,0.236398,0.251903,0.145098,0.792157,0.149020
83,0.000000,0.149663,0.504776,0.146974,0.083202,0.344191,-0.935206,-0.565248,-0.404020,-0.719209,1.978421,0.887768,0.327029,0.588671,1.825202,0.865629,0.473598,0.224725,0.149020,0.505882,0.145098
84,0.000000,0.350543,0.886465,0.381810,0.558611,-0.452659,-0.695021,0.020926,-0.134058,-0.990753,3.485092,0.663376,0.513333,0.607109,0.437608,0.840441,0.200448,0.688135,0.352941,0.882353,0.380392
85,0.000000,0.825621,0.330260,0.385341,0.529406,-0.001615,-0.848367,-0.506214,0.034472,-0.861719,4.286876,0.739997,0.957384,0.368968,0.609820,0.294160,0.993675,0.474514,0.823530,0.333333,0.384314
86,0.000000,0.524469,0.095754,0.605756,0.357422,0.349938,-0.865906,-0.145834,-0.835290,-0.530116,3.154072,0.346704,0.216393,0.360621,0.930248,0.913048,0.601967,0.922303,0.517647,0.094118,0.596079
87,0.000000,0.958021,0.884268,0.203862,0.499958,-0.702454,-0.506558,0.050502,-0.439826,-0.896662,3.805569,0.567085,0.654470,0.007794,0.667051,0.993666,0.922874,0.746259,0.952941,0.878431,0.200000
88,0.000000,0.942955,0.082219,0.605194,0.659671,-0.041355,-0.750416,0.645257,-0.400949,-0.650295,5.668328,0.472335,0.976874,0.900466,1.945270,0.997536,0.721049,0.322454,0.945098,0.086275,0.603922
89,0.000000,0.344218,0.317326,0.847285,0.194235,-0.784389,-0.589072,-0.618085,0.134489,-0.774522,4.848892,0.645180,0.188040,0.008105,0.517554,0.447021,0.717357,0.569644,0.345098,0.317647,0.839216
90,0.000000,0.170080,0.659710,0.667176,0.584852,0.583668,-0.563277,0.555260,0.009789,-0.831619,2.775225,0.450175,0.005388,0.669905,0.925709,0.642031,0.297893,0.737085,0.168628,0.658824,0.662745
91,0.000000,0.594124,0.840351,0.042488,0.094805,-0.226542,-0.969377,0.357874,-0.122023,-0.925763,1.403520,0.318016,0.041500,0.157403,0.137351,0.584449,0.442344,0.607804,0.588235,0.843137,0.047059
92,0.000000,0.441312,0.444188,0.875096,-0.295038,-0.118091,-0.948160,0.787056,0.316817,-0.529312,3.433980,0.671704,0.336014,0.285901,0.567089,0.737475,0.192575,0.998661,0.439216,0.443137,0.870588
93,0.000000,0.079756,0.658814,0.726855,-0.458310,-0.709412,-0.535432,0.473372,-0.588818,-0.655144,2.909623,0.900772,0.403191,0.105710,1.084407,0.559736,0.194020,0.438246,0.082353,0.662745,0.725490
94,0.000000,0.907883,0.212317,0.000505,0.515077,0.011801,-0.857063,0.028055,-0.230266,-0.972723,6.223205,0.550629,0.205045,0.064500,0.786063,0.288759,0.664186,0.277501,0.901961,0.211765,0.003922
95,0.000000,0.792481,0.369515,0.541748,0.017825,0.018016,-0.999679,-0.021756,-0.070628,-0.997266,2.343069,0.677211,0.417055,0.302552,1.247428,0.285862,0.132097,0.833222,0.788235,0.372549,0.537255
96,0.000000,0.050159,0.906468,0.654129,0.184895,0.596742,-0.780841,0.136637,0.316862,-0.938578,2.030256,0.479414,0.218866,0.669551,0.591751,0.818818,0.655668,0.362941,0.050980,0.905882,0.650980
97,0.000000,0.285910,0.450362,0.245430,-0.237455,-0.400271,-0.885098,-0.258060,-0.467431,-0.845526,4.530307,0.710829,0.205102,0.466937,1.385592,0.941696,0.753326,0.330050,0.282353,0.447059,0.243137
98,0.000000,0.316587,0.072929,0.579685,-0.049263,0.335539,-0.940738,-0.150049,-0.658899,-0.737115,5.225828,0.973084,0.360654,0.657693,1.768869,0.278337,0.547789,0.879447,0.317647,0.078431,0.576471
99,0.000000,0.015663,0.985808,0.667704,0.638424,0.253743,-0.726657,0.217481,-0.816296,-0.535129,2.759187,0.792489,0.168086,0.422826,0.072576,0.132964,0.344385,0.179605,0.019608,0.988235,0.666667
100,0.000000,0.240238,0.169693,0.675776,-0.529213,-0.060669,-0.846317,0.289984,0.049936,-0.955728,3.092437,0.303347,0.132941,0.622192,1.638376,0.157435,0.191648,0.487740,0.239216,0.168628,0.670588
101,0.000000,0.017250,0.690767,0.335029,0.378150,-0.390594,-0.839309,0.163798,-0.171230,-0.971520,5.271345,0.001472,0.431523,0.672124,0.381223,0.095292,0.226954,0.640751,0.023529,0.690196,0.337255
102,0.000000,0.060410,0.337187,0.252646,0.142975,0.734952,-0.662876,-0.833015,-0.183060,-0.522087,1.668162,0.133408,0.097647,0.734860,0.046752,0.717000,0.690497,0.114053,0.058824,0.333333,0.247059
103,0.000000,0.448543,0.839776,0.815019,-0.433855,0.634787,-0.639387,0.380640,0.201213,-0.902567,5.797200,0.691911,0.507545,0.430109,1.841398,0.086543,0.821738,0.053032,0.443137,0.835294,0.807843
104,0.000000,0.670396,0.966257,0.554357,0.585132,-0.573185,-0.573654,-0.243056,0.746771,-0.619077,3.585245,0.554533,0.759164,0.574305,1.562548,0.522933,0.114103,0.298574,0.674510,0.972549,0.552941
105,0.000000,0.701373,0.294293,0.132684,-0.397640,0.014441,-0.917428,0.577049,0.481765,-0.659483,1.256162,0.319460,0.488883,0.972746,1.894470,0.610774,0.811343,0.231635,0.698039,0.294118,0.129412
106,0.000000,0.024392,0.209042,0.230889,0.848996,-0.035593,-0.527199,-0.466524,0.681207,-0.564192,5.867469,0.814961,0.027446,0.449843,0.683083,0.237109,0.643810,0.937735,0.023529,0.207843,0.227451
107,0.000000,0.019948,0.924386,0.212844,-0.348801,-0.125421,-0.928767,-0.283833,0.154367,-0.946367,3.869084,0.717631,0.630895,0.240695,0.922447,0.672116,0.081404,0.682123,0.019608,0.921569,0.211765
108,0.000000,0.372009,0.150315,0.685465,0.177015,0.154756,-0.971965,0.067367,0.029697,-0.997286,4.014132,0.513816,0.963398,0.058263,0.474546,0.507061,0.681953,0.676907,0.372549,0.149020,0.682353
109,0.000000,0.315703,0.544468,0.075508,0.309381,0.106428,-0.944964,-0.354022,0.165848,-0.920415,0.204651,0.682912,0.659776,0.819786,0.214984,0.300918,0.754418,0.106722,0.313726,0.541177,0.078431
110,0.000000,0.094166,0.031374,0.466734,0.538115,0.163344,-0.826892,0.568569,-0.449251,-0.689132,5.559886,0.609541,0.507133,0.663045,1.093915,0.431151,0.682381,0.702359,0.094118,0.031373,0.462745
111,0.000000,0.865917,0.379161,0.792368,-0.321318,-0.165024,-0.932481,0.797222,-0.044326,-0.602057,0.476836,0.296707,0.888958,0.264749,0.156411,0.549625,0.367134,0.013267,0.870588,0.380392,0.784314
112,0.000000,0.674619,0.188878,0.350991,-0.525033,0.478649,-0.703730,-0.321621,-0.584854,-0.744652,2.933559,0.888918,0.640343,0.772996,1.043790,0.783867,0.667503,0.681214,0.670588,0.188235,0.349020
113,0.000000,0.930018,0.245509,0.356028,0.547848,-0.615112,-0.567009,-0.182324,-0.567228,-0.803126,3.577450,0.710233,0.365282,0.862462,1.254098,0.097969,0.828005,0.804428,0.929412,0.247059,0.352941
114,0.000000,0.166853,0.954268,0.672547,0.499517,-0.350094,-0.792412,0.626141,0.261127,-0.734684,1.395230,0.292101,0.118915,0.370026,0.866367,0.788936,0.503887,0.535336,0.168628,0.960784,0.670588
115,0.000000,0.717604,0.324335,0.601685,-0.733690,0.140938,-0.664707,-0.472579,-0.221443,-0.853014,4.124221,0.070093,0.376873,0.151266,1.704003,0.611853,0.227117,0.809596,0.717647,0.325490,0.603922
116,0.000000,0.253052,0.104544,0.482177,-0.298732,-0.540295,-0.786664,0.518450,0.658837,-0.545109,2.635343,0.611676,0.895960,0.002650,0.476996,0.705567,0.696423,0.915332,0.250980,0.105882,0.478431
117,0.000000,0.464782,0.660973,0.805036,0.521435,0.602748,-0.603987,0.429819,0.177967,-0.885203,3.668091,0.866879,0.495336,0.787185,1.203707,0.264192,0.493910,0.469598,0.466667,0.662745,0.803922
118,0.000000,0.013926,0.413416,0.274110,-0.068312,0.619039,-0.782384,-0.744634,-0.061448,-0.664639,3.091241,0.983298,0.831721,0.343981,0.260563,0.287146,0.498615,0.034933,0.011765,0.407843,0.270588
119,0.000000,0.836572,0.427239,0.418295,-0.278957,-0.162622,-0.946434,0.665974,0.490798,-0.561780,5.592468,0.492172,0.578981,0.858685,1.545283,0.628022,0.328604,0.343338,0.831373,0.423529,0.411765
120,0.000000,0.758483,0.114901,0.546369,0.014413,0.320799,-0.947038,0.294910,0.788345,-0.539945,1.865062,0.727734,0.216153,0.142966,0.666045,0.926620,0.445889,0.175613,0.756863,0.117647,0.549020
121,0.000000,0.766606,0.296130,0.221737,0.815614,0.192006,-0.545808,-0.474623,0.046538,-0.878958,2.901172,0.522527,0.715461,0.099323,1.909043,0.673452,0.200555,0.493778,0.764706,0.294118,0.219608
122,0.000000,0.477039,0.221987,0.186397,0.061571,-0.853345,-0.517698,-0.353814,0.374921,-0.856884,2.872178,0.698863,0.517394,0.215549,0.623237,0.638350,0.523324,0.399397,0.478431,0.219608,0.184314
123,0.000000,0.585619,0.700492,0.660857,-0.509759,-0.185764,-0.840022,-0.034655,-0.703675,-0.709677,3.005185,0.913144,0.172762,0.154990,1.697674,0.607270,0.105191,0.759896,0.584314,0.694118,0.658824
124,0.000000,0.892161,0.469538,0.324882,-0.367193,-0.551912,-0.748707,-0.442010,-0.079738,-0.893459,2.242964,0.458905,0.928927,0.880403,0.857692,0.927930,0.245445,0.171710,0.886275,0.466667,0.325490
